date,topline,headline,content
31.03.2007 10:52 Uhr,Halbzeitbilanz der deutschen EU-Ratspräsidentschaft,"""Eine wichtige Etappe ist geschafft""","Wenn die Deutschen die EU nicht aus der Krise holen, wer dann? Etwa so hoch hängt die öffentliche Messlatte für die deutsche EU-Ratspräsidentschaft. Die Hälfte der Zeit ist nun um. tagesschau.de hat Europa-Experten gefragt, wie sich Angela Merkel und ihre Regierung bisher im europäischen Chefsessel bewährt haben. Von Lena Wundenberg für tagesschau.de ""Es sind zwei Sachen passiert, die man so vorher nicht erwarten konnte"", sagt sein Kollege Jan Techau von der Deutschen Gesellschaft für Auswärtige Politik in Berlin. Er spricht von den beiden bislang wichtigsten Ergebnissen der Präsidentschaft: der Einigung im Klima-Streit und der ""Berliner Erklärung"". Auf dem Klima-Gipfel am 8. und 9. März in Brüssel rangen sich die Staats- und Regierungschefs zu einem Aktionsprogramm durch, das von der griffigen Formel ""20-20-20"" lebt. Bis zum Jahr 2020 wollen die EU-Mitglieder gemeinsam 20 Prozent weniger Treibhausgase gegenüber dem Jahr 1990 in die Luft blasen. 20 Prozent der Energie soll eingespart werden. Und den Anteil der erneuerbaren Energien, zum Beispiel aus Wind und Sonne, sollen die Staaten auf 20 Prozent verdreifachen. Gerade um den letzten Punkt stritten die Politiker auf dem Gipfel heftig. Frankreich wollte gern die emmissionsarme Atomkraft zum Bereich der erneuerbaren Energien zählen. Polen und Tschechien sperrten sich gegen die Beschlüsse, weil sie um ihr Wirtschaftswachstum fürchteten. In weite Ferne gerückt war auf dem Klima-Gipfel das zweite große Projekt der deutschen EU-Ratspräsidentschaft: nach der gescheiterten Verfassung die Verhandlungen um einen neuen Grundlagenvertrag wieder anzuschieben. Und das zwei Wochen vor dem symbolgeladenen 50. EU-Geburtstag am 25. März, zu dem sich die Staats- und Regierungschefs in Berlin wiedertreffen und eine feierliche Erklärung zum Thema abgeben wollten. Doch hinter verschlossenen Türen hatte eine kleine Gruppe aus Vertrauensleuten aller Mitgliedsstaaten bereits monatelang an dieser ""Berliner Erklärung"" gefeilt - pünktlich zum Jubiläum lag sie auf dem Tisch. Darin das Versprechen, die EU ""bis zu den Wahlen zum Europäischen Parlament 2009 auf eine erneuerte gemeinsame Grundlage zu stellen"". Dass ein Datum festgelegt wurde, sei ""eine kleine Sensation"", sagt EU-Experte Techau. ""Das war überhaupt nicht erwartet worden."" Zwar werde dieses Datum unter anderem von Polen und Tschechien bereits in Frage gestellt, ""aber jetzt steht es erstmal da und entfaltet eine politische Wirkung."" Die Tschechen waren auch mit der Heimlichkeit unzufrieden, in der die ""Berliner Erklärung"" geschrieben wurde. ""Es fehlt eine demokratische Debatte, eine demokratische Diskussion"", beschwerte sich Präsident Vaclav Klaus. ""So kann man das wirklich leider nicht machen."" Der richtig große Brocken beim Thema Grundlagenvertrag kommt auch noch. Auf dem Abschlussgipfel der Ratspräsidentschaft im Juni will Angela Merkel mit den anderen Staats- und Regierungschefs den ausführlichen Fahrplan für den weiteren Reformprozess beschließen - von einem Konsens sind sie aber noch weit entfernt. Weniger Erfolgserlebnisse hatte die deutsche Regierung bislang bei der EU-Außenpolitik. Da wollte man sich vor allem um den Nahen Osten und den Balkan kümmern sowie die Beziehungen zu den USA und Russland verbessern. ""Passiert ist da nicht viel"", sagt der Politikwissenschaftler Thomas Jäger von der Universität Köln. ""Aber das liegt nicht an der Bundesregierung."" Sie habe einfach wenig Handlungsspielraum. Unter anderem, weil ihr die Partner für eine kraftvolle Außenpolitik fehlten, denn die meisten anderen großen und mächtigen EU-Staaten seien derzeit führungsschwach - mit Jaques Chirac und Toni Blair kurz vor der Ablösung und Romano Prodi mit unsicherer politischer Mehrheit. Zudem könne es sich die deutsche Ratspräsidentschaft nicht leisten, ""wegen irgendeiner außenpolitischen Frage unter den Mitgliedsstaaten Streit vom Zaun zu brechen"". Denn dann gerate auch eine mögliche Einigung beim Thema Grundlagenvertrag in Gefahr. Erst das EU-Gipfeltreffen im Juni wird entscheiden, ob sich die deutsche Regierung für ihre Ratspräsidentschaft auf die Schulter klopfen kann. ""Doch selbst wenn dieser Europäische Rat eine Enttäuschung wird"", ist Jan Techau zuversichtlich, ""ein Vollausfall wird es nicht mehr. Allein durch den Erfolg beim Klima-Gpfel hat Angela Merkel schon vermieden, dass ihre Präsidentschaft ein Misserfolg wird."" "
30.03.2007 12:46 Uhr,Interview zur Lage in Iran,"""Das Ganze könnte bis Ostern gelöst sein""","Wie geht es weiter mit den britischen Soldaten in Iran, wie könnte eine Lösung aussehen? Und welche Rolle spielt das Thema in der iranischen Öffentlichkeit? Peter Mezger, ARD-Korrespondent in Teheran, zeigt sich im Gespräch mit tagesschau.de optimistisch. Er glaubt, dass es noch vor Ostern eine Lösung geben könnte. tagesschau.de: Die 15 britischen Soldaten wurden kurz vor der Verabschiedung einer neuen UN-Resolution von Iran festgesetzt. Ein Zufall - oder haben diese beiden Ereignisse miteinander zu tun? Peter Mezger: Von einem Zufall kann man da wohl kaum sprechen. Ich glaube, da wollte man ein Zeichen setzen: Egal, was ihr in New York im Sicherheitsrat beschließt, wir sind diejenigen, die das Zepter in der Hand haben und die agieren. Ich glaube, die Hardliner, die in Iran das Sagen haben, wollten provozieren, um von den eigentlichen Schwierigkeiten im Land abzulenken, und um ihre eigene Position innerhalb des Regierungssystems zu stärken. tagesschau.de: Sind die britischen Soldaten ein großes Thema in der iranischen Öffentlichkeit und in den Medien? Mezger: Nein, überhaupt nicht. Das Land ist flächendeckend im Neujahrsurlaub, der noch bis zum Montag andauert. Erst am Dienstag erscheinen auch die Zeitungen wieder. Die einzige Informationsquelle ist das iranische Staatsfernsehen - und da wird das Thema relativ klein gehalten. Es war auch nur ein ganz kurzer Ausschnitt des weltweit beachteten Filmstreifens zu sehen, in dem die 14 Soldaten und die Soldatin gezeigt wurden. Ansonsten gab es gestern Abend nur die kurze Aussage des Sekretärs des obersten nationalen Sicherheitsrates, dass nach dem ""politischen Tamtam die geplante Freilassung der Soldatin"" wieder verschoben worden sei. Das Thema ist den Leuten also nicht richtig nahe gebracht worden - und es interessiert sie auch nicht. tagesschau.de: Wie ist das Hin und Her um die Freilassung der Soldatin einzuschätzen? Wie geht es jetzt weiter? Mezger: Ich glaube, dass Bewegung in die Sache gekommen ist, nachdem der türkische Regierungschef Erdogan gestern in einem Telefonat mit dem iranischen Präsidenten Ahmadinedschad darauf gedrängt hat, dass zumindest die Soldatin freigelassen wird und dass der türkische Botschafter die Briten, die offenbar hier in Teheran in einer Kaserne untergebracht sind, besuchen kann. Ahmadinedschad, so heißt es, hat eine ""positive Prüfung"" dieser Sache zugesagt. Was zum anderen ein gutes Zeichen sein könnte, ist, dass die iranische Seite nun eine diplomatische Note an die Briten übergeben hat. Man weiß zwar nicht, was in der Note steht - aber immerhin, wenn man schon nicht miteinander redet, so verkehrt man doch zumindest schriftlich miteinander. Und das ist sehr positiv zu bewerten. Negativ könnte ins Gewicht fallen, dass gerade ein Fernsehauftritt eines der britischen Soldaten mit einem angeblichen Geständnis gezeigt wurde. Er hat - vermutlich erzwungenermaßen - zugegeben, dass sich die britischen Soldaten in iranischen Gewässern befunden haben. tagesschau.de: Wie wahrscheinlich ist es, dass sich Iran dem internationalen Druck beugen wird? Mezger: Ich glaube, Iran hat immer noch nicht den Punkt überschritten, ab dem es dann sehr, sehr ernst werden könnte. Ich glaube, die Politiker, die hier das Sagen haben, wissen genau, wann dieser Punkt kommt. Und wann es Zeit wird für eine diplomatische Lösung - eine militärische gibt es ohnehin nicht. tagesschau.de: Wie kann eine Lösung aussehen? Wie groß ist die Chance, dass die 15 Soldaten in absehbarer Zeit freikommen? Mezger: Nachdem das richtig ausgereizt worden ist, nachdem vielleicht doch auch die von den USA im Irak festgesetzten Iraner, an denen man hier in Teheran ein großes Interesse hat, freigelassen worden sind - ich glaube, dass die Sache hier vielleicht noch vor Ostern gelöst werden könnte. Das Interview führte Ralph Sartor, tagesschau.de. "
29.03.2007 19:59 Uhr,Wirtschaftsethiker zur Korruptionsskandalen,"""Der Druck verführt zu unlauteren Methoden""",
29.03.2007 13:14 Uhr,Zweites Kapitel der Beitrittsverhandlungen,EU verhandelt wieder mit der Türkei,"In die seit Monaten festgefahrenen EU-Beitrittsverhandlungen mit der Türkei ist erstmals wieder Bewegung gekommen. Im Beisein des türkischen Chefunterhändlers Babacan eröffnete die EU in Brüssel das zweite von 35 Verhandlungskapiteln. Von Michael Becker, ARD-Hörfunkstudio Brüssel Zypern ist seit 30 Jahren geteilt, in die griechische Republik Zypern im Süden und den türkisch besetzen Norden. Der wiederum wird von der EU mit einem Handelsembargo isoliert. An diesem Konflikt hat sich nach wie vor nichts geändert. Noch immer weigert sich die Türkei, ihre Häfen und Flughäfen für Zypern zu öffnen, so wie die EU es verlangt. Trotzdem wird nun weiter verhandelt - ab heute sitzen die Unterhändler aus Ankara wieder in Brüssel am Verhandlungstisch. Erstaunlich ist das nicht: denn die Entscheidung der EU, die Beitrittsverhandlungen auszusetzen, war ein typischer EU-Formelkompromiss. Aussetzen ja, aber eben nur zum Teil. Tatsächlich wurden nur einige von den insgesamt 35 Verhandlungsbereichen ausgesetzt - in anderen Bereichen können die Verhandlungen weiter gehen. Vor zwei Wochen war der türkische Chefunterhändler Ali Babacan in Brüssel und meinte dazu nicht frei von Ironie: ""Bis Ende Dezember des vergangenen Jahres war die wohl am meisten gestellte Frage, wann die Türkei reif für die EU sein würde. Jetzt muss es wohl eher heißen: wann ist die EU reif für neue Erweiterungen, wann ist sie reif für die Türkei?"" Ganz unrecht hat er damit nicht. Die EU ist von einer gemeinsamen Position beim Thema Türkei-Beitritt meilenweit entfernt. Über die grundsätzliche Frage, ob die Türkei überhaupt in die EU gehört, gehen die Meinungen weit auseinander. Da es auf diese Frage keine Antwort gibt, wird eben weiter verhandelt. Tatsache ist, dass die Türken das EU-Mitglied Zypern anerkennen müssen - die Türkei hatte sich vor Beginn der Beitrittsverhandlungen verpflichtet, ihre Häfen und Flughäfen für Zypern zu öffnen. Genau so wahr ist aber auch, dass Zypern sich verpflichtet hat, über ein Ende des Handelsembargos gegen den türkischen besetzten Norden von Zypern zu verhandeln - und auf der Strecke passiert auch nichts. Die Türken weisen außerdem zu Recht darauf hin, dass es die griechischen Zyprer waren, die 2004 gegen die Wiedervereinigung der Insel gestimmt haben - und nicht die türkischen Zyprer im Norden. ""Die türkischen Zyprer haben immer wieder gezeigt, dass sie bereit sind die Probleme zu lösen - sie haben Ja gesagt zur Wiedervereinigung der Insel - und ironischerweise werden sie bestraft und müssen unter dem Handelsembargo leiden"", argumentiert der türkische Chefunterhändler Babacan in Brüssel. Das Problem bei den Beitrittsverhandlungen der EU mit der Türkei ist, dass die Öffentlichkeit nicht mehr nachvollziehen kann, was passiert. Mit großem Theater werden die Verhandlungen im Dezember auf Eis gelegt, um dann jetzt still und heimlich weiter zu gehen, ohne dass das Zypern-Problem vom Tisch wäre. Die EU muss sich wohl in der Tat fragen, ob sie eine transparente und konsequente Linie verfolgt. "
28.03.2007 18:28 Uhr,Rede vor dem Europaparlament,Merkel drängt zur Eile bei EU-Verfassung,"Die Lösung der EU-Verfassungskrise und die Klimapolitik sind laut Merkel die Schlüsselaufgaben der zweiten Hälfte ihrer Ratspräsidentschaft. Sie werde in den verbleibenden drei Monaten des EU-Vorsitzes alles tun, um die Handlungsfähigkeit der EU zu wahren. Über den Klimaschutz wolle sie unter anderem mit US-Präsident George W. Bush auf dem Gipfeltreffen am 30. April in Washington beraten. Für die Sicherheit der Energieversorgung sei zudem das geplante Partnerschaftsabkommen mit Russland unerlässlich. Hierbei verwies sie auf das Treffen mit dem russischen Präsidenten Wladimir Putin am 18. Mai in der Wolga-Metropole Samara. Merkel sagte, ein Wahlkampf für das Europaparlament im Frühjahr 2009, bei dem die künftige Erweiterung, die Zahl der EU-Kommissare und die Kompetenzen in der Energie- und Rechtspolitik nicht geklärt seien, würde ""die Distanz zwischen den Insitutionen Europas und den Bürgerinnen und Bürgern nur vergrößern"". Auch EU-Kommissionspräsident Jose Manuel Barroso mahnte die Regierungen zum Handeln: ""Die Unfähigkeit, sich auf eine neue institutionelle Grundlage zu einigen, würde eine Spaltung hervorrufen, die unsere gemeinsamen Werte bedroht"", sagte er. Die Ratifizierung der EU-Verfassung durch nur 18 der 27 Staaten werfe ""einen Schatten des Zweifels auf die EU"". Merkel forderte die EU auf, ""offensiv für die eigenen Vorstellungen und Werte zu werben"". Sie wurde von den Franktionsvorsitzenden von Christdemokraten, Sozialdemokraten und Liberalen für den neuen Schwung gelobt, den sie in Berlin der Verfassungsdebatte gegeben habe. Erstmals regte die Bundeskanzlerin eine Bürgerbeteiligung an der Debatte um die EU-Verfassung an. Sie schlug vor, das Europaparlament solle eine ""Anhörung der Zivilgesellschaft"" vornehmen. Ziel sei, ""dass wir ein Stück europäische Öffentlichkeit in unsere Debatten mit einbringen können"". Als möglichen Termin für solch eine Bürgeranhörung nannte sie den Mai. Das wäre einen Monat, bevor Merkel auf dem EU-Gipfel in Brüssel einen Fahrplan für die EU-Verfassung verabschieden will. "
28.03.2007 12:47 Uhr,Wegen Übernahmehürden für E.ON,EU-Kommission verklagt Spanien,"Der Streit um die Übernahme des spanischen Energieversorgers Endesa durch den deutschen E.ON-Konzern kommt vor das höchste europäische Gericht. Die EU-Kommission verklagt die spanische Regierung bereits zum zweiten Mal. Spanien habe bisher keine Schritte unternommen, um Hürden für E.ON abzubauen, so EU-Wettbewerbskommissarin Neelie Kroes. Neben Kroes hat auch Binnenmarktkommissar Charlie McCreevy schon eine Klage vor dem Europäischen Gerichtshof (EuGH) in in Luxemburg eingereicht. Er beklagt, dass Spanien im Fall E.ON eigens die Zuständigkeiten der Regulierungsbehörde CNE ausgeweitet hatte. Die CNE hatte im Juli 2006 zahlreiche Auflagen gegen den Düsseldorfer Konzern verhängt. So sollte sich Endesa nach einer Übernahme durch E.ON unter anderem von einem Atomkraftwerk trennen - dem einzigen, das Endesa komplett gehörte. Auch Kohlekraftwerke, die mit spanischer Kohle betrieben werden, sollten abgegeben werden. Die Kommission bezeichnete diese Auflagen von jeher als ungesetzlich, weil sie aus ihrer Sicht den freien Wettbewerb behindern. Kommissarin Kroes bemängelt zudem eine Ministerentscheidung vom vergangenen November, mit der die Hürden für E.ON zwar teilweise abgebaut, aber nicht vollkommen beseitigt wurden. Der zähe Übernahmekampf um Endesa begann bereits 2005: Die spanische Regierung hatte damals die Übernahme durch die heimische Gas Natural favorisiert, um so einen spanischen Energieriesen zu schmieden. Das Angebot von Gas Natural war aber deutlich niedriger als das von E.ON. Die Düsseldorfer wollen mit der Übernahme an die Weltspitze der Energie- und Gasversorger aufsteigen. In dem noch immer andauernden Übernahmekampf wird Eon derzeit von Enel und Acciona in die Enge getrieben. Der Düsseldorfer Energiekonzern bietet inzwischen 42,3 Milliarden Euro für Endesa, um damit an die Weltspitze der Strom- und Gasversorger aufzusteigen. "
27.03.2007 21:00 Uhr,Das Recht auf Abtreibung in Europa,Abtreibungen längst nicht überall erlaubt,
27.03.2007 16:31 Uhr,EU-Behörde durchsucht 30 Büros und Wohnungen,EU-Beamte unter Korruptionsverdacht,"Die Vorwürfe wiegen schwer: Beamte der EU sollen an einem Korruptionsfall von internationalen Dimensionen beteiligt sein. Fahnder der EU-Betrugsbekämpfungsbehörde Olaf ermitteln wegen Unregelmäßigkeiten bei der Beschaffung von Immobilien für EU-Vertretungen und der dazugehörigen Sicherheitstechnik. Am Vormittag durchsuchten mehr als 150 Polizisten in vier Ländern rund 30 Büros und Gebäude, darunter Räume der EU-Kommission in Brüssel. Nach Angaben der Staatsanwaltschaft wurden zahlreiche Dokumente beschlagnahmt und mehrere Verdächtige vernommen. Auch Festnahmen seien nicht ausgeschlossen. Kommissionssprecher Johannes Laitenberger betonte allerdings, bis zur vollständigen Aufklärung des Verdachts gelte die Unschuldsvermutung für die Betroffenen. Einzelheiten zum Verfahren wollte er nicht nennen. Die Brüsseler Untersuchungsrichterin Berta Bernardo-Mendez ermittelt seit drei Jahren wegen des Verdachts auf Korruption bei Kommissionsbeamten. Dabei geht es zudem um mögliche Verstöße gegen Vorschriften für öffentliche Ausschreibungen, Bildung einer kriminellen Vereinigung, Verletzung des Berufsgeheimnisses und Dokumentenfälschung. In den Betrug sollen neben den Beamten auch die Manager der beauftragten Unternehmen verwickelt sein. "
27.03.2007 15:27 Uhr,Einweihung der Frontex-Zentrale,EU rechnet mit Zunahme illegaler Einwanderung,"Bundesinnenminister Wolfgang Schäuble forderte, die Zusammenarbeit beim Einsatz gegen die illegale Einwanderung weiter zu intensivieren. Die Agentur Frontex habe seit ihrer Gründung im Oktober 2005 bereits ""gezeigt, dass sie die EU-Mitgliedsländer bei dieser Aufgabe wirksam unterstützen kann"". Frontex' neue Zentrale ist einem Hochhaus mit 40 Etagen im Zentrum von Warschau untergebracht, wo die Agentur 3000 Quadratmeter angemietet hat. Zuvor war sie vorübergehend im polnischen Innenministerium untergebracht. Die Zahl der Frontex-Mitarbeiter soll noch in diesem Jahr von 78 auf 140 steigen. Das Jahresbudget liegt bei 22,2 Millionen Euro. "
27.03.2007 14:01 Uhr,EU-Minister beschließen Regeln für Zahlungsverkehr,Bequemer zahlen in Europa,"Die EU-Staaten haben sich auf eine einheitgliche grenzüberschreitende Überweisungen und andere Zahlungen geeinigt. Die Finanzminister der 27 Mitgliedsländer stimmten einstimmig für einen Kompromissvorschlag des deutschen Ressortchefs Peer Steinbrück, der die Sitzung für die deutsche Ratspräsidentschaft leitete. Er sprach von einem ""sensationellen Ergebnis"". Die EU-Kommission geht davon aus, das durch die Vereinheitlichung von Überweisungen, Lastschriftverfahren und Zahlungen per Kredit- oder EC-Karte jährlich zwischen 50 und 100 Milliarden Euro eingespart werden können. Allerdings sorgt der einheitliche Zahlungsverkehr nicht überall für Begeisterung. Experten der Bundesbank gehen davon aus, dass der Aufwand für Banken und Kunden bei der Umstellung etwa so groß sein wird wie bei der Euro-Einführung. In den Banken und Sparkassen stehen Investitionen in Milliardenhöhe an. Privatkunden müssen sich an neue Überweisungsformulare gewöhnen und Aufträge zum Bankeinzug neu erteilen. Viel Arbeit kommt auf Großunternehmen zu, die wie Allianz oder Telekom von Millionen Kundenkonten Rechnungsbeträge einziehen und für die Euro-Lastschrift alle Ermächtigungen dazu erneuern müssen. Doch europaweit tätige Unternehmen haben auch Vorteile: Sie können ihren auf mehrere Länder verteilten Zahlungsverkehr an einem Standort konzentrieren und die Kosten deutlich senken. Die Minister einigten sich zudem auf neue Regeln für die Genehmigung von Bankenfusionen. Klare Kriterien sollen verhindern, dass nationale Notenbanken oder Finanzaufsichtsbehörden Übernahmen durch ausländische Geldhäuser aus protektionistischen Gründen verhindern können. "
