date,topline,headline,content
31.03.2018 23:59 Uhr,Archiv,EU-Nachrichten März 2018,
31.03.2018 17:13 Uhr,Nach Protesten,Iran sperrt Chatdienst Telegram,"Die Messenger-App Telegram war bei den jüngsten Protesten im Iran ein wichtiges Kommunikationsmittel. Nun will die Regierung sie verbieten. Junge Iraner dürfte das kaum von der Nutzung abhalten. Etwa 40 Millionen Menschen im Iran nutzen die Messenger-App Telegram - das entspricht der Hälfte der Bevölkerung. Nun will die Regierung den Dienst im Iran sperren und durch eine eigene App ersetzen. Der Schritt sei ""hinsichtlich der nationalen Sicherheit"" enorm wichtig, da Telegram bei den jüngsten politischen Krisen ""eine destruktive Rolle"" gespielt habe, sagte Alaeddin Borudscherdi, Leiter des Sicherheitsausschusses im Parlament. Gemeint waren die regimekritischen Unruhen um den Jahreswechsel, bei denen sich unter anderem Frauen über die gesetzliche Pflicht zum Tragen eines Schleiers hinwegsetzten. Die vom russischen Entwickler Pawel Durow entwickelte Chat-App hatte den Demonstranten als Kommunikationsmittel gedient, um Videos und Bilder im Iran und ins Ausland zu verbreiten. Daraufhin hatte der islamische Klerus auf die Sperrung der App gedrungen. Die Regierung von Präsident Hassan Rouhani ist zwar gegen ein Verbot der App, da es elementare Bürgerrechte verletze: Es könne ja auch nicht ein Buch verboten werden, nur weil einigen der Inhalt nicht gefalle, sagte Rouhani. Er konnte sich mit dieser Sichtweise jedoch offenkundig nicht gegen das konservative Lager durchsetzen. Das iranische Parlament ist eigenen Angaben zufolge in die Entscheidung nicht einbezogen worden. ""Das Thema wurde im Parlament zwar besprochen, aber es wurde keine Entscheidung getroffen"", sagte der Abgeordnete Dschalil Rahimi Dschahanabadi der Nachrichtenagentur Isna. Nationale Sicherheit könne nicht über eine Verletzung der Kommunikationsfreiheit erreicht werden - eher führe es zu ""sozialen Unsicherheiten"", den Bürgern ihre Freiheit vorzuenthalten. In sozialen Netzwerken kritisieren viele Iraner das Verbot - oder äußern Zweifel an seiner Wirksamkeit. Ein Twitter-Nutzer assoziierte das Verbot mit dem sarkastischen persischen Sprichwort, dass man zu komplizierte mathematische Formeln einfach ausradieren solle. Ein anderer nannte den Beschluss ein ""peinliches Eigentor"" und erinnerte an das Verbot von Satellitenfernsehen mit dem Ergebnis, dass auf fast allen Dächern des Iran nun Satellitenschüsseln installiert seien. Das Verbot von Telegram zu umgehen, dürfte für junge Iraner kein Problem sein: Auch andere verbotene Dienste wie Twitter und Facebook nutzen viele über einen VPN-Client, über den sie eine verschlüsselte Verbindung zum Internet aufbauen können. Auf der iranischen Chat-App Sorusch, die als staatlich gebilligter Telegram-Ersatz dienen soll, haben sich Schätzungen zufolge bislang nur drei Millionen Nutzer angemeldet. "
31.03.2018 14:17 Uhr,EU-Parlament zu Geoblocking,Online-Shopping soll fairer werden,"Viele Klicks, viel Scrollen, und dann klappt der Online-Kauf doch nicht. Schuld ist meist das Geoblocking, mit dem EU-Bürger vom Internet-Shopping im Ausland abgehalten werden. Doch nun soll damit Schluss sein. Ausgerechnet in der digitalen Welt sind die Grenzen der EU-Länder noch immer weitgehend undurchlässig. Doch immerhin arbeitet die EU daran, diese Grenzblockaden abzubauen. Nach der heutigen Entscheidung des EU-Parlaments sollte europaweites Shoppen im Internet deutlich einfacher werden: Die Abgeordneten brachten mit großer Mehrheit eine weitgehende Verbannung des sogenannten Geoblockings im Online-Handel auf den Weg. Bisher bedeutet das Geoblocking eine starke Einschränkung beim Onlineshopping, wo Millionen von EU-Bürgern immer wieder dieselbe Erfahrung machen wie die SPD-Europaabgeordnete Evelyne Gebhard: ""Ich wollte meiner Mutter eine Kaffeemaschine kaufen. Sie lebt in Frankreich und ich war in Frankreich und habe festgestellt, dass die Maschine auf der französischen Seite des Händlers viel teurer war als auf der deutschen Seite"", erzählt sie. Als sie stattdessen auf die deutsche Internetseite gehen wollte, scheiterte Gebhard. ""Es funktionierte nicht. Wir wurden automatisch immer wieder auf die französische Seite umgeleitet."" Und manchmal, so der CDU-Europaabgeordnete Andreas Schwab, blieben solche diskriminierenden Praktiken jahrelang unbemerkt. Als Beispiel nennt er den ""Disneyland-Fall"". Kunden aus unterschiedlichen Ländern seien durch das Tracking ihrer Herkunft zu unterschiedlichen Preisen geführt worden. Keine nationale Behörde und kein Verbraucher habe dies über Monate und Jahre bemerkt, so Schwab. ""Diese Benachteiligung ist künftig nicht mehr zulässig. Es muss ein Preis für alle Europäer in gleicher Weise gebildet werden. Der kann dann hoch oder niedrig sein, aber es kann nicht sein, dass ein Italiener mehr bezahlt als ein Franzose oder ein Spanier."" Eine breite Mehrheit des EU-Parlaments hat jetzt dafür gestimmt, diese Praxis zu beenden. Und damit gilt dann im Online-Handel in ein paar Monaten, was im Ladengeschäft schon längst Recht und Gesetz ist: ""Wenn Sie heute als polnischer Staatsbürger einen deutschen Rewe-Markt gehen, dann darf Sie Rewe auch nicht auf der Grundlage Ihrer Nationalität abweisen"", sagt Schwab. Nun habe man das Prinzip, das auf dem Binnengütermarkt existiere, auch auf dem digitalen Binnenmarkt realisiert. Wie notwendig dieser Schritt ist, hat eine Untersuchung der EU-Kommission vor zwei Jahren ergeben. Damals war das sogenannte Geoblocking, also die unterschiedliche Behandlung bestimmter Kunden auf der Grundlage ihres Wohnortes oder ihrer Nationalität, bei fast zwei Dritteln aller Online-Händler Realität. Künftig dürfen sie Kunden aus der also EU nicht mehr abweisen, müssen aber andersherum auch nicht jede Leistung erbringen. So zum Beispiel, wenn der Versand viel zu teuer wäre, ""oder wenn andere nachvollziehbare Gründe da sind, dass man dann sagen kann: 'Das geht nicht!'"", erläutert die Abgeordnete Gebhardt. Sollten sich Verbraucher diskriminiert fühlen, können sie nun dagegen klagen oder sich zunächst einmal an eine Clearing-Stelle wenden, die - auch das legt die neue EU-Regelung fest - in jedem EU-Land eingerichtet werden muss. Der digitale Binnenmarkt wird also durchlässiger, er wird aber nicht grenzenlos. Bei bezahlten Streamingdiensten wie Sky Go oder Spotify ist das Geoblocking ab Ende März verboten, das kostenlose Streaming etwa aus der ARD-Mediathek orientiert sich aber weiterhin an den nationalen Grenzen der Mitgliedsstaaten um die Urheber-Rechte, die innerhalb der EU noch national geregelt sind, zu schützen. "
31.03.2018 10:53 Uhr,eCall wird Pflicht,Autos rufen selber Hilfe,"Alle in der EU neu zugelassenen Automodelle müssen von nun an eCall haben. Das Notrufsystem wählt bei einem Unfall selbstständig die 112. Die EU hofft auf halbierte Rettungszeiten und bis zu 2500 Tote weniger pro Jahr. Autos die bei einem Unfall selbstständig den Notruf wählen - das ist ab heute in der EU Pflicht. Das Notfallsystem eCall muss in allen neu zugelassenen Modellen eingebaut sein. ""eCall hat das Potenzial, viele Menschenleben zu retten, indem es die Reaktionszeit der Rettungsdienste verkürzt"", erklärte der Vorsitzende des europäischen Herstellerverbands, Erik Jonnaert. Das neue System stellt nach einem Unfall automatisch eine Sprachverbindung zur nächsten Rettungsleitstelle her. Falls die Insassen nicht reagieren, können auf Grundlage von GPS-Daten direkt Rettungsdienste zum Unfallort geschickt werden. Die EU hofft, dass sich die Reaktionszeiten der Rettungskräfte auf dem Land um 50 und in der Stadt um 40 Prozent verringern. Der Berufsverband Rettungsdienste weist darauf hin, dass diese Erwartungen für Deutschland wohl schwer zu erfüllen seien. Im bundesweiten Durchschnitt dauert es laut dem Vorsitzenden Marco König derzeit knapp zehn Minuten, bis nach einem Notruf ein Retter am Unfallort ist. Eine Verringerung um 50 Prozent würde bedeuten, dass es nur noch fünf Minuten wären. Kaum realistisch, meint König. Da spielten ganz andere Faktoren eine Rolle als nur der rasche Anruf bei der Leitstelle, etwa die Logistik der Rettungswagen. In anderen EU-Staaten dauert es dagegen länger, bis Hilfe kommt - laut dem österreichischen Roten Kreuz bis zu 20 Minuten. Experten zufolge sinkt die Überlebenschance bei lebensgefährlich Verletzten pro Minute um zehn Prozent. Die EU-Kommission rechnet vor, dass europaweit mit eCall bis zu 2500 Menschenleben pro Jahr gerettet werden könnten. Das Europaparlament geht von bis zu 1500 aus. Derzeit sterben jährlich etwa 25.000 Menschen auf europäischen Straßen. Das Notrufsystem funktioniert über eine im Auto eingebaute Sim-Karte. Wenn es kracht und etwa der Airbag ausgelöst wird, wird automatisch die europäische Notrufnummer 112 gewählt und die Position des Fahrzeugs an die Rettungsdienste übertragen. Fahrer können den Notruf auch selbst über einen Knopf wählen, wenn sie etwa Zeugen eines Unfalls werden oder eine Herzattacke erleiden. Der Notruf ist kostenlos. Abgesichert ist das System durch einen Notakku, falls die Autobatterie beim Unfall ausfällt. Die Positionsdaten werden erst im Fall eines Unfalls übermittelt. Eine dauerhafte Überwachung soll durch eCall nicht möglich sein. "
31.03.2018 00:58 Uhr,Überraschende Rede in Ohio,Trump will Soldaten aus Syrien abziehen,"US-Präsident Trump überrascht mit einer Ankündigung, die in Syrien stationierten US-Truppen abziehen zu wollen. Sein Außenministerium weiß von nichts. Auch das Pentagon rätselt, was er gemeint haben könnte. US-Präsident Donald Trump hat überraschend ein baldiges Ende des Syrien-Einsatzes seines Landes angekündigt. ""Wir werden sehr bald aus Syrien abziehen"", sagte Trump in einer Rede vor Industriearbeitern im Bundesstaat Ohio. Die US-Soldaten sollten ""zurück in unser Land kommen, wo sie auch hingehören"". Die Aussage steht im Gegensatz zur Ansicht des Verteidigungsministeriums, wie mehrere US-Medien berichteten. Was der Präsident genau mit seiner Ankündigung gemeint habe, sei nicht klar, sagte ein Mitarbeiter des Verteidigungsministeriums dem Sender CNN. Pentagon-Sprecherin Dana White hatte nur wenige Stunden vor Trumps Rede gesagt, in Syrien gebe es noch viel zu tun, um einen dauerhaften Sieg über die Extremisten sicherzustellen. Trump hatte die Abzugs-Ankündigung offenbar nicht mit seiner Regierung abgestimmt. Das Außenministerium in Washington wusste nach eigenen Angaben nichts von einer entsprechenden Entscheidung. Auf die Frage, ob sie über die Pläne im Bilde sei, sagte Ministeriumssprecherin Heather Nauert: ""Bin ich nicht, nein. Nein."" Damit stellt sich Trump gegen viele Mitglieder des Regierungsapparates. Die Nachrichtenagentur Reuters berichtete, dass Trump schon seine Beratern über seinem Wunsch nach einem schnellen Syrien-Abzug unterrichtet hatte. Das erfuhr die Nachrichtenagentur den Angaben zufolge am Freitag von zwei hochrangigen Mitarbeitern. In seiner Rede am Donnerstag in Ohio zog Trump eine verheerende Bilanz der US-Interventionen im Nahen Osten. ""Wir haben sieben Billionen Dollar im Nahen Osten ausgegeben - und was haben wir dafür bekommen? Nichts"", sagte er. Um Syrien sollten sich nun ""andere Leute"" kümmern, so Trump. Wen er damit meint, sagte der US-Präsident aber nicht. Trump rechtfertigte einen Rückzug der US-Truppen auch damit, dass das von der Terrormiliz ""Islamischer Staat"" ausgerufene ""Kalifat"" weitgehend besiegt sei. In seiner Rede sagte er: ""Sehr bald - sehr bald kommen wir raus. Wir werden hundert Prozent des Kalifats haben, wie sie es nennen - manchmal auch bezeichnet als 'Land' - holen alles zurück schnell, schnell."" Das von den USA geführte internationale Anti-IS-Bündnis gab unterdessen bekannt, dass zwei ihrer Soldaten Donnerstagabend bei der Explosion eines Sprengsatzes in der nordsyrischen Stadt Manbidsch getötet worden seien. Dabei handelte es sich um einen Soldaten aus den USA und einen aus Großbritannien. Fünf weitere Soldaten seien verletzt worden. Nach Angaben der Syrischen Beobachtungsstelle für Menschenrechte traf der Sprengsatz einen Konvoi im Zentrum von Manbidsch. Auch vier örtliche Gemeindevertreter seien getötet worden. Manbidsch war von kurdischen Kämpfern mit Unterstützung der US-geführten Koalition vom IS befreit worden. Die an einer Schnittstelle von verschiedenen Einflusszone liegende Stadt könnte sich aber zu einem neuen Konfliktherd entwickeln. Manbidsch liegt 30 Kilometer südlich der türkischen Grenze. Die USA sind dort mit Spezialkräften präsent. Der türkische Präsident Recep Tayyip Erdogan hat mehrfach mit einem Angriff auf die von der Kurdenmiliz YPG kontrollierte Stadt gedroht - dies könnte zu einer direkten Konfrontation zwischen den USA und der Türkei führen. Im Osten Syriens sind mehr als 2000 US-Soldaten im Einsatz, die den Kampf diverser Milizen gegen den IS unterstützen. Neben den USA haben noch Russland und der Iran größere Truppenkontingente in Syrien stationiert. Beide unterstützten allerdings den syrischen Machthaber Baschar al-Assad und sind erklärte politische Gegner der USA. "
29.03.2018 18:48 Uhr,Untersuchungen bei Bavaria Film,Keine Belege für Übergriffe durch Wedel,"Interne Untersuchungen brachten keine Beweise für sexuelle Übergriffe - wohl aber hat die Produktionsfirma Bavaria Film ""Verhaltensweisen"" Dieter Wedels festgestellt, die heute untragbar wären. Drei Serien hat der mit Missbrauchsvorwürfen konfrontierte Regisseur Dieter Wedel mit der Bavaria Film produziert: ""Der König von St. Pauli"", ""Die Affäre Semmeling"" und ""Gier"". Zumindest während dieser Produktionen könnten ""die in der Presse erhobenen Anschuldigungen des sexuellen Missbrauchs"" jedoch nicht belegt werden, teilte die Münchner Produktionsfirma nun mit. Zu diesem Schluss kam ein internes Untersuchungsteam unter der Leitung der Compliance-Beauftragten und Ombudsfrau der Bavaria Film. Völlig entkräftet sind die Vorwürfe der Grenzüberschreitungen gegen den Starregisseur damit jedoch nicht: Die Firma spricht davon, dass ""Verhaltensweisen von Dieter Wedel gegenüber Mitarbeitenden nach dem heute gültigen Verhaltenskodex der Bavaria Film Gruppe nicht tolerabel gewesen wären"". Welches Verhalten damit gemeint ist, erläuterte die Bavaria Film nicht. Wedel hatte Vorwürfe sexueller Übergriffe bis hin zur Vergewaltigung stets abgestritten, die Schauspielerinnen in der Wochenzeitung ""Die Zeit"" Anfang Januar gegen ihn erhoben hatten. In einem Dossier schilderten mehrere Frauen Erlebnisse, in denen der heute 75-Jährige während der Dreharbeiten seine Macht missbraucht und sie genötigt habe. Grundlage der Berichterstattung waren Akten aus dem Archiv des Saarländischen Rundfunks, die belegen, dass schon in den Achtzigerjahren entsprechende Vorwürfe gegen Wedel im Raum standen und sowohl der Produktionsfirma als auch dem Sender bekannt waren. Der SR lässt den Sachverhalt derzeit untersuchen. Auch andere öffentlich-rechtliche und private Fernsehsender hatten mit Untersuchungen auf die Vorwürfe reagiert. Das ZDF erklärte bereits im Februar, eine Schauspielerin habe sich nach dem Erscheinen des ""Zeit""-Berichts an den Sender gewandt, wolle jedoch anonym bleiben. Mitarbeitergespräche und eine Prüfung des Archivs hätten aber keine Hinweise auf sexuelle Übergriffe durch Wedel bei ZDF-Produktionen zutage gebracht. "
29.03.2018 16:01 Uhr,Landwirtschaft,40.000.000 Küken getötet,"Keine Eier und zu wenig Fleisch - deshalb werden noch immer männliche Küken massenhaft getötet. Allen Verbotsankündigungen zum Trotz: Mehr als 40 Millionen frisch geschlüpfte Jungtiere starben 2017. Eigentlich sollte das längst verboten sein: Aus ökonomischen Gründen werden in Deutschland jedes Jahr zig Millionen männliche Küken geschreddert oder erstickt. Im Jahr 2017 lag die Zahl der direkt nach dem Schlüpfen getöteten Jungtiere bei mehr als 40 Millionen. Das geht aus der Antwort der Bundesregierung auf eine Anfrage der Grünen hervor. Amtliche Angaben dazu gibt es zwar nicht, aber die Zahl lässt sich aus der Menge geschlüpfter weiblicher Küken ableiten. Die lag 2017 in größeren Brütereien bei 45.739.700 und damit bei rund 1,6 Millionen mehr als im Vorjahr. Männliche Küken, die keine Eier legen und sich auch nicht zur Fleischproduktion eignen, werden in der Regel getötet. Methoden, das Geschlecht schon früh im Ei zu ermitteln und das Töten geschlüpfter Küken damit zu verhindern, sind schon länger in der Entwicklung. Im Januar hatte der Zentralverband der Geflügelwirtschaft (ZDG) angekündigt, dass bis Ende 2019 die ersten Maschinen im Einsatz sein würden. Während Union und SPD die industrielle Landwirtschaft mit Milliarden jedes Jahr förderten, habe die Forschung nach Alternativen ""eher Alibifunktion"", kritisierte der Grünen-Fraktionsvize Oliver Krischer. Er habe den Eindruck, die große Koalition wolle an der Praxis gar nichts ändern. Die Bundesregierung verweist jedoch darauf, dass sie die Entwicklung von Methoden zur frühen Geschlechtsbestimmung fördert. Die Forschung wird vom Bund mit insgesamt knapp 4,9 Millionen Euro gefördert. Auch Projekte zu sogenannten Zweinutzungshühnern - Rassen, deren weibliche Tiere als Legehennen und männliche als Masthähnchen verwendet werden - unterstützt der Bund mit 1,8 Millionen Euro. Der damalige Bundeslandwirtschaftsminister Christian Schmidt hatte bereits vor Jahren angekündigt, dass ab 2017 Küken nicht mehr geschreddert werden sollten. Auch im jüngsten Koalitionsvertrag von Union und SPD heißt es, der Tierschutz in der Landwirtschaft solle verbessert - und das Kükenschreddern spätestens bis zum Herbst 2019 verboten werden. Die neue Bundeslandwirtschaftsministerin Julia Klöckner zeigte sich zuversichtlich, dass dieses Vorhaben umgesetzt wird. Das Töten der männlichen Eintagsküken stehe zu Recht in der Kritik, sagte die CDU-Politikerin. Diese Haltung hatte schon ihr Vorgänger Schmidt vertreten. Initiativen wie ""Bruderhahn"" und ""Bruderküken"" werben für einen etwas höheren Eierpreis, der die Aufzucht der Hähnchen mitfinanzieren könnte. mit Informationen von Birgit Schmeitzner, ARD-Hauptstadtstudio "
29.03.2018 13:39 Uhr,Hartz-IV-Debatte,Mehr als nur das Grundeinkommen,"Geht es nach dem Willen mehrerer Politiker, soll Hartz IV reformiert werden - und das möglichst rasch. In der Debatte gehen allerdings einige Begriffe durcheinander - ein Überblick. Solidarisches Grundeinkommen, ""sozialer Arbeitsmarkt"", bedingungsloses Einkommen: Bei der Debatte über Hartz IV wird über verschiedene Modelle gesprochen. Allen ist gemeinsam: Sie werden durch Steuergelder finanziert - und sollen im besten Fall keine reguläre Arbeitsplätze verdrängen. Das von Berlins Regierendem Bürgermeister Michael Müller (SPD) vorgelegte Modell sieht die Zahlung eines Grundeinkommens vor. Das ist aber an Bedingungen geknüpft. Langzeitarbeitslose übernehmen dabei Arbeiten, die die Kommunen regulär kaum finanzieren könnten. Müller denkt etwa an Sperrmüllbeseitigung, das Säubern von Parks, Bepflanzen von Grünstreifen, Begleit- und Einkaufsdienste, Babysitting für Alleinerziehende oder ehrenamtliche Tätigkeiten in der Flüchtlingshilfe. Die Tätigkeiten sollen nach Mindestlohn bezahlt werden. Auf Druck der SPD ist im Koalitionsvertrag mit der Union ein ""sozialer Arbeitsmarkt"" vorgesehen. Dafür soll über vier Jahre jährlich eine Milliarde Euro aufgewendet werden, um etwa 150.000 Langzeitarbeitslose in sozialversicherungspflichtige Jobs zu bringen. Die Details muss Arbeitsminister Hubertus Heil allerdings noch ausarbeiten. Ihm schweben Lohnkostenzuschüsse vor, die sich über fünf Jahre verringern: ""Langzeitarbeitslose können dann mit Lohnkostenzuschüssen in der freien Wirtschaft, bei Wohlfahrtsverbänden oder gemeinnützig für Kommunen arbeiten."" Geringverdiener können ihr Einkommen mit Hartz-IV-Leistungen aufstocken. Etwas mehr als eine Million Menschen hat in den vergangenen Jahren parallel zu der staatlichen Unterstützung Geld verdient. Ein ähnliches Ziel haben Ein-Euro-Jobs: Ein-Euro-Jobber erhalten vom Jobcenter einen Zuschuss zum Arbeitslosengeld. Dem Träger werden die Kosten erstattet. Arbeitslosengeld-II-Empfängern soll so der Wiedereinstieg ins Berufsleben erleichtert werden. Wenig - denn das Konzept eines bedingungslosen Grundeinkommens sieht Geld vor, ohne dass eine Gegenleistung verlangt wird. Damit soll das Existenzminimum abgesichert werden. Ein etwaiges Arbeitseinkommen kommt noch hinzu. Das durch den Unternehmer Götz Werner bekannt gewordene bedingungslose Grundeinkommen betrachtet Werner als ""eine Art Vorschuss, der notwendig ist, um überhaupt Leistung erbringen zu können"". Erst wenn die Grundbedürfnisse befriedigt sind, könnten Menschen ihre Talente entwickeln. Teile der Linkspartei befürworten das Modell, wie es in Finnland bereits erprobt wurde. "
28.03.2018 22:12 Uhr,Spanien,Begleiter Puigdemonts festgenommen,"Drei Tage nach der Festnahme Puigdemonts sind drei Begleiter des katalanischen Ex-Regionalpräsidenten in Spanien festgenommen worden. Ex-Ministerin Ponsatí stellte sich derweil der Polizei. Zwei katalanische Beamte, die den in Deutschland inhaftierten Ex-Regionalpräsidenten Carles Puigdemont bei seiner Rückfahrt von Finnland Richtung Belgien begleitet hatten, sind festgenommen worden. Einer der beiden sei aus Brüssel kommend am Flughafen Barcelona inhaftiert worden, der andere ebenfalls in der katalanischen Metropole in der Nähe seines Hauses, berichtete die Zeitung ""El País"" unter Berufung auf Polizeiquellen. Die beiden Männer arbeiten als Sicherheitskräfte der katalanischen Polizei ""Mossos d'Esquadra"" und waren bei der Festnahme Puigdemonts am Sonntag in Schleswig-Holstein zusammen mit ihm im Auto unterwegs. Am Dienstag hatte die spanische Nationalpolizei Anzeige gegen sie erstattet. Ihnen werde ""Begünstigung"" vorgeworfen, hieß es. Es müsse geprüft werden, ob die Beamten versucht hätten, Puigdemont zur Flucht zu verhelfen. Die Polizisten hatten Puigdemont begleitet, als dieser versuchte, von Finnland - wo er Parlamentarier getroffen und einen Vortrag gehalten hatte - über Schweden, Dänemark und Deutschland wieder in sein belgisches Exil zu gelangen. Zu dieser Zeit galt aber schon der Europäische Haftbefehl, den das Oberste Gericht in Madrid Ende vergangener Woche angeordnet hatte. Am Abend nahm die spanische Polizei einen weiteren Begleiter Puigdemonts fest, der zusammen mit dem Politiker unterwegs war, als dieser am Sonntag in Deutschland festgenommen wurde. Es handelt sich um einen Historiker und Universitätsprofessor, der mit Puigdemont befreundet ist, wie die Zeitung ""El País"" berichtet. Nach der Festnahme Puigdemonts in Deutschland stellte sich nun die von Madrid abgesetzte katalanische Bildungsministerin Clara Ponsatí der Polizei in Schottland. Die 61-Jährige wurde - wie Puigdemont - mit Europäischem Haftbefehl gesucht. Ihr werden im Zusammenhang mit dem katalanischen Unabhängigkeitsreferendum Rebellion und Veruntreuung öffentlicher Mittel vorgeworfen. Sie weise die Vorwürfe aber weiter zurück, berichtete die englische Nachrichtenagentur PA. Ponsatí wurde auf Kaution freigelassen, musste aber ihren Pass abgeben, so dass sie das Land nicht verlassen kann. Am 12. April soll sie erneut vor Gericht erscheinen. In Katalonien ist auch drei Monate nach Neuwahlen kein Ende der politischen Blockade in Sicht. Die Separatisten im Regionalparlament forderten erneut, der in Deutschland inhaftierte Puigdemont solle wieder Regierungschef in Barcelona werden. In einer symbolischen Abstimmung sprachen Abgeordnete der Parteien JxC, ERC und CUP dem 55-Jährigen das Recht zu, wieder an die Spitze der Regionalregierung gewählt zu werden. Die separatistischen Abgeordneten forderten auch die Freilassung inhaftierter Parteifreunde. Insgesamt wirft die spanische Justiz rund 25 führenden Separatisten Verfassungsbruch und Rebellion vor. Puigdemont wird zudem die Veruntreuung staatlicher Gelder zur Last gelegt. Er wartet im Gefängnis in Neumünster auf eine Entscheidung der deutschen Justiz über ein spanisches Auslieferungsbegehren. Ihm drohen bei eine Verurteilung bis zu 25 Jahre Haft. Puigdemont wird die Ostertage in der Justizvollzugsanstalt Neumünster verbringen. Schleswig-Holsteins Generalstaatsanwaltschaft wird vorher keinen Antrag auf Auslieferungshaft beim Oberlandesgericht stellen, sagte eine Sprecherin der Deutschen Presse-Agentur. Die Prüfung der Unterlagen sei sehr komplex. Unterdessen forderte der Europaabgeordnete Bernd Lucke nach einem Gefängnisbesuch bei Puigdemont, den katalanischen Separatistenführer bis zu einer Entscheidung über eine Auslieferung in Deutschland auf freien Fuß zu setzen. ""Ich habe Herrn Puigdemont vorgeschlagen - und er hat sich sofort dazu bereit erklärt -, dass er sein Ehrenwort geben solle, Deutschland nicht zu verlassen, solange die deutsche Justiz über dieses Auslieferungsersuchen urteilt"", sagte Lucke nach einem rund anderthalbstündigen Gespräch mit dem Politiker in der Justizvollzugsanstalt Neumünster. Puigdemont solle von der spanischen Regierung aus politischen Gründen verhaftet werden, kritisierte der ehemalige AfD-Chef. Er empfinde es als beschämend, dass Puigdemont ""in einer Zelle sitzt wie ein gewöhnlicher Krimineller"". Puigdemont sehe sich als Repräsentanten der Katalanen. Und er wolle das Anliegen seines Volkes mit Würde und Verantwortung vertreten. ""Eine Flucht käme für ihn überhaupt nicht in Frage"", sagte Lucke. Puigdemont vertraue darauf, dass die deutsche Justiz ein faires Urteil fällen werde. Der 55-Jährige habe betont, ""dass er nicht nachgeben möchte in seinem Kampf für die Rechte der Katalanen"". "
28.03.2018 12:54 Uhr,"""Jahrbuch Sucht""",Alkohol bleibt Gesellschaftsdroge,"Die Deutschen trinken gern und zu viel, warnt die Hauptstelle für Suchtfragen. Denn Alkohol wird in der Gesellschaft kaum als Gefahr gesehen. Die Suchtexperten fordern höhere Preise. Eine gut gefüllte Badewanne voll mit alkoholischen Getränken - so viel trinkt jeder Deutsche im Durchschnitt pro Jahr. Zu diesem Ergebnis kommt die Hauptstelle für Suchtfragen (DHS) in ihrem aktuellen ""Jahrbuch Sucht"" und warnt: Das ist viel zu viel. Die Zahlen des Bilanzberichts beziehen sich beim Punkt Alkohol auf das Konsumverhalten im Jahr 2016: Durchschnittlich 133,8 Liter an Getränken mit Alkohol kommen in diesem Jahr durchschnittlich auf jeden Deutschen. Im Vergleich zum Vorjahr ist das zwar ein leichter Rückgang im 1,25 Prozent - doch damit sinke der Verbrauch lediglich von einem ""extrem hohen"" auf ein ""sehr hohes"" Maß, heißt im Bericht der DHS. Immerhin trinke damit jeder Bundesbürger, der älter als 15 Jahre ist, im Durchschnitt 10,7 Liter Reinalkohol. Der anhaltend hohe Konsum bleibt nicht ohne Folgen, wie die DHS weiter in ihrem Jahrbuch aufzeigt: Pro Jahr sterben demnach bundesweit im Durchschnitt 74.000 Menschen an den Folgen des Alkohols oder an der Kombination zwischen Alkohol und Tabak. Fast 1,8 Millionen Deutsche seien alkoholabhängig und knapp 3,4 Millionen litten an einer Störung, die durch den Alkoholkonsum mit hervorgerufen wird. Mehr als 200 Krankheiten werden laut DHS durch zu viel Alkohol mit verursacht, darunter Herz-Kreislauf-Erkrankungen, zudem steigt das Risiko einer Krebserkrankung. Der Grund für den anhaltend hohen Alkoholkonsum sieht die DHS in der Gesellschaft: Alkohol würde als Suchtmittel gesellschaftlich akzeptiert, die Risiken würden häufig verdrängt. Darum fordert das Institut höhere Preise für alkoholische Getränke und Einschränkungen in der Werbung. Immerhin investierten Unternehmen 2016 rund 557 Millionen Euro für Reklame im TV, auf Plakaten oder in Anzeigen, die alkoholische Produkte bewarben. Auch die Drogenbeauftragte der Bundesregierung, Marlene Mortler, schließt sich der Forderung an, mehr gegen die ""Omnipräsenz"" von Alkohol zu tun, wie die CSU-Politikerin es gegenüber der ""Passauer Neuen Presse"" formulierte. Das permanente Angebot von Alkohol, ob an der Tankstelle, bei Feiern oder auf Werbeplakaten, suggeriere: ""Wer mittrinkt, ist mit dabei."" Im Gegensatz zum Alkohol geht der Verbrauch von Zigarren und Zigarillos unter den Deutschen stärker zurück - im vergangenen Jahr sank er laut DHS um sieben Prozent. Allerdings griffen dafür mehr Menschen zum Pfeifentabak: Dessen Kosmum steigt um mehr als 25 Prozent an, auf 3245 Tonnen in 2017. "
