date,topline,headline,content
26.04.2006 14:14 Uhr,Zwischenbilanz im Untersuchungsausschuss,EU-Parlament sieht illegale CIA-Flüge als erwiesen an,"Von Michael Becker, MDR-Hörfunkstudio Brüssel Seit vier Monaten ist der CIA-Untersuchungsausschuss des Europa-Parlaments damit beschäftigt, Akten zu sichten und Zeugen zu befragen. Es geht um die Frage, ob und in welchem Umfang der amerikanische Geheimdienst Terrorverdächtige aus Europa verschleppt und in andere Länder ausgeflogen hat und ob es geheime CIA-Gefängnisse in Europa gibt, wo Menschen festgehalten und verhört oder gar gefoltert werden. ""Wenn wir alle Zeugenaussagen zusammenfassen, dann können wir festhalten, dass es sich nicht um einzelne Episoden handelt, sondern um eine weit verbreitete Praxis - ich glaube man kann nur zu dieser Schlussfolgerung kommen"", sagte Fava. Verschiedene Fälle hatten in den vergangenen Monaten für Aufsehen und Empörung quer durch Europa gesorgt: In Italien war der Imam von Mailand, Abu Omar, im Februar 2003 von der CIA nach Ägypten entführt worden, um dort verhört und gefoltert zu werden. Abu Omar soll über den deutschen US-Militärstützpunkt in Ramstein nach Ägypten ausgeflogen worden sein. Der ehemalige britische Botschafter in Usbekistan, Craig Murray, hatte vor dem Ausschuss ausgesagt, dass die CIA Terrorverdächtige aus Afghanistan nach Usbekistan ausgeflogen habe. Dort seien sie vom usbekischen Geheimdienst verhört und gefoltert worden. Die Informationen seien dann an die CIA und den britischen Geheimdienst weitergegeben worden. Auch der deutsche Geheimdienst habe Informationen bekommen, hatte Murray gesagt. ""Es ist schwer zu glauben, dass die Behörden und Regierungen der Länder, über die die meisten Aussagen vorliegen, nicht Bescheid gewusst haben"", meinte der Europa-Parlamentarier Fava abschließend. In den kommenden Monaten will sich der CIA-Untersuchungsausschuss des Europa-Parlaments mit einer anderen Frage beschäftigen: Gab oder gibt es auch in Europa geheime CIA-Gefängnisse, wo Terrorverdächtige verhört werden? ""Wenn wir uns die Anzahl der CIA-Flüge ansehen"", so der Abgeordnete Fava, ""könnte man den Schluss daraus ziehen, dass es auch darum ging, Menschen in Gefängnisse in Europa zu bringen."" "
26.04.2006 12:13 Uhr,Zwischenbilanz im Untersuchungsausschuss,EU-Parlament sieht illegale CIA-Flüge als erwiesen an,"Der CIA-Untersuchungsausschuss des Europäischen Parlaments sieht rechtswidrige Gefangenenflüge des US-Geheimdienstes in Europa als erwiesen an. Die CIA sei ""eindeutig verantwortlich für die Entführung (...) und illegale Gefangennahme mutmaßlicher Terroristen auf dem Grundgebiet der EU-Mitgliedstaaten"", stellten die Abgeordneten in Brüssel fest. Der Berichtsentwurf, an dem noch kleinere Änderungen möglich sind, wurde von Abgeordneten der beiden größten Parlamentsfraktionen, Giovanni Fava von den Sozialisten und Claudio Coelho von den Konservativen, vorgelegt. "
25.04.2006 20:09 Uhr,Entscheidung der EU-Kommission in Brüssel,EU gibt E.ON grünes Licht für Endesa-Übernahme,"Die EU-Kommission hat grünes Licht für die Übernahme des spanischen Energieversorgers Endesa durch den E.ON-Konzern gegeben. Das teilte die Brüsseler Behörde mit. E.ON will mit der Übernahme zum weltweit führenden Stromkonzern aufsteigen. Von Michael Becker, MDR-Hörfunkstudio Brüssel Der eigentliche Feind bei der Übernahmeschlacht um Endesa sitzt für E.ON nämlich nicht in Brüssel - sondern in Spanien: es ist die spanische Regierung. Sie ist gegen die Übernahme von Endesa durch E.ON und setzt alles daran, sie zu verhindern. Die Strategie sieht so aus: Endesa soll nicht von E.ON übernommen werden, sondern von einem anderen spanischen Energieversorger - nämlich von Gas Natural. Die Regierung Zapatero unterstützt deshalb das Angebot von Gas Natural, obwohl es deutlich geringer ist als das Konkurrenzangebot von E.ON: Gas Natural hat gut 22 Milliarden Euro für Endesa geboten - E.ON dagegen will 29 Milliarden zahlen. Die spanische Regierung hatte außerdem per Gesetz festgelegt, dass die Übernahme blockiert werden kann, wenn dadurch die strategischen Interessen des Landes gefährdet werden. Endesa selbst wehrt sich gegen die Einflussnahme der Regierung - und zwar mit Erfolg. In der vergangenen Woche hatte der spanische Oberste Gerichtshof dem Treiben der spanischen Regierung einen Riegel vorgeschoben. Die Entscheidung der EU-Kommission in Brüssel ist nun die zweite Schlappe für die spanische Regierung. Brüssel kann die Übernahme von Endesa durch E.ON zwar nicht erzwingen - aber die Entscheidung ist doch ein klares Signal gegen die Abwehrbemühungen der spanischen Regierung. In Kreisen der EU-Kommission heißt es außerdem, dass die EU-Kommission noch einen drauf setzen will. Angeblich will sie ein Verfahren gegen die spanische Regierung einleiten. Der Grund: Das Gesetz zum Schutz von Endesa verstoße gegen EU-Recht. Die Entscheidung soll in der kommenden Woche bekannt gegeben werden, heißt es. Brüssel bleibt damit weiter auf Konfrontationskurs in der Energiepolitik. Ziel ist, die EU-Länder zur Öffnung ihrer Energiemärkte zu zwingen und mehr Wettbewerb zuzulassen. Anfang des Monats hatte die EU-Kommission deshalb bereits gegen 17 EU-Länder Verfahren eingeleitet - auch gegen Deutschland. Der gemeinsame Binnenmarkt für Energie sei entscheidend für niedrigere Energiepreise, heißt es in Brüssel. "
25.04.2006 15:48 Uhr,Entscheidung der EU-Kommission in Brüssel,EU gibt E.ON grünes Licht für Endesa-Übernahme,"Die EU-Kommission teilte in Brüssel mit, sie habe die Genehmigung erteilt. Der Wettbewerb werde durch die Übernahme nicht beeinträchtigt. Sie werde allerdings die Entwicklung auf den deutschen und spanischen Gas- und Strommärkten weiter im Auge behalten. E.ON hat 29 Milliarden Euro für den spanischen Versorger geboten und will mit Endesa an die Weltspitze der Strom- und Gasversorger rücken. Ein Erfolg des E.ON-Angebots ist mit der EU-Entscheidung aber noch nicht gesichert. Denn neben E.ON wirbt auch die spanische Gas Natural um eine Übernahme von Endesa. Das spanische Unternehmen wird dabei von der Regierung in Madrid unterstützt. "
25.04.2006 15:23 Uhr,Handelsbeziehungen EU-Indien,Das späte Erwachen der Europäer,"Trotz seines rasanten Wirtschaftswachstums nimmt Indien keinen Spitzenplatz in der europäischen Handelsbilanz ein. Inzwischen erkennt man in der EU an, den Boom auf dem Subkontinent zu spät erkannt zu haben. Jetzt wollen die Europäer aufholen, und indische Unternehmen gehen auf Einkaufstour in Europa. Von Priya Palsule-Desai, tagesschau.de Die EU ist Indiens wichtigster Handelspartner. Fast ein Viertel der indischen Handelsbilanz entfällt auf die Europäer. Bei der EU rangiert der Subkontinent dagegen nur auf Platz zwölf. Weit abgeschlagen, wenn man auf den direkten Konkurrenten China schaut, der an Platz zwei steht. Erst zu Beginn der 1990er-Jahre hat Indien seinen bis dahin abgeschotteten Markt für ausländisches Kapital geöffnet. War der Subkontinent zu Beginn wegen geringerer Lohnkosten ein neuer Outsourcing-Standort für die weltweite IT-Branche, ist das Land nun auf Grund der Englisch sprechenden Fachkräfte in vielen Bereichen auch für die verarbeitende Industrie attraktiv geworden. Bei einer Bevölkerung von über einer Milliarde Menschen und einer wachsenden wohlhabenden Mittelschicht steigen zudem Konsumbedürfnisse und -ausgaben. Dem Subkontinent wird vorausgesagt, in den nächsten zehn Jahren zum fünftgrößten Absatzmarkt für Automobile aufzusteigen. Das wollen auch europäische Firmen für ihre Produkte nutzen. Vorerst aber hat die Konkurrenz die Nase vorn. Der japanische Autohersteller Suzuki mit seiner Tochterfirma Maruti ist Marktführer. ""Indien war lange Zeit ein 'weißer Fleck' auf der Landkarte. Manch deutscher Automobilbauer beispielsweise hat einfach verschlafen, in Indien Fuß zu fassen“, sagt Edathy. Aus seiner Sicht ist es spät, aber noch nicht zu spät für die Europäer. Auch Bundeskanzlerin Angela Merkel sagte bei der Eröffnung der Hannover Messe, dass die strategische Bedeutung des Gastlandes Indiens vielleicht nicht erkannt worden sei. Zu lange hat der europäische Markt sich auf China fokussiert. Doch Indien wird mit rund acht Prozent Wirtschaftswachstum pro Jahr zunehmend eine wichtige Rolle in der Weltwirtschaft spielen. Seitdem Indien die Devisenbestimmungen für Unternehmen gelockert hat, ist auch in Europa ein Investitionsboom zu spüren. Aktuell macht der indische Stahlmagnat Lakshmi Mittal Schlagzeilen mit einem 20 Milliarden-Euro-Angebot für die luxemburgische Stahlgruppe Arcelor. Zwar wehren sich die Luxemburger noch gegen die feindliche Übernahme, doch zeigt dieses Beispiel, dass sich das einstige Entwicklungsland zu einem ""Global Player“ entwickelt hat. Im vergangenen Jahr haben indische Unternehmen allein in Europa 192 Übernahmen getätigt. Die Käufe reichen von der Pharmabranche bis hin zu Akquisitionen im Bereich der Windenergie. So hat der führende indische Windturbinenhersteller Suzlon Energy Ltd. erst kürzlich mit dem Kauf der belgischen Hansen Transmission die zweitgrößte indische Auslandsinvestition getätigt. Die Motive der Investitionen sind branchenspezifisch. Während die indische Pharmabranche sich der Globalisierung stellt, um im eigenen Markt konkurrenzfähig zu bleiben, sind beim Windturbinenhersteller Suzlon andere Gründe für die Expansion in Europa Ausschlag gebend. Vor der Übernahme des belgischen Unternehmens haben die Inder auch die Rostocker Suzlon Energy GmbH gegründet. Ihr Geschäftsführer Wolfgang Conrad, der das Unternehmen in den 1990er-Jahren in Rostock angesiedelt hat, begründet den Einstieg der Suzlon Ltd mit dem Expertenwissen der Deutschen auf dem Gebiet der Windenergie: ""Den indischen Kollegen fehlt bisher die langjährige Erfahrung in der Entwicklung der Windtechnologie, die in Deutschland durch die frühe Förderung vorhanden ist.“ Auf Grund der wachsenden Wirtschaft gilt Indien neben China als das Land mit dem am schnellsten steigenden Energieverbrauch. Doch erst zehn Prozent des Windenergiepotenzials Indiens werden genutzt. Mit dem Wissen europäischer Experten will das Unternehmen auf dem heimischen Markt expandieren. Weitere Unternehmenskäufe in Europa sind daher auch zukünftig von der Suzlon Energy Ltd zu erwarten, wie Conrad bestätigt. Und die ""Shopping-Tour“, die so mancher Europäer verwundert wahrnimmt, wird auch in anderen Branchen anhalten. Sebastian Edathy ist davon überzeugt. „Das Indienbild in Deutschland ist nicht aktuell, daher ist man hier häufig über die neuen Entwicklungen überrascht. Der Stahlunternehmer Mittal beispielsweise ist eben ein Wirtschaftsmanager und kein indischer Schlangenbeschwörer. Das kann hier natürlich zu einem Realitätsschock führen, der vielleicht ganz gut ist.“ "
12.04.2006 17:11 Uhr,EU droht mit rechtlichen Schritten,Bundesregierung verschleppt Nichtraucherschutz,"Er forderte Berlin auf, endlich das europäische Werbe- und Sponsorenverbot für Tabak in nationales Recht umzusetzen. Deutschland hat die dafür gesetzte Frist Anfang April verstreichen lassen. ""Ich bin entschlossen, den Fall unverzüglich vor den (Europäischen) Gerichtshof zu bringen"", sagte Kyprianou. Deutschland und Luxemburg sind nach Angaben des EU-Kommissars die einzigen EU-Staaten, die das Tabakwerbeverbot noch nicht gesetzlich geregelt haben. Die Bundesregierung wies die Vorwürfe zurück. ""Es geht nicht darum, den Nichtraucherschutz verhindern zu wollen"", sagte eine Sprecherin. Die EU solle aber nicht vorschreiben, welche Werbung in Deutschland gedruckt werde und welche nicht. Die Grünen warnten bereits Ende März vor Strafzahlungen bei einer weiteren Verzögerung der Umsetzung des europäischen Tabakwerbeverbots. ""Statt einen gesundheitspolitisch sinnvollen Baustein zum Nichtraucherschutz anzugehen, setzt Angela Merkel lieber Steuergelder aufs Spiel"", sagte die Grünen-Gesundheitsexpertin Birgitt Bender. Das Werbeverbot muss seit vergangenem August überall in der EU in Kraft sein. Die Richtlinie verbietet grenzüberschreitend Werbung für Zigaretten und andere Tabakprodukte in Printmedien, im Radio und im Internet. Sie untersagt zudem Sponsoring internationaler Veranstaltungen durch Zigarettenhersteller. Tabakwerbung im Fernsehen ist seit Anfang der 90er Jahre verboten. An den Folgen des Tabakkonsums sterben in der EU jährlich 650.000 Menschen. ""Weil das Kosten von bis zu 100 Milliarden Euro verursacht, ist Nichtraucherschutz auch eine gute Investition"", sagte der Gesundheitskommissar. "
10.04.2006 20:21 Uhr,Außenminister beschließen Sanktionen,EU setzt Zahlungen an Palästinenser vorerst aus,"In einem Monat könnte die Entscheidung der EU-Außenminister aber bereits wieder gekippt werden, falls die Regierung der radikal-islamischen Hamas ihre Politik erkennbar ändere, hieß es nach den Ministerberatungen in Luxemburg. Von dem Zahlungsstopp sind zunächst nur Gelder betroffen, von denen etwa Gehälter gezahlt oder die direkt oder indirekt der Palästinenser-Regierung zur Verfügung gestellt werden. Die EU war bislang der größte Geldgeber der Palästinenser. Sie reagiert mit der Aussetzung der Zahlungen darauf, dass die Hamas seit ihrer Regierungsübernahme keine deutlichen Zeichen für einen Gewaltverzicht und eine Anerkennung Israels gesetzt habe. Die Hamas hat sich der Zerstörung Israels verschrieben. Die Palästinenserregierung nannte die Entscheidung ""unangemessen und unfair"" und sprach von einer ""Kollektivstrafe"" für die Palästinenser. Der palästinensische Außenminister Mahmud Sahar sagte in Gaza, die Entscheidung der EU-Außenminister werde ""niemals einem Ausgleich und einer Beruhigung in der Region dienen"". Der Beschluss stehe ""im Einklang mit dem Druck, den Israel auf das palästinensische Volk ausübt"". Kabinettssprecher Ghasi Hamad sprach von einer ""ungerechten und völlig falschen Entscheidung"". Es ist nun zu befürchten, dass die Hamas-Regierung von anderer Seite finanziell unterstützt wird. Sollte Iran beispielsweise in die Bresche springen, kann eine Eskalation des israelisch-palästinensischen Konflikt nicht ausgeschlossen werden. Bundesaußenminister Frank-Walter Steinmeier verteidigte trotzdem den EU-Beschluss als ""richtig und weiterführend"", auch um die Gefahr wissend, dass andere Geldgeber wie Iran einspringen könnten. Steinmeier betonte, der Beschluss der Minister bedeute keine grundsätzliche Abkehr von der palästinensischen Autonomiebehörde. Trotzdem verschärfen sich die Töne. Israel bezeichnete die von der Hamas angeführte Palästinenser-Regierung als ""feindliches Gebilde"" und beendete die Kooperation in Sicherheitsangelegenheiten. So verwehrte Israel mehreren hochrangigen palästinensischen Sicherheitsbeamten Reisen zwischen dem Westjordanland und dem Gaza-Streifen. Ein Hamas-Sprecher sprach angesichts der jüngsten Schritte Israels von einer ""Kriegserklärung"". Auch Präsident Mahmud Abbas verurteilte die Entscheidung der Israelis, die Zusammenarbeit mit den Palästinensern in Sicherheitsfragen zu beenden. "
10.04.2006 15:20 Uhr,EU berät über Sanktionen,Weitere Hilfe für palästinensische Zivilbevölkerung,"Die Europäische Union sucht nach dem Stopp ihrer Zahlungen an die neue Palästinenserregierung nach Wegen zur Fortsetzung der Hilfe für die Zivilbevölkerung. ""Wir wollen der Bevölkerung in der bestmöglichen Weise weiter helfen"", sagte EU-Chefdiplomat Javier Solana vor dem Treffen der EU-Außenminister in Luxemburg. Direkte Kontakte mit der von der radikal-islamischen Hamas-Bewegung geführten Regierung seien aber nicht möglich, sagte Solana. Die von der Hamas geführte palästinensische Regierung hat die Europäische Union aufgefordert, ihre Entscheidung zur Aussetzung der Finanzhilfe zu überdenken. Die Entscheidung der EU komme einer ""Kollektivstrafe"" für das palästinensische Volk gleich, hieß es in einem Schreiben der Regierung an die EU. Das Einfrieren der Hilfe habe direkte Auswirkungen auf 140.000 Familien, das wirtschaftliche und soziale Leben in den Palästinensergebieten werde getroffen. Bislang unterstützte die EU die palästinensischen Gebiete mit 500 Millionen Euro jährlich und war damit der wichtigste Geldgeber. Die EU fordert von der Hamas, dass sie der Gewalt abschwört und das Existenzrecht Israels anerkennt. Solange dies nicht geschieht, sollen die Zahlungen eingefroren werden. Dies fordern auch die USA, die ebenfalls die Finanzhilfen für die Autonomiebehörde einstellte. "
10.04.2006 02:32 Uhr,Unterstützung für palästinensische Autonomiebehörde,Hamas warnt vor Einfrieren der EU-Finanzhilfe,"Die Außenminister der EU wollen heute über die künftigen Beziehungen der EU zur neuen palästinensischen Regierung beraten. Dabei geht es in erster Linie um die Frage, ob und in welcher Form die palästinensische Autonomiebehörde weiter unterstützt wird. Humanitäre Hilfe und Geld für von der Hamas unabhängige Hilfsorganisationen sollen aber weiter geleistet werden. Bislang unterstützte die EU die palästinensischen Gebiete mit 500 Millionen Euro jährlich und war damit der wichtigste Geldgeber. Die EU fordert von der Hamas, dass sie der Gewalt abschwört und das Existenzrecht Israels anerkennt. Solange dies nicht geschieht, sollen die Zahlungen eingefroren werden. Dies fordern auch die USA, die ebenfalls die Finanzhilfen für die Autonomiebehörde einstellte. "
08.04.2006 08:16 Uhr,Erweiterung der Euro-Zone,Slowenien hofft auf den Euro,"Slowenien könnte bald als 13. Land in die Euro-Zone aufgenommen werden. Bis zum Frühsommer werden die EU-Finanzminister darüber entscheiden. Auch andere Länder, wie Litauen, hoffen auf baldige Aufnahme in die Euro-Zone. Allerdings, so hieß es aus Brüssel, werde man streng auf die Einhaltung der Kriterien achten. Von Michael Becker, MDR-Hörfunkstudio Brüssel Was Österreichs Karl-Heinz Grasser zu sagen hatte, dürfte die Slowenen sehr gefreut haben: ""Ich denke, dass Slowenien gute Chancen hat und wenn alle Bedingungen erfüllt sind, dann werden sie den Euro zum 1. Januar 2007 einführen."" Grasser hat zurzeit den Vorsitz unter den EU-Finanzministern. Das letzte Wort haben dann die Staats- und Regierungschefs der EU im Juni in Brüssel. Slowenien wäre dann das 13. Euroland. Zuletzt war Griechenland im Jahre 2001 beigetreten. Im Nachhinein war allerdings herausgekommen, dass die Griechen sich den Beitritt mit geschönten Zahlen quasi erschwindelt hatten. Die Botschaft richtet sich vor allem an Litauen. Denn neben Slowenien hat auch Litauen beantragt, den Euro zum 1. Januar einführen zu wollen. Allerdings: die Inflationsrate ist zu hoch - und damit werden nicht alle Kriterien erfüllt. Die EU-Finanzminister sind sich einig, dass es keine Extrawurst geben soll. Die Sorge ist groß, dass dann auch andere auf Nachsicht pochen, die noch nicht so weit sind. Estland, Lettland, Malta und Zypern wollen die Euro-Einführung zum 1. Januar 2008 schaffen. Tschechien, die Slowakei und Ungarn brauchen noch länger. Genau so wie die Polen - aber dort will die Regierung vom Euro zur Zeit ohnehin nichts wissen. Allerdings hat sie keine Wahl: die zehn neuen EU-Länder sind vertraglich verpflichtet den Euro einzuführen, wenn sie die Kriterien erfüllen. "
