date,topline,headline,content
31.10.2015 19:22 Uhr,Griechisches Parlament billigt Gesetz,Athen ebnet Weg für Banken-Hilfen,"Bis zu 14,4 Milliarden Euro zusätzliches Kapital brauchen die größten Banken Griechenlands - das ergab ein Stresstest der EZB. Wenige Stunden später billigten die Abgeordneten in Athen ein Gesetz, das die Grundlage für Kapitalhilfen bildet. Das griechische Parlament hat mit großer Mehrheit ein Gesetz zur Stärkung der heimischen Banken beschlossen. Außer den Kommunisten und den Rechtsextremisten stimmten alle Parteien für neue Mechanismen, nach denen die Geldhäuser dringend benötigtes Kapital bekommen sollen. Die Regierung in Athen will am Sonntag per Ministerialerlass die Details der Bedingungen der Rekapitalisierung bekanntgeben. Wichtigster Punkt ist nach Berichten der griechischen Finanzpresse der Prozentsatz der Beteiligung des Staates und der Privatanleger. Das nun beschlossene Gesetz sieht zudem vor, dass der griechische Bankenrettungsfonds HFSF die vollen Stimmrechte für sämtliche Bankanteile erhalten soll, die er möglicherweise als Gegenleistung für staatliche Hilfen übernimmt. Mit dem Gesetz soll vor allem aber die Unabhängigkeit der Banken und die Effektivität der Vorstände gesichert werden. Demnach müssen in den Vorständen mindestens drei Mitglieder mit zehnjähriger Erfahrung in entsprechenden Positionen internationaler Geldinstitute vertreten sein. Zudem dürfen sie in den vergangenen fünf Jahren keinen Regierungsposten bekleidet haben. Die Entscheidung der Abgeordneten fiel wenige Stunden, nachdem die Ergebnisse eines Stresstets der Europäischen Zentralbank für die griechischen Institute bekannt geworden waren. Die vier größten Banken des Landes benötigen demnach bis zu 14,4 Milliarden Euro, um eine erneute Krise zu überstehen, falls sich die wirtschaftliche Entwicklung Griechenlands erheblich verschlechtern sollte. Selbst bei unveränderten Rahmenbedingungen liege die Kapitallücke der National Bank of Greece, der Piraeus Bank, der Alpha Bank und der Eurobank zusammen noch bei 4,4 Milliarden Euro. Die Lücke fällt damit so hoch aus wie zuletzt erwartet. Sie ist zudem zur Not auch durch das dritte Hilfspaket der Euro-Partner für das angeschlagene Land gedeckt. Zuvor sollen die Banken aber versuchen, sich das Geld von privaten Investoren zu holen. Die Institute müssen den EZB-Bankenaufsehern bis Freitag mitteilen, wie sie die Lücken schließen wollen. Bei der Ermittlung des Geldbedarfs untersuchte die EZB die Vermögenswerte der Banken. Zudem überprüfte sie in einem sogenannten Stresstest die Folgen der Entwicklung der griechischen Wirtschaft auf die Bilanzen der Banken. Diese sind vor allem wegen der schwachen Lage der Wirtschaft und der vielen Kreditausfälle unter Druck. "
31.10.2015 17:32 Uhr,Wechsel ins Arbeitsministerium,Fahimi gibt Posten als SPD-Generalsekretärin auf,"Yasmin Fahimi gibt ihren Posten als SPD-Generalsekretärin auf. Beim Bundesparteitag im Dezember wird sie nicht zur Wiederwahl antreten, wie Parteichef Sigmar Gabriel bestätigte. Demnach wechselt Fahimi zum Jahresanfang als Staatssekretärin ins Arbeitsministerium. In der SPD ist eine wichtige Personalentscheidung gefallen. Generalsekretärin Yasmin Fahimi wird ihren Posten nach zwei Jahren im Amt aufgeben und Anfang 2016 als Staatssekretärin zu Bundesarbeitsministerin Andrea Nahles wechseln, wie SPD-Chef Sigmar Gabriel in Berlin nach einer Präsidiumssitzung mitteilte. Die SPD verliere eine ""engagierte Generalsekretärin"". Die Entscheidung kommt überraschend. Fahimi hatte noch vor drei Wochen angekündigt, auf dem Parteitag im Dezember für eine zweite Amtszeit kandidieren zu wollen. Doch Parteichef Gabriel, dem der Vorschlag eines Generalsekretärs obliegt, hielt sich damals sehr bedeckt - und kündigte stattdessen seine Kanzlerkandidatur an. Zwischen ihm und Fahimi war es in der Vergangenheit immer wieder zu Reibereien gekommen. ""Mein Amt als Generalsekretärin der SPD habe ich mit viel Herzblut und Leidenschaft ausgefüllt"", sagte Fahimi der Deutschen Presse-Agentur in Berlin in ihrem ersten Interview nach der Entscheidung. Zugleich betonte sie, dass sie sich als ""leidenschaftliche und erfahrene Gewerkschafterin"" auf ihre Arbeit als beamtete Staatssekretärin bei Bundesarbeitsministerin Andrea Nahles (SPD) freue. Die 47-Jährige, die als Arbeitsmarkt-Kennerin gilt, wird in dem Ministerium den Posten von Staatssekretär Jörg Asmussen übernehmen. Dieser wechselt Ende des Jahres zur staatlichen Förderbank KfW. Nahles und Fahimi sind langjährige Weggefährtinnen noch aus Zeiten, als Nahles vor 20 Jahren Chefin der Jungsozialisten war. Wer nun den Posten des SPD-Generalsekretärs übernehmen wird, ist noch unklar. Gabriel kündigte an, beim Bundesparteitag erneut eine Frau vorzuschlagen. Mit dem Rückzug Fahimis erhält der Parteichef die Möglichkeit, die Schlüsselposition in der Parteizentrale mit Blick auf den Bundestagswahlkampf 2017 neu zu besetzen. Die Generalsekretärin ist laut Parteisatzung die oberste Wahlkampfmanagerin. In der Partei werden gleich mehrere Frauen als mögliche Nachfolgerinnen gehandelt, darunter die Vizechefinnen der Bundestagsfraktion, Eva Högl und Carola Reimann, und die rheinland-pfälzische Finanzministerin Doris Ahnen. Erfahrungsgemäß erhalten aber selten diejenigen den Posten, über die zuerst spekuliert wird. Aus Parteikreisen hieß es, für eine Festlegung sei es noch zu früh. "
31.10.2015 11:48 Uhr,EZB-Stresstest,"Athens Banken brauchen 14,4 Milliarden","Seit Monaten siechen Griechenlands Banken vor sich hin, die Kapitalkontrollen sind nach wie vor in Kraft. Nun hat die EZB erstmals konkret ermittelt, wie viel Geld es braucht, um die Institute zu reanimieren - bis zu 14,4 Milliarden Euro. Den vier großen griechischen Banken fehlen nach Einschätzung der Europäischen Zentralbank (EZB) bis zu 14,4 Milliarden Euro. Das ist das Ergebnis eines Stresstests, dem sich die Athener Institute nach ihrer vorübergehenden Schließung unterziehen mussten. Im dritten Hilfsprogramm für Griechenland, das im Sommer verabschiedet worden war, sind bis zu 25 Milliarden Euro für die Rekapitalisierung der Banken reserviert - die vier Geldhäuser brauchen also nicht ganz so viel Kapital wie zunächst befürchtet. Die vier Institute haben nun bis Freitag Zeit, Pläne vorzulegen, wie sie das Geld aufbringen wollen. Es gilt als wahrscheinlich, dass die Banken zunächst versuchen werden, private Kapitalgeber wie zum Beispiel Fonds anzuzapfen - und erst dann auf den Rettungstopf zugreifen. Um überhaupt an das Hilfsgeld zu kommen, muss das griechische Parlament allerdings zuvor ein Gesetz zur Rekapitalisierung der Banken absegnen. Das soll noch im Laufe des Tages passieren. Das griechische Bankensystem war im Sommer nahezu kollabiert. Um einen endgültigen Zusammenbruch zu verhindern, verhängte die Regierung strenge Kapitalkontrollen, die im Kern bis heute in Kraft sind. So dürfen Sparer weiterhin nur maximal 420 Euro pro Woche von ihren Konten abbuchen. Das momentan größte Problem der Banken sind faule Kredite infolge der schweren Wirtschaftskrise. Denn je mehr Darlehen auszufallen drohen, desto mehr Eigenkapital brauchen die Banken, um die Verluste auszugleichen. "
31.10.2015 11:45 Uhr,Flüchtlingsdrama in der Ägäis,Fähren oder Grenzöffnung als Rettung?,"Rund 3000 Migranten sind seit Jahresbeginn in der Ägäis ertrunken - viele von ihnen auf der Route vor der Türkei. Der Bürgermeister von Lesbos fordert deshalb, Flüchtlinge mit Fähren abzuholen. Andere Politiker wollen die Grenzen ganz öffnen. Nach dem Tod Hunderter Flüchtlinge in der Ägäis hat der Bürgermeister der griechischen Insel Lesbos, Spyros Galinos, gefordert, dass künftig Fähren Flüchtlinge direkt und sicher aus der Türkei nach Griechenland bringen. Solange die EU nicht den geeigneten Druck auf die Türkei ausübe, den Flüchtlingszustrom zu kontrollieren, bleibe keine andere Möglichkeit, als diese Menschen zur Registrierung mit Fähren auf seine Insel zu bringen, damit sie nicht im Meer ertränken. ""Wir müssen dieses Verbrechen beenden"", sagte Galinos der Athener Zeitung ""Kathimerini"". Die Leichenhallen der Insel seien voll mit Opfern, hieß es. Auch heute ist laut griechischen Medienberichten wieder ein Boot mit etwa 150 Flüchtlingen an Bord vor Lesbos gekentert. Rettungsmannschaften der Küstenwache und Fischer mit ihren Booten suchen im Meer nach den Verunglückten, berichtet das Staatsradio. Sie werden dabei von starkem Wind und hohen Wellen behindert. Zuvor hatte die Küstenwache nach dem Kentern eines anderen Bootes vor Lesbos 35 Migranten aus den Fluten gerettet. Als Reaktion auf die Flüchtlingskrise forderten Jugendorganisationen und Bürgerinitiativen die Regierung in Athen auf, die Landesgrenze Griechenlands zur Türkei entlang des Flusses Evros (türkisch: Meriç) zu öffnen. Dann müssten die Flüchtlinge nicht mehr die gefährliche Überfahrt von der türkischen Küste zu den griechischen Inseln unternehmen. Auch die Regionalgouverneurin der Inseln der Nordägäis, Christina Kalogirou (Konservative Partei Nea Dimokratia), rief die Regierung auf, angesichts der schlimmen Lage auf den Inseln, sich die Öffnung der Landesgrenze (zur Türkei) zu überlegen.´Bislang lehnt die Regierung unter Alexis Tsipras dies ab. "
31.10.2015 03:41 Uhr,Kommunikationsexperte Trebbe,"""Seehofer - so weit rechts wie möglich""","Seehofers Drohgebärden in der Flüchtlingspolitik sind Teil seiner Strategie innerhalb der Großen Koalition, erklärt Kommunikationsexperte Joachim Trebbe im Gespräch mit tagesschau.de. Der CSU-Chef agiere wie ein Zocker, der versuche, so weit wie möglich nach rechts zu gehen. tagesschau.de: Steckt hinter Seehofers Drohgebärden in der Flüchtlingskrise eine Strategie? Joachim Trebbe: Es ist vor allem wohl überlegte strategische Kommunikation im Hinblick auf die Ausgestaltung der Großen Koalition. Die CSU ist der konservative Rand der Union. Das versucht Seehofer in der Flüchtlingsdebatte deutlich zu machen. Er vertritt eine wesentlich restriktivere Flüchtlingspolitik als die Sozialdemokraten in der Koalition. Dieses Flügelspiel wird sehr deutlich. tagesschau.de: Flügelspiel - auch zwischen Kanzlerin Angela Merkel und Seehofer? Trebbe: Merkel wird als sozialdemokratische Kanzlerin der Union bezeichnet. Die CSU und insbesondere Seehofer sind in der Union dafür zuständig, die konservative Seite in Richtung rechter Rand zu bedienen. Das heißt, deutlich zu machen, dass in der Koalition eine sehr starke konservative Perspektive vertreten ist. So werden innerhalb der Union zwei Flügel abgedeckt. Gerade in der CDU wird der Ruf nach einer restriktiveren Flüchtlingspolitik deutlich. Merkel repräsentiert das nicht. Es ist an Seehofer, den Anhängern der Partei das Gefühl zu geben, die Politik der offenen Grenzen habe auch in der Union einen Gegenpol. Das zeigt sich etwa bei der Diskussion um Obergrenzen. Das ist Seehofers Chance. tagesschau.de: Warum ist Seehofer für diese konservative Seite wichtig? Trebbe: Er fordert Merkel heraus, er erzeugt Handlungsdruck. Das gibt der Union die Möglichkeit, ihr gesamtes politisches Spektrum zu kommunizieren. Auf der einen Seite ist Merkel - auf der anderen Seehofer. Dieses Spiel hat Seehofer in den vergangenen Jahren perfektioniert. Er sagt: ""Wir sind Teil der Union, wir sind aber trotzdem nicht einverstanden mit dem, was die CDU in Berlin macht."" Damit kann er extremere Positionen benennen, die so in Berlin nicht durchsetzbar sind. In gewisser Weise ist Seehofer ein Zocker, der versucht die Große Koalition an die Grenzen des Belastbaren zu bringen. tagesschau.de: Merkel vertritt die Position der offenen Grenzen, Seehofer das Gegenteil. Wie funktioniert das Zusammenspiel? Trebbe: Beide haben sehr unterschiedliche Funktionen. Das darf man nicht unterschätzen. Jeder weiß genau, was er vom anderen zu erwarten hat. Seehofer ist Ministerpräsident von Bayern. Bayern ist sehr stark mit dem hohen Flüchtlingsandrang konfrontiert. In Berlin hingegen sitzt man und hat neben der nationalen Perspektive auch eine europäische Perspektive. Die Kanzlerin muss das große Ganze im Auge haben. Seehofer hat seine Kommunen, Städte, Landräte im Nacken. Die greifen auf ihn zurück, um ihre Probleme zu lösen. tagesschau.de: Inwieweit steht Seehofer selbst unter Druck? Trebbe: Seehofer hat viele Schlachten an unterschiedlichen Stellen zu schlagen. Er ist Ministerpräsident: Wenn bayerische Gemeinden mit der Lage überfordert sind, wenden sie sich zuerst an die Staatsregierung in München. Da hat er ein komplexes Problem zu lösen. Zudem muss Seehofer die CSU zusammenhalten und dabei immer seine persönliche Machtposition im Blick halten. Seine möglichen Nachfolger muss er auf Abstand halten. Er muss erfolgreich sein, damit er wiedergewählt wird. tagesschau.de: Im November steht der CSU-Parteitag an. Dort will sich Seehofer als Parteichef wiederwählen lassen. Macht er in der derzeitigen Situation eine gute Figur? Trebbe: Er agiert so, wie er es bisher immer gemacht hat. Auch wenn die Situationen bislang nicht so krisenhaft waren. Er versucht, auch extreme Positionen zu vertreten. Das ist schwierig. Es gibt in der Union Anhänger, die seine Positionen nicht restriktiv genug finden. tagesschau.de: Stößt da auch ein Seehofer an seine Grenzen? Trebbe: Er arbeitet daran. Er betont die konservativen Positionen immer stärker und versucht in der Flüchtlingsdebatte so weit wie möglich nach rechts zu gehen, wie es ihm möglich erscheint. Er wird immer wieder zurückrudern müssen, wenn es Koalitionsrunden gibt - wie etwa am Sonntag. tagesschau.de: Das konservative Spektrum kann Seehofer offenbar nicht komplett abdecken. AfD und ""Pegida"" etwa haben Auftrieb. Funktioniert das Konzept Seehofer doch nicht? Trebbe: Seehofer kann diese Rolle nicht komplett erfüllen. Die Frage ist, ob er weit genug gehen kann, um Stimmen einzusammeln, die jetzt vielleicht zu ""Pegida""-Demonstrationen gehen oder in Wahlumfragen angeben, sie würden die AfD wählen. In dieser Krise hat Seehofer das Problem, dass er nicht weit genug nach rechts außen driften kann, wenn er in der Konstellation der Großen Koalition bleiben will. Das führt dazu, dass etwa ""Pegida"" oder die AfD es leichter haben, die Menschen für sich zu gewinnen. Sie sagen dann, was die Union anbietet, reiche nicht aus. Je weiter sich die Krise verschärft, umso stärker wird die Polarisierung sein und die gesellschaftliche Spaltung. Das Interview führte Barbara Schmickler, tagesschau.de. "
30.10.2015 21:29 Uhr,Flucht übers Mittelmeer,Tödlicher Rabatt bei Sturm,"Gerade jetzt im Herbst wird die Flucht über das Mittelmeer immer gefährlicher. Offenbar bieten Schlepper einen Rabatt an, wenn sich die Flüchtlinge bei Sturm auf die Boote begeben. Griechenlands Premier erklärte, er schäme sich für Europas Versagen. "
30.10.2015 18:00 Uhr,VW-Abgasskandal,"Wer auspackt, hat nichts zu befürchten","Nach Recherchen von NDR, WDR und ""SZ"" gewährt VW Mitarbeitern, die in die Abgas-Manipulationen verwickelt sind und jetzt auspacken, eine weitreichende Amnestie. Wer gesteht, darf seinen Arbeitsplatz behalten und bleibt auch von Schadensersatzforderungen verschont. ""Warum sollten die Leute auspacken und sich selbst belasten, wenn sie nichts davon haben?"", heißt es aus der Konzernspitze. Mit einer solchen ""Kronzeugen-Regelung"" wolle man die eigenen Ermittlungen, die bisher zäh verliefen, vorantreiben. Viele, die möglicherweise an den Manipulationen beteiligt waren, schrecken offenbar davor zurück, über ihr Wissen zu berichten. Vorstandschef Matthias Müller hatte bereits Anfang Oktober bei einer Betriebsversammlung erklärt, wer zur Aufklärung beitrage, habe ""keine arbeitsrechtlichen Konsequenzen"" zu befürchten. Diese Vorgabe von Müller soll nun offenbar mit einem Amnestieprogramm umgesetzt werden, das in Vorstand und Aufsichtsrat bereits besprochen wird. Seit Mitte September die US-Umweltbehörde den Betrug bei Abgastests mit Diesel-Autos aufgedeckt hat, bemüht sich VW um Aufklärung. Als Grund für das geplante Amnestieprogramm werden auch die Ermittlungen in den USA genannt. Denn sollten die Beteiligten weiter schweigen, könnte dies VW in Not bringen. Falls das Unternehmen die Affäre nicht selbst aufkläre, werde es nicht gelingen, in den USA halbwegs glimpflich davonzukommen, sagt einer aus der Konzernspitze. Die dortigen Behörden seien knallhart, dort sei man in der Bringschuld. Vorbilder für das Amnestieprogramm sind Siemens und die VW-Tochter MAN. Sie hatten, um Schmiergeldaffären aufzuklären, Mitarbeitern unterhalb der obersten Führungsebenen Schonung angeboten. Daraufhin meldeten sich Hunderte Angestellte. Ähnliches erhofft sich nun auch Volkswagen. Der Konzern äußert sich dazu offiziell nicht. "
30.10.2015 16:48 Uhr,Kritik an Telekom-Plänen,Raus aus der Neutralität?,"Wenige Tage nach der Entscheidung des EU-Parlaments zur Netzneutralität hat die Telekom eine Hintertür gefunden: Startups sollen für ""Spezialdienste"", also schnellere Internetverbindungen zahlen. Die Unternehmen halten das für Erpressung. Stellen Sie sich vor, Sie fahren auf einer zweispurigen Autobahn, aber die Überholspur dürfen Sie nur benutzen, wenn Sie dafür auch bezahlen. So könnte man die Pläne der Telekom in etwa beschreiben - nur eben auf der Datenautobahn. Es gehe um eine ""Umsatzbeteiligung von ein paar Prozent"", schreibt Telekom-Chef Timotheus Höttges in seinem Blog. Doch diese ""paar Prozent"" sorgen unter deutschen Start-Up-Unternehmen und Internetnutzern momentan für mächtig Aufregung. Geht es nach den Plänen der Telekom, will das Unternehmen in Zukunft für schnellere Internetverbindungen abkassieren. Die rechtliche Grundlage dafür hat am Dienstag das EU-Parlament in Straßburg geliefert. Laut neuer Telekom-Verordnung können demnach so genannte 'Spezialdienste' im Netz bevorzugt behandelt werden. Digitalkommissar Günther Oettinger betonte, nur Dienste ""im Interesse der Allgemeinheit"" dürften diese Bevorzugung bekommen. Konkret nannte er Notrufdienste, Telemedizin und Dienste zur Steuerung des Verkehrsflusses. Eine genaue Definition fehlt aber im Gesetzestext. Diese Hintertür nutzt jetzt die Telekom. Die Telekom sieht in solchen Spezialdiensten durchaus auch Videokonferenzen, Online-Gaming oder vernetzte Produktionsprozesse in der Industrie. Wer hier im Netz schneller unterwegs sein will, soll bezahlen. Vorstandsvorsitzender Höttges spricht in seinem Blog auch Startup-Unternehmen direkt an. Sie seien auf diese Spezialpakete angewiesen, ""um mit den großen Internetanbietern überhaupt mithalten zu können"". Da sei es doch nur fair, die Telekom am Umsatz zu beteiligen. Dass man im Netz für zusätzlichen Service mehr zahlen müsse, sei nicht neu, schreibt Höttges und verweist auf erweiterte Suchfunktionen für zahlende Kunden der Karrierenetzwerke Xing und LinkedIn oder Videos in HD statt SD. ""In Zukunft wird es eben auch die Möglichkeit geben, einen Dienst für ein paar Euro mehr in gesicherter Qualität zu buchen. Qualitätsdifferenzierung ist keineswegs eine Revolution im Netz, sondern die natürliche Weiterentwicklung."" Alexander Hüsing von deutsche-startups.de sieht das allerdings anders. ""Telekom liebt Startups nur, wenn sie zahlen"", überschreibt er seinen Blog. Er meint, der Vorstoß des Bonner Großkonzerns bedrohe den Startup-Standort Deutschland. ""Das Wort 'fair' in diesem Zusammenhang überhaupt zu benutzen, ist schon dreist. Dass dadurch dann aber 'mehr Wettbewerb im Netz' entsteht, ist quasi eine Ohrfeige ins Gesicht von jedem Gründer. 'Gute Übertragungsqualität' nur noch Unternehmen zu gewährleisten, die zahlen, ist Erpressung, dass muss man in dieser Deutlichkeit schreiben"", so Hüsing. Verbraucherschützer haben das Vorgehen der Telekom durchaus erwartet. ""Die schnelle Umsetzung nur wenige Tage nach dem EU-Beschluss ist dann aber doch eine Überraschung"", so Thomas Bradler, Leiter der Gruppe Verbraucherrecht bei der Verbraucherschutzzentrale Düsseldorf. Er befürchtet, dass dies nur das erste Herantasten an weitere Profitmöglichkeiten sei. Bradler appelliert an die Regulierungsbehörden, ganz klar zu definieren, was ein Spezialdienst ist und was nicht. Seine Befürchtung: Video-Streaming-Dienste wie Netflix, Maxdome oder AmazonPrime, aber auch Internettelefon-Anbieter wie Skype könnten ohne Kontrolle der Behörden auch als Spezialdienst zur Kasse gebeten werden. Diese Anbieter würden dann die Mehrkosten auf die Verbraucher abwälzen, so Bradler. Alternativen zu finden sei schwierig, da man als Kunde schließlich auch auf eine wackelfreie, also schnelle Verbindung angewiesen sei. Die Bundesnetzagentur müsse alle Möglichkeiten ausschöpfen, um Missbrauch der Anbieter zu verhindern. Netzaktivisten dürften sich durch die Gedankenspiele der Telekom endgültig bestätigt fühlen. Sie hatten vor den schwammigen Formulierungen der neuen EU-Regelung gewarnt. Entsprechend heftig fällt die Kritik in den sozialen Netzwerken aus. ""Gierig"" und ""Abzocke"" sind noch die charmanteren Formulierungen auf Twitter und Co. Inzwischen regt sich auch in der Politik Kritik: ""Es darf keine mittelstands- und innovationsfeindliche Umsetzung der EU-Verordnung zur Netzneutralität geben"", sagte der netzpolitische Sprecher der SPD-Bundestagsfraktion, Lars Klingbeil. ""Da wird es auch mit der Telekom zu schwierigen Gesprächen kommen."" Thomas Jarzombek (CDU), der netzpolitische Sprecher der Unionsfraktion, kritisierte, die von der Telekom beschriebenen Bereiche entsprächen nicht den Spezialdiensten, wie sie von der EU definiert wurden. Vermutlich werden trotzdem andere Anbieter bald nachziehen. Vodafone hat allerdings nach eigenen Angaben aktuell keine Pläne dieser Art. Insgesamt wolle man das Vorgehen des Konkurrenten nicht kommentieren. Ein Telekom-Sprecher relativiert dann heute allerdings noch das Bild der zweispurigen Autobahn. Man müsse sich eher sechs Spuren vorstellen, auf der vier davon für die Spezialdienste bereitgestellt würden. Es müsse sich niemand Sorgen machen, langsam im Netz unterwegs zu sein. Als Massenanbieter sei man auf die Zufriedenheit der Kunden schließlich angewiesen. "
30.10.2015 13:49 Uhr,Erneut Tote bei Bootsunglücken,Das Sterben im Mittelmeer geht weiter,"Die Serie von Bootsunglücken im Mittelmeer reißt nicht ab. In der vergangenen Nacht sind vor den griechischen Inseln mindestens 22 Flüchtlinge ums Leben gekommen. Darunter 13 Kinder. Der griechische Ministerpäsident Tsipras warf der EU Unfähigkeit vor. Bei zwei Bootsunglücken in der griechischen Ägäis sind in der Nacht mindestens 22 Menschen ums Leben gekommen. Laut griechischen Behörden befanden sich 13 Kinder unter den Opfern. Es sind die jüngsten einer Serie von Unglücken auf zunehmend stürmischer See bei der Überfahrt von der Türkei nach Griechenland. In der Nähe der Insel Kalymnos starben nach Regierungsangaben 19 Menschen, 138 Flüchtlinge konnten gerettet werden. Bei einem weiteren Unglück in der Nähe von Rhodos kamen drei Flüchtlinge ums Leben, sechs Schiffbrüchige wurden gerettet. Auch in der türkischen Ägäis starben vier syrische Kinder im Alter zwischen einem und vier Jahren. Das Boot mit 19 Menschen wurde auf dem Weg zur griechischen Insel Lesbos von einer Sturmböe erfasst und kenterte. Allein in dieser Woche starben damit etwa 50 Menschen im östlichen Mittelmeer. Trotz des nahenden Winters und der rauen See machen sich nach wie vor Hunderte Menschen pro Tag auf die lebensgefährliche Reise von der Türkei auf die griechischen Inseln. Die Behörden auf den Inseln sind seit Monaten überfordert. Griechenlands Ministerpräsident Alexis Tsipras warf im Athener Parlament der EU Unfähigkeit vor, das Problem zu lösen. Im Ägäischen Meer würden ""nicht nur tote Kinder, sondern die gesamte Zivilisation von Europa angespült"". Die Europäische Union erweise sich als zu schwerfällig, der Flüchtlingskrise zu begegnen. Die Länder im Westen vergössen Krokodilstränen über ertrinkende Kinder in der Ägäis, täten aber wenig für die, die die Überfahrt überlebten, so Tsipras. ""Ich schäme mich für die Unfähigkeit Europas, wirksam dieses Menschendrama anzugehen und das Niveau der Debatte, wo jeder versucht, die Verantwortung auf den anderen abzuschieben."" Er rief die EU-Partner auf, durch legale Einreisemöglichkeiten für Flüchtlinge die Krise zu entschärfen. Das UN-Flüchtlingshilfswerk UNHCR warnte, dass sich das Schicksal der Menschen durch die schlechteren Wetterverhältnisse noch verschlimmere. Kritiker beschuldigen die EU-Grenzschutzagentur Frontex, die mit Patrouillenbooten entlang der Seegrenze unterwegs ist, Flüchtlingen in Seenot nicht zur Hilfe zu kommen. Seit Jahresbeginn gelangten nach Angaben der Internationalen Organisation für Migration mehr als eine halbe Million Flüchtlinge über das Mittelmeer nach Griechenland. Allein auf der Insel Lesbos kamen in diesem Jahr mehr als 300.000 Flüchtlinge an. Insgesamt erreichten mindestens 700.000 Menschen auf Seeweg Europa. Mehr als 3200 Menschen kamen demnach bei ihrer gefährlichen Reise ums Leben, die meisten von ihnen Kinder. "
30.10.2015 11:47 Uhr,Lebenshaltungskosten in Eurozone,Inflationsrate steigt auf null Prozent,"Trotz der Geldflut der EZB steigen die Preise in der Eurozone nicht. Die Inflationsrate lag im Oktober bei null Prozent. Vor allem Energie verbilligte sich drastisch. Die Preise für Lebensmittel und Dienstleistungen stiegen dagegen an. Die Lebenshaltungskosten in der Eurozone stagnieren. Wie das Statistikamt Eurostat in einer ersten Schätzung mitteilte, stieg die Inflationsrate um 0,1 Prozentpunkte auf genau null Prozent. Im Vormonat September waren die Preise noch um 0,1 Prozent zurückgegangen. Im Vergleich zum Oktober 2014 veränderte sich die Teuerungsrate nicht. Am stärksten sanken im Oktober erneut die Energiepreise: Sie fielen im Vergleich zum Vorjahresmonat um 8,7 Prozent. In allen anderen wichtigen Bereichen stiegen die Preise dagegen: bei Lebensmitteln, Alkohol und Tabak um 1,5 Prozent, bei Dienstleistungen um 1,3 Prozent und bei Industriegütern um 0,4 Prozent. Die Europäische Zentralbank (EZB) ist weit von ihrem Ziel einer Teuerungsrate von knapp zwei Prozent entfernt, die als ideal für die Konjunktur gilt. Zwischen Dezember 2014 und März 2015 waren die Preise in der Eurozone über mehrere Monate zurückgegangen. Dies hatte Sorgen vor einer Deflation geschürt - einer wirtschaftlichen Abwärtsspirale mit anhaltend fallenden Preisen und Löhnen. Um dieses Risiko abzuwenden, hatte die Europäische Zentralbank (EZB) Anfang März ein groß angelegtes Programm zum Aufkauf von Staatsanleihen und anderen Wertpapieren im Wert von 60 Milliarden Euro pro Monat gestartet. Es soll bis September 2016 laufen, womit die Notenbank mehr als eine Billion Euro in den Markt pumpen würde. "
