date,topline,headline,content
31.08.2015 16:31 Uhr,Streit um Verteilung von Flüchtlingen,Weniger EU-Geld für Verweigerer?,"Bei der Flüchtlingspolitik endet die Solidarität innerhalb Europas. Vor allem die osteuropäischen Länder weigern sich, Flüchtlinge aufzunehmen. Für EU-Parlamentspräsident Schulz ist das ""Egoismus pur"". Aus Österreich kommt nun ein radikaler Vorschlag. Eigentlich sollte es eine feste Quote für die Verteilung von 40.000 Flüchtlingen innerhalb der EU geben. Doch daraus wurde nichts, die Quote scheiterte am Widerstand einiger nationaler Regierungen. Vor allem die osteuropäischen Länder, aber auch Großbritannien, Irland und Dänemark stehlen sich aus der Verantwortung. Inzwischen müssen Hunderttausende Flüchtlinge in der EU verteilt werden, doch von einer gemeinsamen Asyl- und Flüchtlingspolitik ist die EU weit entfernt. Als eines der am stärksten von der steigenden Zahl von Flüchtlingen betroffenen Länder der EU erhöhte Deutschland am Wochenende den Druck auf die anderen Staaten, mehr Asylsuchende aufzunehmen. Vor allem die südlichen Grenzstaaten Italien und Griechenland, aber auch Deutschland bräuchten Entlastung bei den Flüchtlingszahlen, mahnte Kanzlerin Angela Merkel. Vizekanzler Sigmar Gabriel bezeichnete es als Schande, dass Europa zu keiner gemeinsamen Asyl- und Flüchtlingspolitik finde. Deutlicher wurde EU-Parlamentspräsident Martin Schulz: ""Wir erleben gerade nationalen Egoismus in reinster Form"", kritisierte er im Deutschlandfunk. Derzeit würden 90 Prozent aller Flüchtlinge von gerade einmal neun der insgesamt 28 EU-Staaten aufgenommen. ""Das geht so nicht."" Es handle sich um ein globales Problem, das national nicht gelöst werden könne. Nötig sei eine europäische Flüchtlings- und Einwanderungspolitik. Aus Österreich kommt nun der Vorschlag, eine gerechte Verteilung von Flüchtlingen zu erzwingen. EU-Mitgliedsländer, die sich querstellen, sollten Gelder aus dem EU-Haushalt gestrichen werden, schlug Innenministerin Johanna Mikl-Leitner vor. Der Druck auf die Regierungen müsse erhöht werden, sagte die konservative Politikerin im gemeinsamen Morgenmagazin von ARD und ZDF. Eine Möglichkeit sei, dass ""Förderungen reduziert werden, wenn eben keine solidarische Verantwortung übernommen wird"". ""Man kann sich in einer europäischen Gemeinschaft nicht nur die Rosinen herauspicken"", sagte Mikl-Leitner mit Blick auf die Blockierer. In einer schwierigen Situation wie derzeit ""heißt es auch, Verantwortung zu übernehmen"". Druck auf die Staaten ""kann man durch finanzielle Unterstützung, die gestrichen oder gekürzt wird, aufbauen"". Die hohe Zahl der Einwanderer stelle die EU vor eine existenzielle Herausforderung, sagte die Österreicherin weiter: Eine Sperranlage wie in Ungarn an der Grenze zu Serbien sei keine Lösung. Zu glauben, der Zaun werde Flüchtlinge abhalten, sei eine ""Illusion"". Auf Druck Deutschlands, Frankreichs und Großbritannien soll es am 14. September ein Sondertreffen der Innen- und Justizminister der Europäischen Union zur Flüchtlingskrise geben. Die Lage innerhalb und außerhalb der Gemeinschaft sei beispiellos, erklärte die luxemburgische Regierung zur Begründung. Das Land sitzt zurzeit dem EU-Rat vor. Unterdessen informierte sich Frankreichs Regierungschef Manuel Valls in Calais über die Situation der Flüchtlinge und die Sicherheitslage in der nordfranzösischen Stadt. Mit dabei waren Frankreichs Innenminister Bernard Cazeneuve sowie die EU-Kommissare Frans Timmermans und Dimitris Avramopoulos. Bei dem Vor-Ort-Besuch forderte Valls eine entschlossene Haltung Europas gegen Schleuser. Illegale Einwanderung dürfe nicht mit dem Recht auf Asyl verwechselt werden. Timmermanns sagte Frankreich 5,2 Millionen Euro an Soforthilfen zu. Damit soll unter anderem ein neues Zeltlager mit Platz für bis zu 1500 Menschen gebaut werden. Das Lager mit 120 Zelten für jeweils zwölf Flüchtlinge solle ""Anfang 2016"" entstehen, sagte Valls in Calais. In Calais sammeln sich seit Jahren Migranten, die in der Hoffnung auf bessere Asyl- und Arbeitsbedingungen nach Großbritannien wollen. Zeitweise kampierten dort nach Schätzungen bis zu 3000 Flüchtlinge. Viele versuchen, auf Zügen durch den Tunnel unter dem Ärmelkanal illegal nach Großbritannien zu gelangen. Es gab bereits mehrere Tote. "
30.08.2015 12:18 Uhr,Außenminister besucht Afghanistan,Steinmeier ruft in Kabul zu Reformen auf,"Bei seinem Besuch in Afghanistan hat Außenminister Steinmeier die Regierung in Kabul zu Reformen aufgerufen. Das Land müsse ein besseres Klima für wirtschaftliche Entwicklung schaffen. Zudem warb er für Friedensgespräche mit den radikal-islamischen Taliban. Außenminister Frank-Walter Steinmeier hat die Regierung in Afghanistan zu weiteren Reformen aufgefordert. Nach einem Treffen mit Präsident Aschraf Ghani sagte Steinmeier in Kabul, das Land befinde sich heute an einer ""Wegscheide"". Der Minister sagte: ""Unser Ziel ist klar. Afghanistan muss auf eigenen Füßen stehen. Dazu gehört, dass Reformen jetzt dringend stattfinden."" Dies würde auch das Investitionsklima für ausländische Firmen sicher verbessern helfen. Steinmeier hatte Afghanistan bereits zuvor versichert, Deutschland werde das Land weiter unterstützen. Die Bundesrepublik ist drittgrößter Geldgeber des Landes. Seit dem Sturz der Taliban 2001 hat Berlin mit mehr als vier Milliarden Euro geholfen. Deutschland und Afghanistan feiern dieses Jahr auch 100 Jahre diplomatische Kontakte. Zudem warb Steinmeier für eine Wiederaufnahme der Friedensgespräche mit den radikal-islamischen Taliban. Eine Aussöhnung innerhalb des Landes sei der ""einzige vernünftige Weg"" für eine Beendigung des jahrzehntelangen Konflikts, sagte der Politiker. ""Die einzigartige Chance der begonnenen Friedensgespräche darf nicht vertan werden."" Im Juli hatte es ein erstes offizielles Treffen zwischen afghanischer Regierung und Taliban gegeben. Nach einigen Anschlägen setzte Ghani die Gespräche jedoch aus. Die Attentate stehen vermutlich in Zusammenhang mit einem Machtkampf innerhalb der Taliban nach dem Tod des Milizenführers Mullah Omar. "
29.08.2015 21:08 Uhr,Nach Flüchtlingsdrama in Österreich,Mutmaßliche Schlepper in U-Haft,"Der Vorwurf lautet organisierter Menschenhandel: Ein ungarisches Gericht hat Untersuchungshaft gegen vier mutmaßliche Schlepper verhängt. Sie waren nach der Entdeckung von 71 toten Flüchtlingen in einem Lkw festgenommen worden. Aus einem weiteren Lkw konnte die österreichische Polizei drei Kleinkinder retten. Nach dem Flüchtlingsdrama in Österreich hat ein ungarisches Gericht Untersuchungshaft gegen vier mutmaßliche Schlepper angeordnet. Die vier Verdächtigen aus Bulgarien und Afghanistan blieben bis zum 29. September in U-Haft, sagte der Vorsitzende Richter in Kecskemet, Ferenc Bicskei. Die Männer waren nach der Entdeckung von 71 toten Flüchtlingen in einem Lkw in Österreich am Freitag im Nachbarland Ungarn gefasst worden. Das Gericht kam damit der Forderung der Staatsanwaltschaft nach. Diese hatte auf die ""außergewöhnliche Schwere des Verbrechens"" verwiesen, dem die Flüchtlinge zum Opfer gefallen seien, und hatte den Männern geschäftsmäßig organisierten Menschenhandel vorgeworfen. Österreich beantragte ihre Auslieferung. Bei den Opfern des Flüchtlingsdramas handelt es sich um 59 Männer, acht Frauen und vier Kinder. Das jüngste Opfer - ein Mädchen - sei vermutlich erst ein oder zwei Jahre alt gewesen, so die Polizei. Wie der Österreichische Rundfunk (ORF) berichtete, wurden die Leichen inzwischen vom Burgenland in die Gerichtsmedizin nach Wien gebracht, wo man eine Identifizierung versuche. Das Fahrzeug war am Donnerstag in einer Pannenbucht auf der Autobahn A4 bei Parndorf südöstlich von Wien gefunden worden. Dort hat er nach Angaben der Ermittler etwa 24 Stunden gestanden. Noch am Mittwoch soll der Lkw - ein Kühllastwagen mit ungarischem Kennzeichen und dem Logo eines slowakischen Geflügelhändlers - im Raum Budapest gesehen worden sein. Unterdessen rettete die Polizei in Österreich drei entkräftete Kleinkinder aus einem Schlepper-Fahrzeug und bewahrte sie möglicherweise vor dem Verdursten. Ein Lastwagen mit insgesamt 26 Flüchtlingen sei auf der Bundesstraße 148 bei Braunau aufgegriffen worden, teilten die Behörden mit. Die Kinder befanden sich demnach in äußerst schlechtem Gesundheitszustand. Die Flüchtlinge aus Syrien, Afghanistan und Bangladesch kauerten in dem stickigen Wagen auf engstem Raum zusammen. Die Kinder seien wegen Wassermangels benommen gewesen. Sie wurden mit ihren Eltern ins Krankenhaus Braunau gebracht. Ein 29 Jahre alter mutmaßlicher Schlepper wurde festgenommen. "
29.08.2015 21:01 Uhr,Extremismus-Experte kritisiert Politik,"""Heidenau ist ein Fanal für Jahre""","Weniger Worte, mehr Taten und ein klares Bekenntnis zur Hilfe fordert Extremismus-Experte Hajo Funke von deutschen Politikern in der Flüchtlingsfrage. Im Interview mit tagesschau.de erklärt der Politologe, wie es zur Eskalation von Heidenau kommen konnte. tagesschau.de: Bundestagspräsident Norbert Lammert, immerhin zweiter Mann im Staat, hat die Übergriffe gegen Flüchtlinge in Heidenau als ""Schande für unser Land"" bezeichnet. Ist das das richtige Statement zur richtigen Zeit? Hajo Funke: Das Statement kommt zu spät. Die Schande besteht darin, dass Polizei und Politik in Sachsen zwei Tage lang versagt haben. Dieses Versagen von Polizei und Politik erinnert stark an die Ausschreitungen in Rostock-Lichtenhagen vom August 1992. Dort wie jetzt in Heidenau hat man die Eskalation hingenommen. Das ist ein Fanal für Jahre. tagesschau.de: Wann beginnt das Versagen der Politik? Funke: Seit einem Jahr hat Bundeskanzlerin Angela Merkel die Bitte vorliegen, die Hilfe für die Kommunen über die Länder, was die Versorgung von Flüchtlingen angeht, aufzustocken. Das ist nicht ausreichend geschehen. Man wartet auf einen sogenannten Flüchtlingsgipfel, der noch einmal verschoben wurde. Auch Bundesinnenminister Thomas de Maizière wirkt zögerlich, was leider seinem politischen Profil entspricht. So lässt er scheinbar entschiedenen Worten nur wenig Taten folgen. Wenn er sagt ""Wir sind nicht überfordert, wir machen das"", dann muss er es eben auch machen. tagesschau.de: Welches Zeichen müssen deutsche Spitzenpolitiker jetzt setzen? Funke: Die Politik muss sich ohne Wenn und Aber dazu bekennen, Flüchtlingen helfen zu wollen, an deren Seite zu stehen. Alles andere hieße, die Dramatik der Lage in Syrien, Afghanistan, Libyen und auch im Irak zu verkennen. Eine ganze Region ist nach dem Einmarsch der Amerikaner in den Irak ins Rutschen gekommen. Deswegen geht es jetzt auch in Deutschland weniger um Zeichen als um operatives Krisenmanagement, das Chefsache oder Chefinnensache sein muss. tagesschau.de: Wie muss dieses Krisenmanagement aussehen? Funke: Die  Hilfe für die Kommunen muss schnell aufgestockt werden, am besten heute noch. Und: Die Kommunen müssen mit diesem Geld auch bürokratiearm arbeiten können. Dabei kommt es auch darauf an, dass ziviles und behördliches Engagement Hand in Hand gehen. In Berlin-Moabit hat die Initiative ""Moabit hilft"" mehr für Flüchtlinge getan als das zuständige Landesamt für Gesundheit und Soziales. Anders als in den 1990er-Jahren ist diese Einstellung der Bevölkerung eine große Chance, wie man zum Beispiel in Oranienburg sieht. Da entsteht Expertise, wie beim dortigen Bürgermeister Hans-Joachim Laesicke. Die muss bundesweit genutzt werden. Und: Die Politik muss Rechtsextremismus im Ansatz bekämpfen. Die Sächsische Schweiz ist seit mehr als einem Jahrzehnt als Hochburg der Neonazis bekannt. Die NPD sitzt mit bis zu 20 Prozent in den kommunalen Vertretungen, in Heidenau sind es immerhin 7,5 Prozent. tagesschau.de: Warum hat die Politik die Situation nicht besser vorbereitet? Funke: Der Fehler lag in der falschen Reaktion auf die Pegida-Bewegung. Auch hier war die Abgrenzung nicht eindeutig genug. Den Vorwurf muss sich auch Wirtschaftsminister Sigmar Gabriel gefallen lassen, der sich Anfang des Jahres zum Teil recht verständnisvoll über Pegida-Anhänger geäußert hat. Dabei ist es immer Gegenstand von Politik, mit den Ängsten der Menschen umzugehen. Aber es muss der Politik darum gehen, Ängste abzubauen, und nicht darum, Parolen aufzunehmen und diese dann noch zu verstärken. Politik, die Ängste vielleicht auch nur indirekt schürt, ist immer gegen die Demokratie gerichtet. Fakt ist: Nach den rassistisch gefärbten Demonstrationen verzeichneten wir in nur vier Monaten doppelt so viele Übergriffe gegen Flüchtlingsheime wie vorher. Das ermutigte Nachahmertäter. Im Schatten von Pegida konnten sich die Rechtsextremen reorganisieren. Das Interview führte Ute Welty, tagesschau.de "
29.08.2015 02:54 Uhr,EU-Beratungen nach Thalys-Attacke,Sicherheitskontrollen in Bahnhöfen?,"Nach der Attacke im Hochgeschwindigkeitszug Thalys beraten heute die Verkehrs- und Innenminister aus neun europäischen Ländern über Sicherheitsvorkehrungen im Bahnverkehr. Dabei könnte es laut EU auch um Metall-Detektoren oder Videoüberwachung gehen. Es dürfte nur ganz wenige Reisende geben, die in diesen Tagen einen Zug besteigen und dabei völlig ausblenden, was in einem Thalys vor wenigen Tagen passierte. Nachdem ein möglicher Amoklauf in der Bahn mutmaßlich nur knapp vereitelt wurde, treibt die Passagiere die Sicherheitsfrage durchaus um: ""Ich weiß nicht genau, was man tun sollte. Aber irgendetwas sollte man tun"", meint ein Zugreisender in Belgien. Das Land, in dem der mutmaßliche Thalys-Angreifer bewaffnet an Bord des Schnellzuges ging, hat bereits reagiert: In Belgien patrouillieren an den großen Bahnhöfen heute deutlich mehr Polizisten als zuvor. Auch in den Zügen selbst sind bewaffnete Uniformierte häufiger anzutreffen, kontrollieren stichprobenartig das Gepäck von Reisenden. ""Beim Fliegen nehmen wir das ja auch hin - warum also nicht auch hier"", fragt achselzuckend ein Bahnfahrer. Die Frage ist: Auf was müssen sich die Reisenden in Zukunft noch einstellen? Bereits im Jahr 2012 warnte die EU-Kommission in einem Arbeitspapier: Obwohl Straßenbahn, Bus, U-Bahn, Zug und Schnellzug die wichtigsten Beförderungsmittel darstellten, gebe es ""keinen gemeinsamen Sicherheits-Ansatz für den Landtransport in der EU."" Daran hat sich bis heute im Prinzip nichts geändert. An uns liegt das nicht, meint die EU-Kommission: ""Die EU übernimmt keine Polizei- oder Geheimdienst-Aufgaben. Die Verantwortung für die nationale Sicherheit liegt bei den Einzelstaaten"", sagt Natasha Bertaud, die Sprecherin der EU-Kommission. Letztlich sind es also Thomas de Maizière und Co., die Innenminister der EU, die sich auf gesamt-europäische Sicherheitsmaßnahmen für die Schiene einigen müssten. Was die Kommission angeht, so kann sie sich - nach Angaben von Offiziellen, die ungenannt bleiben möchten - alles Mögliche vorstellen. Theoretisch jedenfalls: Metall-Detektoren an Bahnhöfen, Überwachungs-Kameras in den Zügen selbst, ausgebildete Sicherheitsleute nach dem Vorbild der sogenannten Sky-Marshalls, die einige Länder in Flugzeugen einsetzen. Probleme mit dem Recht auf Bewegungsfreiheit, das der Schengen-Raum vorsieht, sieht die EU-Kommission nicht. ""Sicherheitschecks in Zügen sind sehr wohl erlaubt - genau wie bei Flugzeugen."" Problematisch wären hingegen systematische Passkontrollen für alle Passagiere, wie es sie etwa gibt, wenn man mit dem Eurostar von Brüssel oder Paris ins Nicht-Schengen-Land Großbritannien reist. Was Sicherheitschecks angeht, so müssen sich die EU-Staaten nun überlegen, ob überhaupt und wenn ja wie weit sie Bahnhöfe in Flughäfen verwandeln wollen. Sie werden genau prüfen müssen, was Sinn macht und was das Bahnfahren dann doch zu kompliziert und zeitraubend gestaltet. Und wie viel Freiheit sie zugunsten der Sicherheit opfern wollen. "
28.08.2015 17:47 Uhr,Österreich nach dem Flüchtlingsdrama,"71 Tote, vier Verdächtige gefasst","Die Flüchtlingsdrama in Österreich hat die schlimmsten Befürchtungen übertroffen: Aus dem Laderaum des Lastwagens, der an einer Autobahn südöstlich von Wien abgestellt war, wurden 71 Leichen geborgen. Die Menschen sind vermutlich erstickt. Mehrere Verdächtige wurden festgenommen. Bei dem Flüchtlingsdrama im Osten Österreichs sind 71 Menschen gestorben. Wie der burgenländische Landespolizeidirektor Hans Peter Doskozil mitteilte, handelt es sich bei den Opfern um 59 Männer, acht Frauen und vier Kinder. Das jüngste Opfer - ein Mädchen - sei vermutlich erst ein oder zwei Jahre alt gewesen. Woher die Opfer stammten, ist noch nicht klar. Zumindest zum Teil kamen sie aber offensichtlich aus Syrien. Bei der ersten Untersuchung sei ""ein syrisches Reisedokument vorgefunden"" worden. Laut Polizei sind die Menschen vermutlich erstickt. Die Ermittlungen zu den Verantwortlichen für die Flüchtlings-Tragödie zeigen offenbar erste Erfolge. Die ungarische Polizei nahm drei Bulgaren und einen Afghanen fest. Unter den Verdächtigen war der Besitzer des Kühllastwagens und zwei Fahrer. Laut Doskozil handelt es sich mutmaßlich um Mitglieder eines bulgarisch-ungarischen Menschenhändlerrings. Der zuständige Staatsanwalt Johann Fuchs rief die anwesenden Journalisten zu einem respektvollen Umgang mit dem Fall bei der Berichterstattung auf. Sichtlich bewegt schilderte er, dass er am Donnerstag vor Ort gewesen sei und die grauenhaften Zustände persönlich miterlebt habe. Er dankte den Mitarbeitern der Polizei und Rettungsteams für ihre schwierige Arbeit. Ermittler und Gerichtsmediziner sind derzeit damit beschäftigt, den Lkw zu untersuchen und die Toten zu identifizieren. Der Laster wurde dazu auf das Gelände einer ehemaligen veterinärmedizinischen Anstalt in Nickelsdorf gebracht, wo es umfassende Kühlmöglichkeiten gibt. So soll eine weitere Verwesung der Leichen verhindert werden. Genauer sollen die Körper in der Gerichtsmedizin in Wien untersucht werden. Österreichs Innenministerin Johanna Mikl-Leitner (ÖVP) sagte: ""Gestern war für uns alle ein Tag der Trauer, ein Tag der Emotionen"". Es habe sich gezeigt, dass es sich bei Schleppern um Kriminelle handelt, ""und nicht um einfache Fluchthelfer"". Dieser Tag habe nicht nur betroffen gemacht, sondern solle ein ""Auf- und Weckruf"" sein, rasch gemeinsam zu europäischen Lösungen zu kommen. Es sei nun wichtig, aus den Krisen- und Kriegsregionen der Welt ""schnell legale Wege nach Europa zu schaffen"", sagte Mikl-Leitner. Außerdem müsse man mit ""Härte und Null Toleranz"" gegen Schlepper kämpfen. "
28.08.2015 15:15 Uhr,Hintergrund,Wann kann eine Demo verboten werden?,"Egal ob Fest oder Demonstration - bei ""polizeilichem Notstand"" gilt ein Versammlungsverbot. Die rechtlichen Hürden dafür sind hoch . Von Frank Bräutigam, ARD-Rechtsexperte In den Polizeigesetzen der Bundesländer gibt es die Möglichkeit, Versammlungsverbote unter Berufung auf einen ""polizeilichen Notstand"" auszusprechen, also wenn die Behörden zu wenig Einsatzkräfte haben. Im sächsischen Polizeigesetz steht die grundsätzliche Befugnis für so ein Verbot in § 7 (""Maßnahmen gegenüber Unbeteiligten""). Allerdings: die rechtlichen Hürden dafür sind sehr hoch. Denn es handelt sich ja um ein behördliches Verbot auch gegenüber Menschen, von denen gar keine Gefahr ausgeht. Beispiel: Verbot eines friedlichen Festes, weil gewaltsame Demonstrationen dagegen geplant sind, denen die Behörden aus ihrer Sicht nicht Herr werden können. Voraussetzung für ein Verbot ist laut Gesetz, dass auf andere Weise eine unmittelbar bevorstehende Störung der öffentlichen Sicherheit oder Ordnung nicht verhindert werden kann, insbesondere wenn die eigenen Mittel der Polizei nicht ausreichen. Das Bundesverfassungsgericht hat von Behörden vor Ort immer wieder gefordert, dass sie genau belegen können, warum es tatsächlich nicht genügend Einsatzkräfte gibt. Das Anfordern von Verstärkung aus anderen Bundesländern muss eine große Rolle spielen. Außerdem fordert das höchste Gericht die Prüfung, ob man zum Beispiel durch Änderungen des Versammlungsortes einen polizeilichen Notstand vermeiden kann. Unter anderem diese Vorgaben prüfen auch die Verwaltungsgerichte vor Ort bei entsprechenden Eilanträgen von Bürgern. "
27.08.2015 21:44 Uhr,Google gegen EU-Kommission,Die nächste Runde im Dauerstreit,"Verstößt Google gegen Wettbewerbsrecht? Ja, meint die EU-Kommission, etwa indem der Konzern bei der Suche eigene Angebote bevorzuge. Doch das sieht Google explizit anders - und ein Ende des seit Jahren andauernden Streits ist nicht in Sicht. Nach Einlenken im Streit mit der EU klingt das keineswegs - im Gegenteil: ""Wir glauben, dass die vorläufigen Schlussfolgerungen der Kommission falsch sind - sachlich, aber auch in rechtlicher und wirtschaftlicher Hinsicht."" Mit diesen Worten äußerte sich der Internet-Konzern Google in einem Blogbeitrag. Der Streit des US-Riesen mit Brüssel schwelt seit Jahren. Im April jedoch war er offen ausgebrochen. Damals hatte die zuständige Wettbewerbs-Kommissarin offiziell Beschwerde gegen Google eingelegt. Ihr Vorwurf: Der Internet-Anbieter manipuliere Suchergebnisse. Das führe zum Beispiel dazu, dass eigene Dienste wie Google Shopping in den dem Nutzer angezeigten Suchergebnissen günstiger platziert würden als die der Konkurrenz. Und das sei zum Nachteil der Wettbewerber und der Verbraucher. Google selbst sieht das ganz anders und weist unter anderem auf die Marktmacht der Konkurrenten Amazon und eBay hin. Das beweist aus Sicht des Konzerns, dass der Wettbewerb funktioniert. Nun ist in dem Streit also wieder Brüssel an der Reihe. Sollten sich die Europäer und die US-Amerikaner nicht einigen, könnte die EU-Kommission am Ende eine Milliardenstrafe gegen Google verhängen, die der Konzern wiederum vor Gericht anfechten könnte. Ein Ende des Streits ist derzeit überhaupt nicht in Sicht. "
27.08.2015 17:15 Uhr,NATO-Chef in Georgien,"Russland beeindrucken, aber nicht provozieren","Inmitten erneut wachsender Spannungen im Ukraine-Konflikt hat NATO-Generalsekretär Stoltenberg eine andere konfliktträchtige Ex-Sowjetrepublik besucht. In Georgien eröffnete er ein gemeinsames Militärtrainingszentrum. Die damit verbundene Absicht könnte aufgehen. Von Silvia Stöber, tagesschau.de Es ist kein ganz einfaches Terrain, auf das sich NATO-Generalsekretär Jens Stoltenberg heute bei seinem Besuch in Georgien begeben hat. Es ging einerseits darum, der Südkaukasusrepublik Anerkennung und Unterstützung zu zeigen. Andererseits soll dessen übermächtiger Nachbar Russland zwar mit Stärke beeindruckt, aber doch nicht provoziert werden. Ein Zeichen dafür ist der wichtigste Programmpunkt seines Kurzbesuchs: Die Einweihung eines gemeinsamen Trainingszentrums der NATO und Georgiens auf dem Übungsplatz Krtsanisi zehn Kilometer östlich der Hauptstadt Tiflis. Während der Aufbauphase des ""Joint Training and Evaluation Center"" (JTEC) arbeiten sechs NATO-Militärs aus Dänemark, Lettland, Litauen und Norwegen zusammen mit acht georgischen Armeevertretern. Ab 2016 sollen dann georgische Einheiten sowie Soldaten aus der Schwarzmeer-Region und dem Kaukasus in Krtsanisi und anderen Militäreinrichtungen in Georgien trainiert werden. Es geht darum, die Verteidigungsfähigkeit der georgischen Armee zu stärken und die Kompatibilität mit den NATO-Staaten und -Partnern zu erhöhen. Das JTEC ist eine Maßnahme aus einem ""umfangreichen Paket"", das die NATO-Staaten bei ihrem Gipfel im September 2014 in Wales für Georgien beschlossen haben. Dazu zählen Manöver mit NATO-Alliierten und -Partnerländern, der Ausbau des NATO-Verbindungsbüros in Tiflis sowie Beratung des Verteidigungsministeriums in Tiflis. Stoltenbergs Besuch ist den pro-westlichen Parteien in der amtierenden Koalition ""Georgischer Traum"" sehr wichtig. Zwar wächst die Ernüchterung über die NATO, aber eine Mehrheit der Bevölkerung und die Regierung setzen weiter auf die NATO-Mitgliedschaft als Schutz in einer Region, die vom nördlichen Nachbarn Russland dominiert wird. Im Gegenzug für die Annäherung an die NATO engagierte sich Georgien bei internationalen Einsätzen, so in Afghanistan. Bei der derzeit laufenden Mission ""Resolute Support"" ist Georgien mit 885 Soldaten zweitgrößter Truppensteller. Eine Aufklärungskompanie der georgischen Armee bewacht unter deutschem Kommando das Camp Marmal. 130 georgische Soldaten erhielten dafür in Deutschland ein fünfmonatiges Training. Zudem bildete die US-Armee in den vergangenen Jahren 12.000 georgische Soldaten für Auslandsmissionen aus. Auch gemeinsame Manöver gibt es seit längerem. So markieren das neue Trainingszentrum und die weiteren Maßnahmen des NATO-Pakets einen Ausbau der bisherigen Kooperation. Von einer neuen Qualität ist hingegen, dass Verteidigungsministerin Tina Chidascheli am 15. Juni in Paris mit dem Rüstungsunternehmen ThalesRaytheonSystems den Kauf eines Luftverteidigungssystems vereinbarte. Dieser Anschaffungswunsch war Georgien in den vergangenen Jahren verwehrt worden. So umfangreich die Kooperation klingt, es ist nicht die Mitgliedschaft in der Allianz, die Georgien beim NATO-Gipfel 2008 in Bukarest versprochen bekam und die auch Bundeskanzlerin Angela Merkel bei einem Besuch am 17. August 2008 in Tiflis zusagte. Am Ausbruch des Krieges hatte die georgische Führung um den damaligen Präsidenten Michail Saakaschwili ihren Anteil. Russland aber zog entgegen dem Abkommen mit der EU seine Truppen nach dem Einmarsch in Südossetien und die andere abtrünnige Region Abchasien nicht mehr ab. Russland übt de facto die Kontrolle über die beiden abtrünnigen Provinzen aus, wie der russische Kaukasus-Experte Sergey Markedonov sagt. Nicht nur das: Die russischen Militärstützpunkte in Südossetien liegen an den von Ost nach West verlaufenden Transitrouten Georgiens, die Hauptstadt Tiflis ist keine 50 Kilometer entfernt. Mit Verweis auf die Konflikte um Südossetien und Abchasien lehnen die Bundesregierung und andere NATO-Staaten die Aufnahme Georgiens in die NATO ab. Denn die Frage stellt sich heute mehr denn je: Welcher NATO-Staat wäre bereit, Soldaten in einen Kampf gegen russische Truppen zu entsenden? Das NATO-Trainingszentrum und die anderen Maßnahmen im Rahmen des ""umfangreichen Pakets"" können deshalb als Versuch eines Kompromisses verstanden werden, Georgien Unterstützung bei der Stärkung seiner Verteidigungsfähigkeiten zu geben, ohne das Russland dies als Provokation auffasst. Dieses Kalkül scheint im Moment aufzugehen. Reaktionen aus Moskau fallen relativ moderat aus. Markedonov erklärt es damit, dass die russische Führung mit dem 2008 errichteten Status Quo im Südkaukasus zufrieden sei. Zwar sei der Kauf eines Luftverteidigungssystems durch Georgien problematisch, weniger aber das gemeinsame Trainingszentrum der NATO und Georgiens, so Markedonov. Denn eine volle NATO-Mitgliedschaft Georgiens sehe die russische Führung kurz- bis mittelfristig nicht als realistisch an. Außerdem würde die georgische Bevölkerung eine Einmischung Russlands im verbliebenen ""Kern-Georgien"" nicht unterstützen, so Markedonov. "
27.08.2015 14:55 Uhr,Einigung mit westlichen Gläubigern,Ukraine erhält 20 Prozent Schuldenerlass,"Die Ukraine hat nach eigenen Angaben mit den wichtigsten Gläubigern eine Einigung über Schuldenerleichterungen erzielt: Die Kreditgeber seien mit einem Forderungsverzicht von 20 Prozent einverstanden und erlassen dem gebeutelten Land so insgesamt etwa 3,2 Milliarden Euro. Demnach werden der krisengeschüttelten Ex-Sowjetrepublik 20 Prozent ihrer Verbindlichkeiten - rund 3,6 bis 3,8 Milliarden US-Dollar (etwa 3,1 Milliarden Euro) - erlassen. Die Restschuld von etwa 15 Milliarden Dollar solle in einem Zeitraum von 2019 bis 2027 zurückgezahlt werden, hieß es. Das Abkommen sieht auch einen einheitlichen erhöhten Zinssatz von 7,75 Prozent vor. Zuvor lag der Zinssatz bei 7,22 Prozent. Die Umstrukturierung der Schulden in Höhe von 18 Milliarden Dollar solle bis Ende Oktober abgeschlossen sein. Nach Angaben Jareskos stimmt die Vereinbarung mit den Vorgaben des Internationalen Währungsfonds (IWF) überein. Der IWF hatte die Gewährung eines 40 Milliarden Dollar schweren Rettungspakets von einer erfolgreichen Umschuldung abhängig gemacht. Die Ukraine hofft, ähnliche Konditionen für einen russischen Kredit über drei Milliarden Dollar zu erhalten, der am 20. Dezember fällig wird. Mit den nun ausgehandelten Konditionen müsse sich auch Russland abfinden, forderte Jazenjuk. ""Russland wird keine besseren Bedingungen als die restlichen Kreditgeber erhalten"", sagte er. Russlands Finanzminister Anton Siluanow erteilte der Ukraine umgehend eine Absage. Sein Land werde sich nicht an der Umstrukturierung der ukrainischen Schulden beteiligen, sagte er der Agentur Interfax zufolge Präsident Petro Poroschenko beriet sich in Brüssel zugleich mit EU-Kommissionschef Jean-Claude Juncker. Die EU unterstützt das Land mit Finanzhilfen in Milliardenhöhe. Juncker erklärte danach, Menschen der Ukraine können nach seiner Einschätzung auf einen zügigen Wegfall der Visapflicht für Reisen in Mitgliedstaaten der Europäischen Union hoffen. "
