date,topline,headline,content
30.12.2007 10:31 Uhr,Ausblick auf neue EU-Ratspräsidentschaft,Slowenien: Musterland mit Oberkrainer-Sound,"Es ist kaum größer als Hessen, gerade einmal zwei Millionen Menschen leben dort. Und immer wieder wird Slowenien mit der Slowakei verwechselt. In den kommenden sechs Monaten aber wird das Land oft im Mittelpunkt stehen, denn ab Januar übernimmt Slowenien die EU-Ratspräsidentschaft. Von Jörg Paas, ARD-Hörfunkstudio Wien/Südosteuropa Deshalb ganz klar zur Unterscheidung: Die Hauptstadt von Slowenien heißt nicht Bratislava, sondern Ljubljana oder - wie die Österreicher immer noch sagen - Laibach. Minka arbeitet dort als Reiseführerin. Geduldig erklärt sie Touristen die wechselvolle Geschichte: ""Die Slowenen haben einen sehr starken Willen. In den letzten hundert Jahren haben wir zum Beispiel dreimal das System geändert. Vom Kapitalismus in der Habsburger Monarchie zum Kommunismus und jetzt wieder zum Kapitalismus. Alle dreimal haben wir überlebt.“ Im Herzen der Hauptstadt führen die berühmten drei Brücken über den Fluss Ljublanica. Im Sommer laden hier viele Cafés zum Verweilen ein. Ein paar Straßen weiter hat die deutsch-slowenische Handelskammer ihren Sitz. Deutschland ist der wichtigste Wirtschaftspartner Sloweniens, weiß Geschäftsführerin Gertrud Rantzen: ""Das Handelsvolumen hat sich innerhalb der letzten drei Jahre verdoppelt. Der Euro ist bestimmt noch einmal ein richtiger Schub, weil Slowenien für deutsche Unternehmen besonders im Zuliefer-Bereich interessant ist - interessant und extrem zuverlässig."" Das Ausscheren Sloweniens aus dem gemeinsamen Staatenbund läutete vor 16 Jahren gewissermaßen den Anfang vom Ende Jugoslawiens ein. Während der EU-Präsidentschaft Sloweniens könnte die wichtigste Aufgabe nun darin bestehen, mit einer Lösung der Statusfrage für das Kosovo gewissermaßen den Schlussstein für diesen Auflösungsprozess zu setzen. "
28.12.2007 09:20 Uhr,Interview mit Pakistan-Experten Jochen Hippler,"""Derzeit kann niemand Bhuttos Rolle übernehmen""",
27.12.2007 09:48 Uhr,Konflikt um Status des Kosovo,Serbisches Parlament stellt EU-Annäherung in Frage,"Nach einer fast achtstündigen Debatte stimmten 220 Abgeordnete für den Text, 14 waren dagegen und drei enthielten sich. Die Resolution wurde vom pro-europäischen Präsidenten Boris Tadic und dem konservativen Ministerpräsidenten Vojislav Kostunica unterstützt. ""Serbien wird niemals ein unabhängiges Kosovo akzeptieren"", sagte Tadic im Parlament. Kostunica bezeichnete ein unabhängiges Kosovo als ""Marionettenstaat"". Die USA würden ihn nur aus eigenen militärischen und Sicherheitsinteressen anerkennen. Er rief zu weiteren Verhandlungen auf und forderte einen ""Kompromiss"". "
23.12.2007 16:02 Uhr,Neue EU-Außengrenze,Stau jetzt ein paar hundert Kilometer weiter im Osten,"Nur Stunden nach dem Beitritt Ungarns zum Schengener Abkommen kam es an der neuen EU-Außengrenze zur Ukraine bei eisigen Wintertemperaturen zu ersten Staus. Am Übergang Zahony bildete sich am Sonntag in Richtung Ukraine wegen der jetzt deutlich verschärften Kontrollen eine zwölf Kilometer lange Schlange aus Lastwagen. Der ungarische Katastrophenschutz verteilte heißen Tee an die frierenden Fahrer und stellte mobile Toiletten auf. Der ungarische Grenzschutz erklärte das hohe Verkehrsaufkommen damit, dass bedeutend mehr Lastwagen aus dem Westen wegen der jetzt fehlenden Kontrollen an den Grenzen Österreichs, Sloweniens und der Slowakei die ukrainische Grenze erreicht hätten als früher. Die Ukrainer wiederum fertigten nur 20 Lastwagen pro Stunde ab. Die zweitägigen Feiern der EU zur Erweiterung des ""grenzenlosen Europas"" waren gestern mit einer Zeremonie am slowenisch-italienischen Grenzübergang Skofije/Rabuiese beendet worden. Der slowenische Ministerpräsident Janez Jansa nannte die Erweiterung einen ""historischer Tag, der erst in der Zukunft wirklich begriffen werden wird"". Der Schengen-Raum ohne Binnengrenzen umfasst jetzt ein Gebiet mit 400 Millionen Einwohnern. "
21.12.2007 09:42 Uhr,EU-Pläne zur CO2-Minderung,"""Schlacht"", ""Angriff"" oder ""Vernichtungsfeldzug""?","Eigentlich betonen deutsche Politiker gerne und oft ihre Vorreiterrolle beim Klimaschutz. Nach den EU-Vorschlägen zur CO2-Reduzierung bei Neuwagen klingt dies allerdings anders. Jetzt ist von einer ""Schlacht gegen Deutschland"", einem ""industriepolitischen Angriff"" und sogar einem ""Vernichtungsfeldzug"" die Rede. "
20.12.2007 19:47 Uhr,EU-Umweltminister einigen sich,Fliegen nur noch mit Verschmutzungsrechten,"Fluggesellschaften sollen ab 2012 am Handel mit Verschmutzungsrechten teilnehmen. Darauf einigten sich die EU-Umweltminister. Der Emissionshandel ist dann für alle Fluglinien verpflichtend, die in der EU starten oder landen. Die Ticketpreise sollen sich dadurch nur geringfügig erhöhen. Von Michael Becker, ARD-Hörfunkstudio Berlin Bundesumweltminister Sigmar Gabriel begründete das so: ""Wenn wir das nicht machen, dann wird das Wachstum im Flugverkehr dazu führen, dass 25 Prozent unserer Anstrengungen im Klimaschutz aufgefressen werden durch das Wachstum im Luftverkehr."" Das Prinzip entspricht dem, wozu die Industrie heute schon verpflichtet ist: Sie muss Verschmutzungsrechte erwerben, Zertifikate, die erlauben, in gewissem Umfang Kohlendioxid auszustoßen. Und wer besonders sauber ist, kann sogar noch einen guten Schnitt machen. Verschmutzungszertifikate können nämlich auch verkauft werden an Mitbewerber, die die Umwelt mehr belasten. Die EU-Kommission will, dass im ersten Jahr knapp 90 Prozent der Zertifikate umsonst vergeben und zehn Prozent versteigert werden. Ein Jahr später, also ab 2013, könnten dann schon 50 Prozent frei gehandelt werden - so will es zumindest der Bundesumweltminister: ""Der Luftverkehr muss beitragen zum Klimaschutz,"" betonte Gabriel. ""Dazu gibt es keine Alternative."" Dahinter steckt die Erkenntnis, dass der Flugverkehr in den vergangenen Jahren stark gewachsen ist - vor allem durch Billigangebote. Flugzeuge sind damit durchaus zu einer Belastung für die Umwelt geworden, denn sie stoßen große Mengen Kohlendioxid aus. Ziel der EU ist, auch die Amerikaner in das System mit einzubeziehen. Bisher weigern sich die USA strikt, aber die EU möchte die europäischen Fluggesellschaften nicht einseitig belasten: ""Wir wollen für alle gleiche Wettbewerbsbedingungen schaffen"", sagte Gabriel. Die USA seien ""nicht gerade der Vorreiter im Klimaschutz"" und deshalb müsse man sich dieser Botschaft nicht anschließen. Ziel ist also, dass auch die amerikanischen Gesellschaften ab 2012 für die Luftverschmutzung durch ihre Flugzeuge zahlen müssen. Denn eins ist sicher: Die Kosten werden zu einem großen Teil an die Kunden weiter gegeben - das bedeutet, die Ticketpreise steigen - wenn auch mäßig. Die EU-Kommission hat ausgerechnet, dass Flüge innerhalb Europas um fünf bis neun Euro teurer werden, sobald das System greift - ein Flug nach New York dagegen um 40 Euro. Noch sind die Pläne aber nicht unter Dach und Fach, es fehlt die Zustimmung des Europa-Parlaments. Dort ist man der Ansicht, dass die Fluggesellschaften schon ein Jahr früher, nämlich ab 2011, für die Luftverschmutzung durch ihre Flugzeuge bezahlen sollten. "
20.12.2007 19:35 Uhr,CO2-Auflagen der EU-Kommission,Merkel kritisiert Brüsseler Pläne als nicht hinnehmbar,"Für Bundeskanzlerin Angela Merkel sind die Pläne der Europäischen Kommission für Auto-Abgasregelungen ""ärgerlich"" und nicht hinnehmbar. Gegenüber dem Südwestrundfunk sagte Merkel, ""wenn man die Hersteller von großen Autos industriepolitisch treffen will und ihnen Barrieren auferlegt, die nichts mit Klimaschutz zu tun haben, dann trifft das auf meinen Widerspruch"". Mit den CO2-Einsparzielen sei die Bundesregierung einverstanden, aber nicht mit der einseitigen Benachteiligung bestimmter Firmen. Merkel sagte voraus, dass der europäischen Rat der Regierungschefs das gesamte Paket noch einmal verändern werde. Merkel verteidigte noch einmal die Klimaschutz-Beschlüsse der jüngsten Zeit. Man werde auch im privaten Bereich noch prüfen, wo man noch Anreize setzen kann. „Wir haben unser Klimaschutzpaket ganz fest auf Anreize aufgebaut"", betonte sie. Man werde die Kraftzeugsteuer so schnell wie möglich vom Hubraum auf Benzinverbrauch umstellen, so dass sparsamere Autos dann auch billiger bei der Steuer würden, kündigte die Kanzlerin an. Die Bundeskanzlerin sprach sich erneut gegen einen einheitlichen, flächendeckenden Mindestlohn aus. Dadurch könnten Arbeitsplätze verloren gehen. Gestärkt werden müsse stattdessen die Tarifautonomie. Mit Blick auf den Post-Mindestlohn sagte Merkel, sie werde sich in den kommenden Monaten sehr genau anschauen, wie viele Arbeitsplätze dadurch verloren gegangen seien. Entscheidend ist ihrer Ansicht nach nicht, was die politischen Parteien wollen, sondern die Branchen, die ebenfalls einen Mindestlohn wollen, sollen bis Ende März einen Antrag dafür stellen. Einen Tag vor dem Wegfall der Grenzkontrollen zu Polen und Tschechien durch die Erweiterung des so genannten Schengen-Abkommens versuchte Merkel, Ängste der Bürger vor einer steigenden Kriminalität zu zerstreuen. Durch gemeinsame Polizeizentren und gemeinsame Aktionen der Polizeien der Länder sei Vorsorge getroffen. ""Wir werden sehr genau beobachten, was in diesen Grenzräumen passiert"", kündigte Merkel zugleich an. Im kommenden Jahr wird sich die Arbeit der Großen Koalition nach den Worten Merkels auf die Reform der Erbschaftssteuer, weitere Qualifizierungsmaßnahmen für Arbeitnehmer und die Gesundheitsreform konzentrieren. Die Krankenkassen müssten entschuldet und ein einheitlicher Kassenbeitrag festgesetzt werden. ""Da können wir bei den anstehenden vier Landtagswahlen nicht zaudern und uns den ganzen Tag mit Wahlkampf aufhalten"", so die Kanzlerin. Ihre Bilanz des Jahres 2007: ""Diese Große Koalition hat Etliches auf den Weg gebracht, was Deutschland noch viele Jahre prägen wird!"" Das komplette Interview mit Kanzlerin Merkel finden Sie hier "
20.12.2007 02:18 Uhr,CO2-Auflagen der EU-Kommission,Gestörtes Klima zwischen Berlin und Brüssel,"Die von der EU-Kommission vorgeschlagenen Klimaschutz-Auflagen für Neufahrzeuge stoßen bei der Bundesregierung auf erheblichen Widerstand. Bundeskanzlerin Angela Merkel lehnte die Grenzwerte strikt ab. ""Ich glaube, dass hier Industriepolitik gemacht wird zulasten deutscher Autohersteller"", sagte Merkel. Auch Bundesumweltminister Sigmar Gabriel nannte die geplanten Grenzwerte ""nicht fair"". Autohersteller dürften für technologisch gute Entwicklungen nicht bestraft werden. Zwar müssten große Fahrzeuge durchaus stärker zur Emissionsminderung beitragen als kleinere und mittlere. Es gehe aber nicht, dass an 50 Prozent der französischen Fahrzeuge überhaupt nichts gemacht werden müsse, während in Deutschland 98 Prozent betroffen seien, sagte der SPD-Minister der ""Süddeutschen Zeitung"". Es entstehe der Eindruck, Brüssel wolle weniger dem Klima, sondern mehr den Kleinwagen-Konzernen in Frankreich und Italien helfen. Die Kommission will den CO2-Ausstoß von Neufahrzeugen ab 2012 auf durchschnittlich 120 Gramm pro Kilometer verringern, wobei mit Motorentechnik ein Durchschnittswert von 130 Gramm erreicht werden soll. Vor allem die deutschen Premium-Hersteller BMW und Daimler müssten danach ihren CO2-Ausstoß bis 2012 deutlich reduzieren. CSU-Landesgruppenchef Peter Ramsauer sprach in der ""Frankfurter Rundschau"" von einem ""knallharten Angriff auf die deutsche Wirtschaft"". Die Kommission müsse ""wissen, an wessen Tropf sie ganz wesentlich hängt"", drohte Ramsauer. Wegen Merkels Unterstützung für die deutschen Autobauer kam Kritik von den Grünen. Die Bundeskanzlerin habe ""wenig Tage nach dem Klimagipfel von Bali die Seiten gewechselt und sich zum Helfer der Spritfresser-Industrie gemacht"", sagte die Fraktionschefin der Grünen, Renate Künast, ebenfalls in der ""FR"". "
19.12.2007 23:03 Uhr,EU stellt Klimaauflagen für Autobauer vor,Neuwagen werden um mehr als 1000 Euro teurer,"Nach Berechnungen der Kommission werden die Auflagen den Preis eines Neuwagens um durchschnittlich 1300 Euro in die Höhe treiben. Durch sinkende Spritkosten könnten jedoch über die Lebenszeit eines Autos ""durchschnittlich 2700 Euro eingespart werden"", erklärten Experten der Brüsseler Behörde. Halten die Hersteller die Vorgaben nicht ein, drohen bereits ab 2012 gestaffelte Strafen. Die Strafe soll von zunächst 20 Euro pro zu viel ausgestoßenem Gramm Kohlendioxid pro Neuwagen auf 95 Euro bis 2015 steigen. Besonders die deutschen Autohersteller, die im Vergleich zur italienischen oder französischen Autoindustrie besonders viele große und schwere Fahrzeuge herstellen, müssen nach den Vorstellungen von EU-Umweltkommissar Stavros Dimas den Abgas-Ausstoß ihrer Fahrzeuge nun massiv senken. Zwar werde bei der Berechnung der Werte für die einzelnen Auto-Hersteller die durchschnittliche Größe ihrer Fahrzeuge berücksichtigt. Für BMW und Daimler liegen die Grenzwerte also höher als etwa für Fiat. Dennoch müssten sich die Premium-Hersteller besonders anstrengen, sagte Dimas: ""Alle Hersteller werden ihre Emissionen verringern müssen, aber Hersteller großer Fahrzeuge müssen mehr tun."" Bundeskanzlerin Angela Merkel sagte, der Vorstoß der Kommission gehe zulasten Deutschlands und der deutschen Industrie. ""Daher sind wir nicht zufrieden."" Der eingeschlagene Weg der Kommission sei nicht sinnvoll. Regierungssprecher Thomas Steg ergänzte, dass die deutschen Hersteller schwerer Autos es nicht schafften, die EU-Vorgaben zu erfüllen. Der Vorschlag halte sich zudem ""nicht an bisherige Absprachen"". Über das Thema werde nun in Brüssel zu reden sein, sagte Steg. ""Für die Bundesregierung ist dieses Verhalten der EU-Kommission nicht erklärlich."" Bundeswirtschaftsminister Michael Glos warnte vor einem ""Vernichtungsfeldzug"" gegen die deutsche Autoindustrie. ""Die drastischen Strafzahlungen, die jetzt schon absehbar sind, gefährden am Ende tausende von Arbeitsplätzen in Deutschland. Das müssen wir verhindern"", sagte Glos der ""Bild""-Zeitung. Der Vorschlag der EU-Kommission enthalte eine extrem überproportionale Belastung größerer Autos, die vornehmlich in Deutschland gebaut würden, sagte Glos dem ""Handelsblatt"". ""Unter dem Deckmantel des Umweltschutzes wird hier massive Interessenpolitik betrieben."" Bundesumweltminister Sigmar Gabriel kritisierte die Vorschläge zuvor ebenfalls als ""Wettbewerbskrieg"" gegen die deutschen Hersteller. Das Gesetz soll dazu beitragen, die ehrgeizigen Ziele der EU zum Klimaschutz zu erreichen, die im März auf einem EU-Gipfel unter Vorsitz von Bundeskanzlerin Angela Merkel beschlossen worden waren. Von Kraftfahrzeugen gingen zwölf Prozent der gesamten Emissionen in der EU aus, erklärte die Kommission. Dieser Ausstoß an CO2 werde durch die neuen Vorschriften um 19 Prozent gesenkt. In der EU-Kommission und unter den Mitgliedsländern wurde über den Plan bereits heftig gestritten. Die EU hat sich einerseits mit ehrgeizigen Zielen an die Spitze der weltweiten Bewegung zum Klimaschutz gestellt, um die katastrophale Erderwärmung aufzuhalten. Andererseits stehen die wirtschaftlichen Interessen der Autoindustrie und damit Hunderttausende Arbeitsplätze auf dem Spiel. Der deutsche Industriekommissar Günter Verheugen warnte davor, den Konzernen unzumutbare Kosten aufzubürden. Den Vorschlägen der EU-Kommission müssen die Mitgliedstaaten noch zustimmen. Die Bundesregierung hatte bereits Widerstand angekündigt. Sie fürchtet Wettbewerbsnachteile für deutsche Hersteller. "
19.12.2007 16:37 Uhr,Bundeskabinett billigt Ratifizierung,Ein Schrittchen näher zum Reformvertrag,"Ferner billigten die Minister einen überarbeiteten Gesetzentwurf zum Jugendschutz. Er enthält nicht mehr die umstrittene Passage, die verdeckte ""Testkäufe"" mit Jugendlichen möglich machen sollten, um verbotenen Handel unter anderem mit Alkohol zu unterbinden. Außerdem will Familienministerin Ursula von der Leyen mit dem Gesetz den Zugang zu ""schwer jugendgefährdenden"" Computerspielen erschweren. Das Kabinett billigte auch die Ausweitung des Entsendegesetzes auf einen Mindestlohn für Briefzusteller. Nun muss nur noch der Bundesrat zustimmen, damit der Post-Mindestlohn am 1. Januar in Kraft treten kann. Der Bundestag hat bereits zugestimmt. "
