date,topline,headline,content
30.05.2013 22:50 Uhr,Treffen von Merkel und Hollande,"Beschlüsse, aber kaum Harmonie","Kanzlerin Merkel und Frankreichs Präsident Hollande haben einen hauptamtlichen Eurogruppen-Chef gefordert. Inhaltlich bewegt sich im deutsch-französischen Duo also wieder etwas. Viel Harmonie kam in Paris aber nicht auf - dafür ein peinlicher Versprecher. Eigentlich sollte das Treffen von Angela Merkel und François Hollande in Paris ein Schönwettertermin sein, es sollte deutsch-französische Einigkeit demonstrieren. Doch das mit dem schönen Wetter hat nicht funktioniert, es goss wie aus Kübeln. Und das mit der Einigkeit kam auch nicht so überzeugend rüber. Dabei haben die beiden sich sichtbar Mühe gegeben und ihre vorgestellten Initiativen als Fortführung des Elysée-Vertrages bezeichnet. Zum Beispiel die Einführung eines hauptamtlichen Eurogruppen-Chefs. ""Wir sind uns einig, dass es mehr Treffen der Eurogruppe geben muss, mit einem Vollzeitpräsidenten. Dieser muss mehr Mittel zur Hand haben, um in Richtung Beschäftigung, Forschung oder Industrie aktiv werden zu können"", sagte Hollande. Dieser Vorschlag wird auf jeden Fall für Schlagzeilen und Diskussionen sorgen. Allerdings sind nach wie vor viele Fragen offen: Welche Befugnisse und Sanktionsmöglichkeiten wird dieser neue Euro-Superminister haben? Es war Hollande selbst, der erst kurz vor dem Treffen mit Merkel die EU-Kommission zurückgewiesen hatte. Diese hatte eine Rentenreform in Frankreich angemahnt, doch Hollande konterte: Er wolle sich von der EU nichts diktieren lassen. Auch auf der gemeinsamen Pressekonferenz mit der Kanzlerin betonte er diese Position: ""Wir müssen Reformen durchführen, das habe ich selbst gesagt. Aber die Details und die Art und Weise, das ist Sache unserer Regierung. Sonst haben wir doch keine Souveränität mehr."" Aber wenn man eine gemeinsame Wirtschaftsregierung mit einem eigenen Budget installieren will, dann kann das eigentlich nur funktionieren, wenn die einzelnen Länder auch Kompetenzen abgeben. Ein heikles Thema, wie der Fall Frankreich gerade erst beweist. Vielleicht scheuen sich beiden deshalb auch tatsächlich das Wort ""Wirtschaftsregierung"" in den Mund zu nehmen. Selbst Angela Merkel spricht von ""Governance"" der Eurozone - unter dem sie aber offenbar schon etwas anderes versteht als ihr französischer Kollege: ""Ich kann nicht einen Solidaritätsmechanismus auf europäischer Ebene ansiedeln und anschließend macht jeder sein Budget wie er gerade lustig ist. Es wird ohne die Aufgabe von Souveränitätsrechten nicht gehen."" Es gibt also offensichtlich nach wie vor noch viel Gesprächsbedarf zwischen Deutschland und Frankreich. Und ein bisschen vertrauter müssen Merkel und Hollande auch noch werden. Denn beim ersten offiziellen Auftritt der Kanzlerin im Elysée-Palast verhaspelte sich Merkel doch tatsächlich in der Anrede: ""Und François Mitter..., eh, Hollande. Ich sage schon Mitterrand, aber das war ein früherer Präsident."" Auch sonst gab es keine kleinen Gesten des Vertrauens in Paris, keine direkte Anrede während der Pressekonferenz, kein ""Mein lieber Francois"", kein ""Meine Freundin Angela"". Soviel ist klar: der Wille in Europa wieder als deutsch-französischer Motor zu funktionieren ist durchaus da, nur in der Praxis ist das gar nicht so einfach. "
30.05.2013 22:02 Uhr,Syrische Opposition will nicht teilnehmen,Friedenskonferenz rückt in weite Ferne,"Die von Russland und den USA geplante Friedenskonferenz für Syrien steht vor dem Aus: Die größte Oppositionspartei, die Syrische Nationale Koalition, will angesichts der Eskalation im Bürgerkrieg an dem Treffen in Genf nicht teilnehmen. ""Die Nationale Koalition wird weder an einer internationalen Konferenz teilnehmen noch andere Bemühungen unterstützen, so lange die Milizen des Iran und der Hisbollah ihre Invasion Syriens fortsetzen"", sagte der amtierende Präsident der Syrischen Nationalen Koalition, George Sabra, in Istanbul. Der Oppositionsverband berät bereits seit einer Woche in Istanbul über sein künftiges Vorgehen. Er gilt als größte und einflussreichste Gruppe der Regierungsgegner. Die vom Iran unterstützte libanesische Schiitenmiliz Hisbollah kämpft an der Seite der Truppen des syrischen Präsidenten Baschar al Assad um die Kontrolle der Rebellenhochburg Al Kussair westlich von Damaskus. Auch der Iran unterstützt die Assad-Führung unter anderem mit Geld, Waffen und Beratern. Trotz der schwierigen Bedingungen wollen Russland, die USA und die Vereinten Nationen nach Angaben aus Moskau am 5. Juni Details der geplanten Genfer Friedenskonferenz besprechen. Das hätten der russische Außenminister Sergej Lawrow und sein US-Kollege John Kerry zu Wochenbeginn bei ihrem Treffen in Paris verabredet, meldeten russische Agenturen unter Berufung auf das Moskauer Außenministerium. Lawrow hatte der syrischen Opposition zuvor vorgehalten, die geplante Genfer Konferenz durch ""unerfüllbare Bedingungen"" zu sabotieren. Ein von der Opposition gefordertes Ultimatum für den Rücktritt Assads werde es so jedenfalls nicht geben: ""Diese Bedingungen sind unerfüllbar, niemand wird ein Ultimatum setzen."" Unterdessen verkündete Assad in einem Interview mit dem Hisbollah-Fernsehsender ""Al Manar"", dass seine Armee erste Teile des russischen Flugabwehrsystems S-300 erhalten habe. ""Alle Vereinbarungen mit Russland werden eingelöst und einige wurden es vor Kurzem bereits"", sagte Assad. ""Das militärische Kräfteverhältnis hat sich jetzt komplett zugunsten der Armee verschoben."" Russland ist der wichtigste internationale Verbündete Assads. Insbesondere umstrittene Waffenlieferungen an Damaskus brachten Moskau zuletzt scharfe Kritik des Westens ein. Moskau beruft sich dabei jedoch auf die Erfüllung bereits geschlossener Verträge. Aus Israel, das noch Anfang der Woche mit einer angemessenen Antwort auf die russischen Lieferungen gedroht hatte, kam zunächst keine Reaktion. ""Wir wissen, was zu tun ist, sollten die Raketen in Syrien eintreffen"", hatte Verteidigungsminister Mosche Jaalon bereits am Dienstag gesagt. "
30.05.2013 20:42 Uhr,Treffen von Merkel und Hollande,Ein Vollzeit-Chef für die Eurogruppe?,"Im Kampf gegen die Wirtschaftskrise in Europa haben Deutschland und Frankreich einen gemeinsamen Kurs für den nächsten EU-Gipfel Ende Juni in Paris festgelegt. Eine der Kernforderungen ist die Berufung eines hauptamtlichen Präsidenten der Eurogruppe. ""Wir sind uns einig darüber, dass es mehr europäische Gipfel mit einem Vollzeitpräsidenten für die Eurogruppe geben sollte"", sagte der französische Staatschef François Hollande. Zurzeit werden die Sitzungen der Euro-Finanzminister von dem niederländischen Ressortchef Jeroen Dijsselbloem vorbereitet und geleitet. Seine Hauptaufgabe ist allerdings sein Amt als Finanzminister in den Niederlanden. ""Der Stabilitäts- und Wachstumspakt wird immer erst dann wirksam, wenn wir bereits im Ungleichgewicht sind, wenn wir uns Defizitverfahren nähern"", bemängelte Merkel. Dies sei jedoch ""keine dauerhafte Grundlage"". Deshalb seien ""mehr wirtschaftspolitische Koordinierung"" und eine ""stärkere Zusammenarbeit in der Eurogruppe"" und mit all jenen, die ""mitarbeiten"" wollten. Von einer Wirtschaftsregierung für die Eurozone, die Hollande kürzlich angeregt hatte, sprach Merkel am Donnerstag indes nicht. Als eines der Hauptprobleme in der gemeinsamen Währungszone bezeichneten sowohl Merkel als auch Hollande die hohe Jugendarbeitslosigkeit. Für den Kampf dagegen soll die Eurogruppe nach dem Willen Deutschlands und Frankreichs ein eigenes Budget erhalten. Merkel betonte, die im EU-Haushalt der Jahre 2014 bis 2020 dafür vorgesehenen sechs Milliarden Euro könnten über einen kürzeren Zeitraum, beispielsweise zwei Jahre, ausgegeben werden. Erstmals seit Hollandes Wahl trafen sich die konservative Deutsche und der sozialistische Franzose, um bilateral einen EU-Gipfel vorzubereiten. Bisher waren solche Vorgespräche der beiden führenden EU-Nationen seit Hollandes Amtsantritt eher beiläufig erledigt worden. Unterdessen nahm Bundesaußenminister Guido Westerwelle Frankreichs Präsidenten gegen Kritik aus den Reihen der schwarz-gelben Koalition in Schutz. ""Es wäre klug, dass alle mit einem sehr konstruktiven Ansatz an die derzeitigen schwierigen Gespräche und Verhandlungen in Europa herangehen"", sagte Westerwelle bei einem Besuch in Kanadas Hauptstadt Ottawa. ""Die deutsch-französische Freundschaft ist das kostbarste Juwel im europäischen Schatz"", sagte Westerwelle. Alle Meinungsunterschiede sollten deshalb ""ohne emotionale Gereiztheiten"" ausgetragen werden. Hollande hatte kurz vor seinem Treffen mit Merkel eine Welle der Kritik aus der deutschen Regierungskoalition ausgelöst. Nachdem er sich gestern Abend ein ""Diktat"" von Reformvorschlägen aus Brüssel verbeten hatte, warfen ihm mehrere Unions-Politiker vor, er missachte den ""Geist und die Buchstaben"" der EU-Verträge. ""Wenn ein Land in der EU und der Euro-Zone glaubt, sich nicht an Verabredungen halten zu müssen, ist dies besorgniserregend"", sagte der stellvertretende Unions-Fraktionsvize Michael Fuchs. Die Kommission hat Frankreich zwei Jahre mehr Zeit gegeben, um das Drei-Prozent-Defizit-Ziel zu erreichen. In ihren ""länderspezifischen Empfehlungen"" hatte sie am Mittwoch den EU-Staaten auch eine Forderungsliste mit anzupackenden Reformen in der Wirtschafts- und Sozialpolitik übermittelt. In Frankreich wird etwa eine Rentenreform angemahnt. "
30.05.2013 19:56 Uhr,Pläne von EU-Kommissarin Kroes,Roaming-Gebühren sollen ganz fallen,"EU-Kommissarin Kroes packt vor den Sommerferien ein populäres Thema an: Sie will die Gebühren für Handy-Telefonate und Internetnutzung im Ausland gleich ganz abschaffen. Die EU ist wichtig für die Bürger - so die Botschaft der Kommissarin. ""Mach schnell, ich bin im Ausland, sonst wird’s zu teuer."" Wer im Urlaub telefoniert und keinen speziellen Auslandstarif gebucht hat, muss sich kurz fassen oder eine saftige Telefonrechnung in Kauf nehmen. Gleiches gilt für all die, die im Ausland gern mit dem Smartphone mal eben E-Mails abrufen oder im Internet surfen. Doch geht es nach dem Willen der zuständigen EU-Kommissarin Neelie Kroes, dann sollen wir künftig im Ausland genauso unbedarft losquasseln und im Netz surfen können wie daheim: Die Kommissarin will die Roaming-Gebühren ganz abschaffen. Vor Abgeordneten des Europaparlaments warb sie für ihre Idee: ""Ich möchte, dass Sie in Ihre Wahlkreise fahren und sagen können, dass wir Schluss machen können mit den Roaming-Kosten."" Der Zustimmung der Europäer darf sich die Kommissarin sicher sein. Schließlich würde die Umsetzung des Vorschlags deren Geldbeutel direkt entlasten. Und eine Frist zur Umsetzung ihrer Idee hat Neelie Kroes auch gleich mitgeliefert. Sie bat die Europaabgeordneten: ""So sagen Sie mir, werden Sie mich unterstützen und etwas Besonderes schaffen bis zu den Europa-Wahlen?"" Die sollen nächstes Jahr Ende Mai stattfinden. Das heißt: Bis Ostern müssten die Parlamentarier entsprechende Vorschläge verabschieden, dann könnte noch alles vor den Wahlen beschlossen sein. Ein Geschenk an die Wähler also. Doch offiziell spricht die Kommissarin vom europäischen Binnenmarkt, zu dem Roaming-Gebühren einfach nicht passen. Sollten die Europaabgeordneten und die EU-Staaten zustimmen, dann könnten die unbeliebten Auslandsgebühren 2015 wirklich komplett wegfallen. "
30.05.2013 16:19 Uhr,Merkel und Hollande treffen sich,Den Motor wieder in Schwung bringen,"Bundeskanzlerin Angela Merkel ist zu einem eintägigen Arbeitsbesuch in Paris eingetroffen. Bei dem Gespräch mit dem französischen Präsidenten François Hollande geht es um die nächsten Schritte, um die Eurokrise zu bewältigen und das Wirtschaftswachstum in Europa zu steigern. Deutschland und Frankreich wollen dazu einen Bericht vorlegen. Insbesondere in Fragen der Eurokrise vertreten Hollande und Merkel unterschiedliche Positionen. Der französische Präsident hatte sich in der Vergangenheit für eine Abkehr vom strikten Sparkurs in Europa ausgesprochen, Merkel hingegen gilt als dessen Verfechterin. Trotz der Meinungsverschiedenheiten in der Wirtschafts- und Haushaltspolitik vermieden beide Seiten einen öffentlichen Streit. Hollande sprach stattdessen von einer Beziehung der ""freundschaftlichen Spannungen"". Für Aufregung hatte Ende April der Entwurf eines Positionspapiers von Hollandes sozialistischer Partei gesorgt, in dem eine ""egoistische Unnachgiebigkeit"" der ""Sparkanzlerin"" Merkel angeprangert wurde. Die umstrittenen Passagen wurden später aus dem Papier gestrichen. Das Pariser Treffen dient außerdem der Vorbereitung des nächsten EU-Gipfels Ende Juni, wo es um die Stärkung der Wirtschafts- und Währungsunion gehen soll. Ziel ist eine gemeinsame Initiative für weitere EU-Reformen. Hollande hält diesbezüglich am französischen Plan für eine Wirtschaftsregierung in der Eurozone fest. Am Mittwoch hatte sich der französische Präsident nach Bekanntgabe der neuen EU-Finanzempfehlungen Reformvorgaben aus Brüssel in scharfer Form verbeten. ""Die EU-Kommission hat uns nicht zu diktieren, was wir zu machen haben"", sagte er laut Nachrichtenagentur AFP. Die EU-Kommission habe Paris lediglich zu sagen, dass die öffentlichen Finanzen in Ordnung gebracht werden müssten. Welcher Weg dahin der richtige sei, bestimme Frankreich selbst. Zuvor hatte die Brüsseler Behörde Frankreich bei der jährlichen Überprüfung von Budgetplänen zwar mehr Zeit zum Sparen eingeräumt, im Gegenzug aber konkrete Reformvorschläge gemacht, etwa beim Thema Rentenreform. Frankreich steckt in einer Wirtschaftskrise und kämpft gegen eine hohe Jugendarbeitslosigkeit, sie liegt derzeit bei 26,5 Prozent. Am Dienstag hatten Deutschland und Frankreich eine Initiative vorgestellt, die das Problem der Jugendarbeitslosigkeit europaweit mit verschiedenen Maßnahmen angehen will. Unmittelbar vor dem Besuch von Merkel in Frankreich forderte FDP-Fraktionschef Rainer Brüderle das Land zu mehr Reformen auf. ""Um endlich das Wachstum in ganz Europa anzukurbeln, braucht Frankreich Reformen, die die Wettbewerbsfähigkeit stärken"", sagte Brüderle der ""Rheinischen Post"". Es werde Zeit für die Besinnung auf mehr soziale Marktwirtschaft statt sozialistischer Staatswirtschaft, fügte der FDP-Politiker hinzu. Er sei sich sicher, dass ""die Bundeskanzlerin, wie es sich unter Freunden gehört, das intern deutlich ansprechen wird"". Das erste Jahr der sozialistischen Präsidentschaft sei ""ein verlorenes Jahr"" gewesen, sagte Brüderle. Europa könne ""nicht länger auf Frankreich warten"". "
30.05.2013 13:02 Uhr,EU einigt sich auf Schengen-Reform,Grenzen dicht als letztes Mittel,"Die Länder des Schengen-Raums dürfen künftig in Ausnahmefällen leichter wieder Grenzkontrollen einführen. Die EU-Mitgliedstaaten, das Europaparlament und die EU-Kommission einigten sich nach langen Verhandlungen auf einen neuen Notfall-Mechanismus. Danach können etwa bei der Ankunft zahlreicher Flüchtlinge die nationalen Grenzen für insgesamt bis zu zwei Jahre geschlossen werden, wie EU-Innenkommissarin Cecilia Malmström mitteilte. Die Kommission werde aber kontrollieren, dass diese Möglichkeit nicht durch die nationalen Regierungen missbraucht werde. Die EU-Innenminister wollen die Einigung Ende der kommenden Woche bei einem Treffen in Luxemburg offiziell bestätigen. Sie hatten die Möglichkeit zur Wiedereinführung von Grenzkontrollen in Europa gefordert, wenn sie das Funktionieren des Schengen-Raums etwa durch viele Flüchtlinge bedroht sehen. Gedacht ist der Mechanismus als letztes Mittel, wenn die Schengen-Außengrenze durch eines der Mitgliedsländer trotz EU-Unterstützung nicht wirksam geschützt wird. Auslöser der Neuregelung war unter anderem die Ankunft zahlreicher Flüchtlinge aus Nordafrika während des Arabischen Frühlings. Die letzte Erweiterung des Schengenraumes um Rumänien und Bulgarien hatte Deutschland im März verhindert. Die Länder seien ""noch nicht reif"" für Schengen, hatte Bundesinnenminister Hans-Peter Friedrich den Schritt begründet. Vor knapp zwei Jahren hatte die damalige dänische Regierung Kontrollen an den Grenzen zu Deutschland und Schweden wieder eingeführt. Damals drohte die EU-Kommission mit rechtlichen Schritten. ""Die Kommission wird nicht zögern, alle zur Verfügung stehenden Mittel einzusetzen, um den freien Personen-, Waren- und Dienstleistungsverkehr zu garantieren"", sagte Malmström im Juli 2011. Nach dem Regierungswechsel im Oktober 2011 schaffte die neue Regierung unter Ministerpräsidentin Helle Thorning-Schmidt die umstrittene Regelung wieder ab. "
29.05.2013 21:43 Uhr,Reform- und Sparempfehlungen der EU-Kommission,"Hollande wettert gegen ""Brüsseler Diktat""","Nach Bekanntgabe der neuen EU-Finanzempfehlungen hat sich Frankreichs Präsident Francois Hollande Reformvorgaben aus Brüssel in scharfer Form verbeten. ""Die EU-Kommission hat uns nicht zu diktieren, was wir zu machen haben"", sagte er laut Nachrichtenagentur AFP am Rande eines Besuchs in der Region Midi-Pyrénéés. Die EU-Kommission habe Paris lediglich zu sagen, dass die öffentlichen Finanzen in Ordnung gebracht werden müssten. Welcher Weg dahin der richtige sei, bestimme Frankreich selbst. Konkret stellte sie Hollandes Regierung für das kommende Jahr mehrere Aufgaben. Zur Gesundung der Staatsfinanzen forderte die Brüsseler Behörde noch bis Jahresende Maßnahmen zur Reform des Rentensystems, um die defizitäre staatliche Pensionskasse bis spätestens zum Jahr 2020 finanziell auszugleichen. Zudem verlangte Brüssel, dass Frankreich die Arbeitskosten reduziert. Darüber hinaus soll die Regierung gegen die hohe Jugendarbeitslosigkeit vorgehen, die Exportstärke der Unternehmen fördern, die Wettbewerbsfähigkeit des Dienstleistungssektors erhöhen und das Steuersystem vereinfachen. Der Kommission zufolge soll Frankreich sein Defizit in diesem Jahr auf 3,9 Prozent bringen, dann im kommenden Jahr auf 3,6 Prozent und es 2015 schließlich auf 2,8 Prozent des Bruttoinlandsprodukts drücken. Ein solcher Aufschub der Sparvorgaben ist möglich, wenn ein Land geforderte Reformen erfüllt, aber aufgrund schlechter Wirtschaftsdaten Probleme bei der Einhaltung der Defizitregeln hat. Neben Frankreich sollen auch Spanien, die Niederlande, Polen, Portugal und Slowenien mehr Zeit zum Sparen erhalten. Gegen Malta wird den Angaben zufolge hingegen ein Verfahren eröffnet. Freuen dürfen sich hingegen die Italiener: Sie sollen aus dem Defizit-Strafverfahren der EU entlassen werden. Falls der Schritt von den EU-Finanzministern bestätigt wird, entgeht die hoch verschuldete drittgrößte Volkswirtschaft der Eurozone der drohenden Gefahr von Geldbußen. Dasselbe gilt für vier weitere EU-Länder, die nicht zum Euro-Währungsgebiet gehören: Lettland, Ungarn, Litauen und Rumänien. Die Empfehlungen der EU-Kommission werden auf dem EU-Gipfel im Juni von den Staats- und Regierungschefs diskutiert, bevor sie von den Finanzministern offiziell angenommen werden sollen. Ausgenommen von der Beurteilung sind die Krisenländer Griechenland, Irland, Portugal und Zypern, die Hilfe aus dem Euro-Rettungsfonds erhalten und daher bereits einer engen Überwachung unterliegen. "
29.05.2013 18:02 Uhr,Online-Geldwäschering gesprengt,"Digitales Bargeld, krumme Geschäfte","Über Jahre soll das Online-Bezahlsystem des Unternehmens Liberty Reserve mit seiner digitalen Währung ""LR"" zur Geldwäsche von Milliardenbeträgen genutzt worden sein. Das System funktionierte, weil Nutzer anonym bleiben konnten - und weil weitere Firmen illegale Geldströme deckten. Mit einem Klick im Internet einkaufen und bezahlen - das ist einfach und auch meist sicher. Seriöse Bezahldienste bieten dafür ihre Dienste auch in Deutschland an. Auch digitale Währungen liegen scheinbar im Trend. Gerade führte der Internethändler Amazon eine eigene Währung ein - wenn auch zunächst nur in den USA. Doch der Zahlungsverkehr über das Internet ist nicht nur unkompliziert, er macht es offenbar auch Betrügern und Geldwäschern einfach, illegale Geschäfte abzuwickeln. So werden im Internet offenbar ganze Finanzsysteme betrieben, die sich der Kontrolle der Behörden entziehen. Jüngster Fall: Das Internet-Bezahlsystem von Liberty Reserve aus Costa Rica. Das Internetunternehmen soll die Basis für einen gigantischen Geldwäsche-Ring gewesen sein. Über den Dienst seien mehr als sechs Milliarden Dollar (4,7 Mrd Euro) aus kriminellen Machenschaften geflossen, erklärte die federführende New Yorker Staatsanwaltschaft nach Ermittlungen von Justizbehörden in mehreren Länden. Und Liberty Reserve verdiente an der illegalen Geldwäsche kräftig mit. Der Bezahldienst nahm als Kommission ein Prozent des Überweisungsbetrags und erhob zusätzlich eine ""Privatsphären-Gebühr"" von 75 US-Cent pro Zahlung. Dafür wurde die Kontonummer des Überweisenden bei Liberty Reserve unkenntlich gemacht. Doch wie funktionierte die Geldwäsche über das Bezahlsystem von Liberty Reserve? Kunden des Unternehmens konnten sich ohne hinreichende Identifizierung bei dem Dienst anmelden. Ein Fantasiename und eine E-Mail-Adresse reichten. ""Wenn man ein Konto eröffnet, muss man seinen Ausweis vorlegen. Auch bei seriösen Bezahldiensten wie Paypal findet eine Identifizierung statt. Fehlt diese, öffnet das natürlich Tür und Tor für Geldwäsche"", sagt Ulrich Leuchtmann, Währungsexperte der Commerzbank. Als ""digitales Bargeld"" bezeichnen die US-Ermittlungsbehörden die Online-Währung der Liberty Reserve, die sich besonders gut zur Geldwäsche eigne. Falsche Identitäten nutzten offenbar die meisten Kunden. An der Tagesordnung waren Namen wie ""Russia Hackers"" oder ""Hacker Account"". Laut Anklage der US-Behörden wurde der Dienst genutzt, um zum Beispiel Einkünfte aus Drogenhandel, illegalem Glücksspiel oder Betrugsdelikten zu waschen - aber auch, um kriminelle Geschäfte abzuwickeln, etwa wenn man einen Hacker für erbeutete Kreditkarten-Informationen bezahlen wollte. Für die illegalen Geschäfte wurden Überweisungen in der eigenen Währung ""LR"" vorgenommen und verschickt. Man konnte die Liberty-Reserve-Währung bei mehreren Wechseldiensten im Internet kaufen und wieder in offizielle Währungen umtauschen. Normalerweise müssten diese Dienste ungeklärte Geldströme erkennen und melden. Doch die empfohlenen Wechseldienste mit Namen wie Swiftexchanger oder AsianaGold gehörten nach Erkenntnissen der US-Ermittler zum System von Liberty Reserve. Sie waren in Ländern mit mangelnder Finanzaufsicht wie etwa Nigeria oder Vietnam angesiedelt. ""So kann jeder Kunde illegales Geld in das System einzahlen und es an jemanden überweisen, der nichts mit diesen illegalen Geschäften zu tun hat. Damit ist das Geld gewaschen und kann weiter verwendet werden"", sagt Leuchtmann. Was Online-Bezahldienste aber für Betrügereien anfällig mache, sei, dass Transaktionen erfolgen, ohne dass Banken im Spiel sind. Den Behörden fehle dadurch die Kontrolle über den Geldverkehr im Internet. An Kontrolle durch die Behörden mangele es beim Online-Transfer von Geld bisher ohnehin noch, da die Entwicklung noch neu ist. ""Den Fall Liberty Reserve werden die Behörden aber mit Sicherheit dazu nutzen, strengere Kontrollen zu etablieren"", sagt Leuchtmann. Es werde aber ein Rennen zwischen Aufsichtsbehörden und Geldwäschern bleiben. Bereits im Oktober 2012 warnte die Europäische Zentralbank in einer Studie vor den Risiken von Internet-Geldtransfer und digitalen Währungen. Im Fokus der Studie stand allerdings die digitale Währung Bitcoins. Diese wird in einem komplizierten und rechenaufwendigen Prozess erstellt - eine Betreiberfirma wie Liberty Reserve gibt es aber nicht. Die Behörden haben ihren Blick deshalb auf die Tauschbörsen gerichtet, die mit der Währung handeln. Hier befürchtet man, dass Sicherheitslücken bei der Identifizierung der Nutzer das System anfällig für Geldwäsche machen könnte. Auch für Frank Rieger, Pressesprecher des Chaos Computer Clubs, sind nicht die digitalen Währungen das Problem, sondern die Schnittstellen, an denen diese wieder in echtes Geld umgewandelt werden. Trotz des Skandals um Liberty Reserve werden sich Online-Bezahlsysteme und digitale Währungen durchsetzen, so Rieger: ""Gerade bei kleinen Beträgen sind immer weniger Menschen bereit, die hohen Transaktionsgebühren von Banken und Kreditkartengebühren zu zahlen und dabei auch noch jedes Mal ihre Daten preiszugeben"". Illegalen Auswüchsen wie bei der Reserve könne man dadurch vorbeugen, dass man mögliche Transaktionen auf 100 Euro beschränke. "
29.05.2013 17:02 Uhr,Gesetz soll Klagen vermeiden,Schweiz windet sich aus US-Steuerstreit,"Die Schweiz hat den Weg zur Weitergabe von Bankinformationen an die US-Behörden geebnet und damit einen wichtigen Streitpunkt zwischen beiden Ländern ausgeräumt. Der Bundesrat verabschiedete ein Gesetz, das eine Kernforderung Washingtons erfüllt: Demnach sollen die eidgenössischen Banken ermächtigt werden, Informationen zu nicht-deklarierten Vermögen von US-Bürgern auf schweizerischen Konten an die USA weiterzuleiten. Finanzministerin Eveline Widmer-Schlumpf sprach von einem ""unilateralen Angebot, dass man nicht verhandeln konnte"" - das Ersuchen aus Übersee sei also in Gänze zu akzeptieren oder abzulehnen gewesen. Die Forderungen der Amerikaner werden nun auf Umwegen erfüllt. So müssen die Schweizer Finanzinstitute nicht direkt die Namen von mutmaßlichen US-Steuersündern herausrücken und damit das Bankgeheimnis brechen. Stattdessen einigten sich die Schweiz und die US-Behörden auf einen Mechanismus, bei dem jedes Geldhaus erst einmal Geschäfts- und Mitarbeiterdaten herausrückt. Auf der Basis dieser Informationen werden die Amerikaner dann Steuer-Amtshilfe beantragen und die verlangten Kundennamen in den allermeisten Fällen erhalten. Und die Amerikaner haben dann Daten in der Hand, um Bußen für die Schweizer Banken zu berechnen. Das Gesetz schafft in der Schweiz also die erforderlichen rechtlichen Grundlagen dafür, dass alle dort ansässigen Banken, die US-Bürgern beim Verstecken von Schwarzgeld geholfen haben, ihr Verhältnis mit den US-Behörden rückwirkend nach US-Recht ins Reine bringen können. Die USA hatten in den vergangenen Monaten erheblichen Druck auf die Schweizer Finanzwirtschaft ausgeübt, um deren Einlenken im Steuerstreit zu erzwingen. Neben einem massiven strafrechtlichen Vorgehen drohten sie mit dem Ausschluss von Schweizer Geldhäusern vom US-Finanzmarkt. Nach Einschätzung von Experten hätte dies einige Banken sogar in den Ruin treiben können. Entsprechend zufrieden zeigten sich die Finanzinstutute mit Gesetzentwurf. ""Wir begrüßen es, dass es eine Lösung gibt"", erklärte die Großbank Credit Suisse, gegen die die Amerikaner ebenso wie gegen rund ein Dutzend weiterer Geldhäuser Ermittlungsverfahren wegen Beihilfe zu Steuerhinterziehung eingeleitet haben. "
29.05.2013 15:42 Uhr,EU-Empfehlungen für Deutschland,Der Musterschüler im Reformstau,"Beim Sparen ist Deutschland zwar momentan Musterschüler in der Eurozone, aber zufrieden ist die EU-Kommission dennoch nicht. Ein ganzes Bündel von Reformen mahnt die Brüsseler Behörde an, vor allem am Arbeitsmarkt. In ihren Länderempfehlungen stellte die Kommission fest, dass die Sanierung der öffentlichen Haushalte auf dem richtigen Weg sei: ""Die öffentlichen Finanzen sind insgesamt gesund und die mittelfristigen Haushaltsziele wurden erreicht."" Deutschland müsse aber mehr tun, damit die Arbeitseinkommen und damit die Inlandsnachfrage steigen könnten. So müssten insbesondere die hohen Steuern und Sozialabgaben für Geringverdiener sinken. Zudem müsse Deutschland bei der Energiewende enger mit seinen Nachbarländern zusammenarbeiten und die Kosten auf ein Minimum begrenzen. So gebe es zu viele Ausnahmen für Unternehmen bei der Ökosteuerumlage. Wie schon im Vorjahr kritisiert die Brüsseler Behörde, dass die Liberalisierung des Dienstleistungssektors immer noch nicht weit genug vorangekommen sei. Außerdem reichten die bisherigen Schritte für ein effizienteres Gesundheitswesen nicht aus. Keine EU-Kritik gibt es am Fehlen eines Mindestlohns in Deutschland. Zwar werfen Länder mit Mindestlohn - wie Belgien - Deutschland mittlerweile Lohndumping in Grenzgebieten vor. Aber das EU-Kollegium konnte sich nicht einigen, flächendeckende Mindestlöhne in Deutschland einzufordern. Die Empfehlungen an Deutschland und die anderen EU-Länder sind Bestandteil des sogenannten Europäischen Semesters. Es sieht vor, dass die Kommission allen EU-Ländern Vorschläge macht, wie sie sich effizienter aufstellen können. Verbindlich sind die Empfehlungen aus Brüssel für die Bundesregierung aber nicht. "
