date,topline,headline,content
31.05.2017 23:59 Uhr,Archiv,EU-Nachrichten Mai 2017,
31.05.2017 21:36 Uhr,Vorschläge aus Brüssel,Pkw-Maut könnte bis 2027 überholt sein,"Die deutsche Pkw-Maut ist nach jahrelangen Diskussionen gerade auf den Weg gebracht. Nun fordert die EU-Kommission bis 2027 deutliche Änderungen. Bundesverkehrsminister Alexander Dobrindt will davon nichts wissen. Die EU-Kommission hat Änderungen oder gar eine Abschaffung der deutschen Pkw-Maut bis spätestens 2027 gefordert. Die Behörde arbeitet derzeit an einem einheitlichen Mautsystem für alle EU-Mitgliedsstaaten. Nach ihrem Willen soll die Höhe der Maut einheitlich in allen Staaten an die zurückgelegte Entfernung gekoppelt werden. Wer mehr fährt, soll also auch mehr zahlen. Das Bundesverkehrsministerium will den Betrag allerdings unabhängig von der Kilometerzahl pauschal auf der Grundlage eines bestimmten Zeitraums berechnen - vorgesehen sind Vignetten für ein Jahr, zwei Monate oder zehn Tage. Bundesverkehrsminister Alexander Dobrindt (CSU) machte deutlich, dass er wenig von einer Vereinheitlichung hält. Er betonte, dass die Mitgliedsstaaten weiter die Wahl haben sollten, ob sie zeitbezogene oder streckenbezogene Mautsysteme betreiben wollen. ""Das werden wir auch gegenüber der Europäischen Kommission deutlich machen"", sagte Dobrindt. Die deutsche Pkw- Maut wurde nach jahrelangen Diskussionen kürzlich beschlossen, soll aber erst im Jahr 2019 eingeführt werden. Die EU-Kommission kritisierte indes, dass bei dem in Österreich geltenden und in Deutschland geplanten ""Flatrate-Prinzip"" der Anreiz, die Umwelt zu schonen, fehle. Das Maß an Nutzung, der Abgasausstoß und die Umweltverschmutzung werde besser durch ein streckenbezogenes System widergespiegelt, wie es in Frankreich, Italien, Spanien, Portugal und Kroation gilt, heißt es in der Begründung. Zustimmung aus Berlin gab es für den Vorschlag der EU-Kommission, Faktoren wie Lärm, Verkehrsüberlastung und Luftverschmutzung mit in die Gebührenerhebung einzubeziehen. ""Gerade auch die Vorschläge zur Differenzierung nach CO2-Emissionen unterstützen wir"", so Dobrindt. Das Europaparlament und die EU-Staaten müssten den Vorschlägen der EU-Kommission für ein einheitlichen Mautsystem zustimmen. Ob eine Maut in einem Mitgliedsstaat eingeführt wird oder nicht, darüber will die EU-Kommission aber nicht generell entscheiden. Das soll den Mitgliedsstaaten weiter überlassen bleiben. Rechtlich hat die EU-Kommission nichts mehr an der deutschen Pkw-Maut auszusetzen. Die Behörde hat kürzlich ein EU-Verfahren wegen mutmaßlicher Diskriminierung ausländischer Autofahrer eingestellt, nachdem die Bundesregierung Änderungen veranlasst hatte. "
31.05.2017 17:09 Uhr,Vorschlag der Bundesregierung,Ohne Rechtsstaatlichkeit keine EU-Hilfen?,"Polen ist einer der größten Empfänger von EU-Fördergeldern - gleichzeitig steht das Land wegen Verstößen gegen die Rechtsstaatlichkeit immer wieder in der Kritik. Künftig könnte ihm - nach dem Wunsch der Bundesregierung - der Geldhahn zugedreht werden. Die Bundesregierung will die Vergabe von Fördermitteln in der EU künftig von der Achtung rechtsstaatlicher Prinzipien und der Grundrechte in den Mitgliedstaaten abhängig machen. In einem Papier des Wirtschaftsministeriums heißt es, die Regierung befürwortet in einer Stellungnahme zur Zukunft der EU-Kohäsionsfonds eine ""Bindung an die Einhaltung der rechtsstaatlichen Grundwerte der EU"". Die Stellungnahme werde in Kürze an die EU-Kommission geschickt, sagte eine Ministeriumssprecherin. Die Bundesregierung nehme damit eine Debatte auf, die im Europaparlament und in der EU-Kommission schon länger geführt werde. Auch EU-Justizkommissarin Vera Jourova hatte sich für die Verknüpfung von Mittelvergabe und Achtung rechtsstaatlicher Prinzipien ausgesprochen. Länder wie Polen oder Ungarn, die aus Sicht der EU demokratische Grundwerte nicht einhalten, müssten dann mit Mittelkürzungen rechnen. Das vom Wirtschaftsministerium erarbeitete Papier wurde in den vergangenen Monaten zwischen den Ressorts abgestimmt. Die Verknüpfung mit rechtsstaatlichen Prinzipien sei ""sehr vernünftig"", sagte die Sprecherin des Wirtschaftsministeriums. Die EU zeichne sich vor allem dadurch aus, dass sie eine Wertegemeinschaft sei. ""Die Basis einer solchen Wertegemeinschaft und die Basis der Glaubwürdigkeit der EU ist auch die Einhaltung der Grundwerte."" Unterstützung erhielt die Bundesregierung von SPD und Grünen: ""Dies ist eine sinnvolle Konditionierung"", sagte etwa der stellvertretende SPD-Fraktionsvorsitzende Axel Schäfer der Nachrichtenagentur Reuters. Er bezeichnete es als unabdingbar, dass Recht in der EU auch umgesetzt werden müsse - und die Nichteinhaltung sanktioniert. Auch der Grünen-Europapolitiker Manuel Sarrazin unterstützte die Idee. ""Es darf aber nur um ein Einfrieren von Fördergeld gehen, nicht um ein Streichen"", betonte er. Zugleich mahnte er an, dass eine zurückgehaltene Auszahlung von Fördergeldern wegen Rechtsstaatsverstößen gut durch den EU-Rat und etwa das Europäische Parlament legitimiert werden müsse. Ansonsten drohten Klagen betroffener Mitgliedsstaaten vor dem Europäischen Gerichtshof. Die polnische Ministerpräsidentin Beata Szydlo hingegen lehnte den Vorstoß der Bundesregierung ab. ""Vorschläge, Strukturmittel für einzelne Länder zurückzuhalten, stehen einfach nur im Widerspruch zu EU-Verträgen"", sagte sie. Konrad Szymanski, der für EU-Angelegenheiten zuständige stellvertretende Außenminister, äußerte Skepsis, ob sich solche Pläne überhaupt umsetzen ließen. Die EU-Kommission könne darüber gar nicht entscheiden. Polen ist der mit Abstand größte Empfänger von Mitteln aus dem EU-Kohäsionsfonds, der einen Ausgleich zwischen reicheren und ärmeren Staaten schaffen soll. Für das Land sind in der siebenjährigen EU-Haushaltsperiode von 2014 bis 2020 rund 23,2 Milliarden Euro vorgesehen - mehr als ein Drittel aller Mittel. Bei Ungarn sind es gut sechs Milliarden Euro. "
31.05.2017 16:51 Uhr,Britische Studie,Brexit könnte Gesundheitswesen belasten,"Eine Rückkehr von im EU-Ausland lebenden Rentnern nach dem Brexit könnte zu einer Kostenexplosion im Gesundheitswesen führen. Eine britische Studie rechnet mit zusätzlichen Kosten von bis zu 574 Millionen Euro. Der Brexit könnte das Gesundheitswesen Großbritanniens laut einer aktuellen britischen Studie der Wohltätigkeitsorganisation Nuffielld Trust stark belasten. Sollten britische Rentner, die im EU-Ausland leben, nach dem Brexit in ihr Heimatland zurückkehren, könnte dies das Gesundheitssystem von bis zu 574 Millionen Euro zusätzlich kosten. Der Grund: Die Gesundheitsversorgung im EU-Ausland ist deutlich günstiger. Rund 190.000 Rentner leben derzeit in EU-Ländern wie Frankreich und Spanien. Der staatliche britische Gesundheitsdienst NHS zahlt für sie umgerechnet von bis zu 574 Millionen Euro. Diese Summe könnte sich bei einer Rückkehr der Rentner nach Großbritannien verdoppeln, rechnet der Autor der Studie, Mark Dayan, vor. Daher müsse in dem Brexit-Abkommen garantiert werden, dass für im EU-Ausland lebende britische Rentner weiterhin die bisherige Gesundheitsvorsorge gelte, sagte Dayan. Grundsätzlich könnte die EU den Zugang zum öffentlichen Gesundheitssystem für britische Rentner auch stoppen, dann wären viele Rentner gezwungen, nach Großbritannien zurückzukehren. Sie wünsche sich ein ""beiderseitiges Abkommen"", das die Rechte der britischen Rentner garantiere, sagte die britische Premierministerin Theresa May gegenüber dem Fernsehsender Sky News und reagierte damit auf die Inhalte der Studie. Die Verhandlungen über den Brexit sollen elf Tage nach der britischen Parlamentswahl am 19. Juni beginnen. "
31.05.2017 16:40 Uhr,Attacke auf Justizminister,AfD nutzt Fake-Cover von Maas-Buch,"Die AfD macht mit einem Fake Stimmung gegen Bundesjustizminister Maas. AfD-Politiker Höcke veröffentlichte auf Facebook ein Bild, auf dem das neue Buch von Maas zu sehen ist. Allerdings wurde der Titel verfälscht. Die AfD-Fraktion in Thüringen hat auf Facebook ein gefälschtes Bild veröffentlicht, um damit Bundesjustizminister Heiko Maas zu attackieren. ""Im Endspurt vor der Bundestagswahl fallen bei den Blockparteien die letzten Hemmungen"", schrieb AfD-Fraktionschef Björn Höcke am 30. Mai auf Facebook zu dem Bild. Mit dem Begriff ""Blockparteien"" will Höcke offenkundig das politische System in der Bundesrepublik mit dem der DDR gleichsetzen. Im Folgenden heißt es dann weiter: Damit dürfte die AfD das umstrittene Gesetz von Maas zu Hass im Netz anspielen. Darüber hinaus, so heißt es weiter, versuche sich der Justizminister auch als Buchautor. Gezeigt wird dazu ein Foto des neuen Buchs von Maas mit dem Titel ""Aufstehen statt wegducken"". Während dieser Titel korrekt abgebildet wurde, ist die Zeile darunter gefälscht. Im Original lautet diese ""Eine Strategie gegen Rechts"". Auf dem Bild der AfD steht aber ""Eine Strategie gegen das Recht"". Ein Hinweis darauf, dass diese Zeile des Buchcovers gefälscht wurde, fehlt. Es wird somit suggeriert, Maas habe ein Buch geschrieben, in dem eine Strategie gegen ""das Recht"" entwickelt werde. Nach ARD-Informationen lässt der Verlag gerade prüfen, inwiefern juristische Schritte gegen diese Fälschung eingeleitet werden. Mehr als 250 mal wurde das gefälschte Bild bereits auf Facebook geteilt - und die Kommentare zu dem Höcke-Posting fallen dementsprechend aus: ""Volksverräter wir wählen euch ab!!"", schreibt Tommy H.. ""Dieser Juztizminister wird in der nächsten Legislaturperiode nicht mehr existieren"", meint Matthias K.; und Dirk von R. möchte Politiker am liebsten gleich ins Gefängnis stecken: Eine Anfrage des ARD-faktenfinder, wieso ein verfälschtes Cover gezeigt wird, wurde an AfD-Fraktionschef Höcke gestellt. Während Höcke seinen politischen Gegnern also vorwirft, es würden die ""letzten Hemmungen fallen"", nimmt er es offenkundig selbst nicht so genau mit der korrekten Wiedergabe von Inhalten. Die Einträge auf der Facebook-Seite von Höcke beschäftigen sich zudem ganz überwiegend mit überregionalen Themen, konkrete Inhalte zu der Arbeit des Fraktionschefs im Landtag von Thüringen finden sich hingegen kaum. Der SPD-Politiker Ralf Stegner kommentierte das verfälschte Buch-Cover: ""Herr Höcke ist ein Rechtsextremer, der stellvertretend für eine weitreichende geistige Haltung innerhalb der AfD steht. Diese Leute machen mit Lügen und offener Manipulation Politik"", so Stegner im Gespräch mit dem ARD-faktenfinder. Das gefälschte Buchcover sei dafür nur ein Beispiel, so Stegner weiter. ""Wer sich den Machenschaften von Rechtsextremen und Rechtspopulisten in den Weg stellt, wird aufs Übelste diffamiert und bedroht. Diese Partei ist eine Schande für unser Land."" "
31.05.2017 16:39 Uhr,Städtetagspräsidentin Lohse,"""Integration braucht Zeit""","Städtetagspräsidentin Lohse sieht neben dem Wohnungsbau die Integration von Flüchtlingen als eine der wichtigsten Herausforderungen der Kommunen. Die Städte bräuchten dafür Zeit und Unterstützung. Menschen ohne Bleibechance sollten gar nicht erst in die Kommunen kommen, fordert sie. "
31.05.2017 15:02 Uhr,Sicherheitslage in Afghanistan,"""Sichere Gebiete können morgen unsicher sein""","Die Sicherheitslage in Afghanistan habe sich in den vergangenen zwei Jahren deutlich verschlechtert, sagt Mirco Günther von der Friedrich-Ebert-Stiftung im tagesschau.de-Interview. Selbst Gebiete, die heute noch als vermeintlich sicher gelten, könnten morgen schon unsicher sein. tagesschau.de: Warum ist die Opferzahl bei diesem Anschlag so hoch? Mirco Günther: Der Lastwagen detonierte an einer der Hauptverkehrsrouten. Der Kreisverkehr, an dem das passiert ist, liegt allerdings nicht innerhalb des Diplomatenviertels, sondern am Eingang davor. Der Kreisverkehr ist noch öffentliches Gebiet, wo sehr viele Leute in der Rushhour unterwegs waren - deshalb auch die vielen afghanischen Opfer. Die Deutsche Botschaft ist deshalb so stark betroffen, weil sie die erste Auslandsvertretung in dem Viertel ist und ihre Mauern noch zur Straße hin und zu diesem Kreisverkehr hin hat. Unsere Stiftung liegt zwar etwas davon entfernt, aber so einen Anschlag hört man in der ganzen Stadt. Zunächst war deshalb nicht klar, wie nah das ist: Die Fensterscheiben vibrierten durch die Detonation mehrere Kilometer weit, so dass jeder in der Stadt verstanden hat, dass da etwas Schlimmes passiert ist. tagesschau.de: Wie ist der Anschlag aus Ihrer Sicht einzuschätzen? Günther: Es ist einer der schwersten Anschläge seit 2001. Es ist eine neue Eskalationsstufe - die Sicherheitslage in der Hauptstadt hat sich bereits in den letzten zwei Jahren deutlich verschlechtert. tagesschau.de: Welche Folgen hat der Anschlag für Ihre Stiftung? Günther: Momentan gilt unser Mitgefühl den Toten und den Verletzten und ihren Angehörigen. Man muss abwarten, was die nächsten Tage an Klärung und Information bringen. Jeder, der in Kabul arbeitet und nach Kabul geht, weiß, dass es letztlich keine garantierte Sicherheit gibt. Viele Kollegen - nicht nur von unserer Stiftung - setzen sich mit viel Leidenschaft und Liebe zu Land und Leuten ein - und wir alle wissen, dass ein Risiko besteht. tagesschau.de: Gibt es in Afghanistan noch sichere Gebiete? Günther: Man muss zur Kenntnis nehmen, dass das letzte Jahr 2016 das tödlichste für die afghanische Zivilbevölkerung war, auch 2017 sind die Opferzahlen wieder sehr hoch. Die Taliban sind gerade in ihrer Frühjahrsoffensive, der IS ist ein weiterer Akteur. Man schätzt, dass ungefähr die Hälfte des Landes umkämpft oder unter Taliban-Kontrolle ist. In 31 von 34 Provinzen wird gekämpft. Auch früher als vermeintlich sicher geltende Gebiete wie Kundus, wo die Bundeswehr bis 2013 stationiert war, sind punktuell unsicher. Wir hatten den großen Anschlag auf das Generalkonsulat in Masar-i-Scharif, das heißt selbst der Norden des Landes scheint eine tragische Entwicklung zu nehmen. Selbst Gebiete, die heute noch als vermeintlich sicher gelten, können morgen schon unsicher sein. Und gerade die Hauptstadt Kabul ist ja in besonderem Maße betroffen: Das war jetzt der achte Anschlag seit Beginn des Jahres. tagesschau.de: Steckt da auch eine neue Strategie von Taliban oder IS dahinter? Günther: Schwer zu sagen. Nach vorläufigen Informationen lehnen die Taliban die Verantwortung ab, bislang hat sich niemand zu dem Anschlag bekannt. Nach dem Abwurf der im Militär genannten ""Mutter aller Bomben"" in Ost-Afghanistan hätten Experten geschätzt, dass sich zumindest die physische Präsenz des IS auf diese Region konzentriert. Gleichzeitig sehen wir immer wieder Anschläge in Kabul, wo sich Gruppen, die sich zumindest mit dem IS identifizieren, Verantwortung dafür übernehmen. Was man sich aber klar machen muss: Es gibt nach Angaben der afghanischen Regierung etwa 20 Terrororganisationen, da sind Taliban und IS nur die bekanntesten. Ich würde nicht ausschließen, dass Label von Gruppierungen in unterschiedlichen Landesteilen auch angenommen werden, um Aufmerksamkeit und Finanzierung zu bekommen. Ob wir da aber immer von unterschiedlichen Akteursgruppen sprechen oder ob die Grenzen in diesem Bereich fließend sind, ist nicht klar. Fakt ist, die Taliban sind so stark wie nie seit Beginn der internationalen Intervention 2001 und sie sind ein Akteur, der immer wieder sehr wahrnehmbar auftritt. tagesschau.de: Werden der Anschlag und die veränderte Sicherheitslage Auswirkungen auf das NATO-Engagement in der Region haben? Günther: Das Commitment der internationalen Gemeinschaft zu Afghanistan ist ein langfristiges. Wir sind jetzt seit dem Abzug der Truppen der Internationalen Gemeinschaft 2014 in der sogenannten Transformationsdekade, die noch bis 2024 anhält. Solche abscheulichen Anschläge wie jetzt stärken eher die Geschlossenheit der internationalen Gemeinschaft, sich zusammen mit afghanischen Partnern für Sicherheit und Stabilität in dem Land und in der Region einzusetzen. "
31.05.2017 13:46 Uhr,Digitaler Nachlass,Ist ein Facebook-Konto vererblich?,"Eltern dürfen als Erben nicht auf den Facebook-Account ihrer verstorbenen Tochter zugreifen. Das hat das Berliner Kammergericht entschieden. Dagegen stünden Rechte Dritter. Ob das Konto überhaupt vererblich ist, haben die Richter offen gelassen. Von Timo Conraths, ARD-Rechtsredaktion Das Kammergericht in Berlin hat die Klage einer Mutter abgewiesen, die von Facebook Zugang zu dem Nutzerkonto ihrer verstorbenen Tochter verlangt hatte. Gegen den Zugriff der Eltern auf das Facebook-Konto stehe insbesondere das Fernmeldegeheimnis von Kommunikationspartnern der Tochter, so der Vorsitzende Richter Björn Retzlaff bei der mündlichen Urteilsverkündung. Das Fernmeldegeheimnis, das die Kommunikation zwischen Gesprächspartnern schützt, könne nur durch Gesetz eingeschränkt werden. Dies sei für den vorliegenden Fall nicht erfolgt, so Retzlaff weiter. Auch das allgemeine Persönlichkeitsrecht der klagenden Mutter biete keine Anspruchsgrundlage gegenüber Facebook. Die Frage, ob der Nutzungsvertrag überhaupt Teil des Erbes geworden ist, ließ das Gericht hingegen offen. Im Dezember 2012 wurde eine 15-Jährige in einem Berliner U-Bahnhof von einem einfahrenden Zug erfasst und starb wenig später im Krankenhaus. Die genauen Umstände des Vorfalls sind bis heute nicht bekannt. Die Eltern wollen klären, ob ihre Tochter Suizid begangen hat. Möglich ist, dass der Teenager zuvor gemobbt worden war. Von dem Chat-Verlauf im Facebook-Konto des Mädchens erhoffen sich die Eltern Antworten. Doch sie haben trotz Zugangsdaten keinen Zugriff auf das Konto. Der Grund: Ein Nutzer meldete dem sozialen Netzwerk den Tod der 15-Jährigen. Facebook versetzte das Konto daraufhin gemäß seiner Nutzungsbedingungen in den sogenannten „Gedenkzustand“. Dieser führt dazu, dass der Account gesperrt wird – für jedermann, also auch für die Eltern. Diese Regelung gilt bis heute, mit der Ausnahme, dass Nutzer mittlerweile zu Lebzeiten einen Nachlasskontakt angeben können. Dieser darf nach dem Tod des Nutzers dessen Profilfoto ändern oder auf Freundschaftsanfragen reagieren. Alte Chats lesen kann aber auch er nicht. Die Mutter klagte vor dem Landgericht Berlin. Als Erbin habe sie das Recht, auf das Konto ihrer verstorbenen Tochter zuzugreifen. Facebook hingegen ist der Ansicht, dass das Konto eng an die Person des jeweiligen Nutzers gebunden sei und daher nicht vererbt werden könne. Außerdem wären von der Offenlegung der Nachrichten nicht nur die Verstorbene selbst, sondern auch andere Nutzer betroffen, die damals mit der 15-Jährigen gechattet haben. Grundsätzlich tritt der Erbe in alle Rechtspositionen des Verstorbenen ein, erbt also alles. Eine Ausnahme gilt dann, wenn das Rechtsverhältnis so eng mit der Person des Verstorbenen zusammenhängt, dass es nicht vererblich ist. Es erlischt mit dem Tod und kann deshalb auch nicht mehr in den Nachlass fallen. Mit Blick auf das Facebook-Konto ist daher maßgeblich, wie der Facebook-Nutzungsvertrag zu beurteilen ist: Ist der Zugang zu dem Netzwerk so eng mit der Person des Nutzers verbunden, dass die Zugangsberechtigung mit dem Tod des Nutzers endet? Dann würde das Konto nicht zum Nachlass gehören. Daneben kann die Zugangsgewährung die Rechte anderer Nutzer tangieren, z.B. das Fernmeldegeheimnis (Art. 10 Abs. 1, Abs. 3 GG), welches die Kommunikation zwischen Gesprächspartnern schützt. Zwar gilt das Geheimnis in erster Linie für Telefon- oder Voice-over-IP-Gespräche. Unter gewissen Umständen kann es aber auch den Verkehr mit elektronischen Nachrichten wie E-Mails schützen, so das Bundesverfassungsgericht. Auch datenschutzrechtliche Belange können durch die Zugangsgewährung betroffen sein. Facebook argumentiert, dass Nutzer grundsätzlich darauf vertrauen können sollen, dass ihre Daten und Nachrichten privat bleiben und nicht von anderen Personen eingesehen werden können. Erledigt ist der Fall noch nicht. Das Urteil ist nicht rechtskräftig und beide Parteien haben sich vorbehalten, vor den Bundesgerichtshof nach Karlsruhe zu ziehen. Experten zufolge ist es das erste Verfahren, das sich mit der Vererbbarkeit eines Facebook-Kontos beschäftigt. Es dürfte wegweisend sein für rechtliche Fragen rund um den digitalen Nachlass einer Person. "
31.05.2017 10:48 Uhr,Nach Personalwechseln,SPD sieht sich für Wahlkampf gestärkt,"Nach den Personalwechseln geht die SPD nach eigener Ansicht gestärkt in den Wahlkampf. Der neue Generalsekretär Heil verstehe etwas von seiner Aufgabe, so Fraktionschef Oppermann. Schulz will nun mit dem neuen Team die Wähler überzeugen. SPD-Fraktionschef Thomas Oppermann sieht seine Partei nach den jüngsten Personalwechseln knapp vier Monate vor der Bundestagswahl auf dem richtigen Weg. ""Ich glaube, dass wir aus der Situation gestärkt hervorgehen"", sagte er im Morgenmagazin der ARD. Hubertus Heil sei ""eine sehr gute Wahl als Generalsekretär"", versicherte der SPD-Politiker. ""Er versteht auch etwas von Organisation - und genau das brauchen wir jetzt in einer solchen Situation."" Die Aufgabe für den neuen Generalsekretär und damit auch Wahlkampfmanager ist herausfordernd: Nach drei verlorenen Landtagswahlen und dem Abrutschen in den Umfragen auf 25 Prozent steht die SPD unter Druck. Eine thematische Wende im Wahlkampf sieht Oppermann nicht. Dieser sei im Grunde schon angelegt und organisiert. ""Hubertus Heil wird zuspitzen in dieser Situation. Selbstverständlich müssen wir die Alternativen zur Union ganz klar herausarbeiten"", sagte der SPD-Fraktionschef. Am Vortag war bei den Sozialdemokraten eine große Personalrochade in Gang gekommen, nachdem Mecklenburg-Vorpommerns Ministerpräsident Erwin Sellering wegen einer Krebserkrankung seinen Rückzug angekündigt hatte. Nachfolgerin in Schwerin soll Bundesfamilienministerin Manuela Schwesig werden, deren Posten die bisherige SPD-Generalsekretärin Katarina Barley übernehmen soll. Heil folgt auf Barley. Hubertus Heil hatte das Amt des Generelsekretärs schon einmal inne: von 2005 bis 2009. Damit kennt er auch die Niederlagen, die diese Position mit sich bringen kann. Nur 23 Prozent der Wählerstimmen holten die Sozialdemokraten bei der Bundestagswahl vor acht Jahren. Nun liegt das Management des Wahlkampfes wieder in den Händen des mittlerweile 44-Jährigen - und damit in den Händen von jemanden, ""der den Job kennt"", analysiert der stellvertretende Leiter des ARD-Hauptstadtstudios, Thomas Baumann. ""Er kennt das Willy-Brandt-Haus, er kann überzeugend reden"", so Baumann. Eine weitere Stärke des neuen alten Generalsekretärs: seine Fachgebiete Politik und Wirtschaft. Beides Themen, die im Wahlkampf eine entscheidende Rolle spielen dürften. Der Kanzlerkandidat der Partei, Martin Schulz, schwor seine Partei unterdessen noch einmal auf die Wochen und Monate bis zum 24. September ein. ""Wir sind eine Partei, der nichts geschenkt, der vieles nicht verziehen wird. Manchmal werden wir auch strenger rangenommen"", sagte er gestern Abend während der traditionellen SPD-Spargelfahrt an Bord der ""MS Havelqueen"". Die Partei müsse sich an ihren hohen Ansprüchen messen lassen - und eben besser sein als andere. Die schwachen Umfragen machten ihn nicht nervös: ""Ich muss keinen Popularitätswettbewerb gewinnen, ich muss die Menschen dafür gewinnen, dass sie unser Programm unterstützen, dass sie unsere Inhalte teilen"", sagte Schulz und fügte hinzu: ""Das kann man nicht alleine."" In Mecklenburg-Vorpommern bereitet die SPD nun die Nachfolge von Ministerpräsident Erwin Sellering vor. Landesvorstand und -parteirat kommen am Abend in Güstrow zusammen, um über das weitere Vorgehen zu beraten. Für den 1. Juli soll ein Sonderparteitag einberufen werden, auf dem Schwesig zur neuen Landesvorsitzenden gewählt werden soll. Anfang Juli soll Schwesig im Landtag zur neuen Ministerpräsidentin gewählt werden. "
31.05.2017 05:08 Uhr,Digitaler Nachlass,Ist ein Facebook-Konto vererblich?,"Dürfen die Eltern als Erben auf den Facebook-Account ihrer verstorbenen Tochter zugreifen? Das entscheidet heute das Berliner Kammergericht. Maßgeblich ist, ob ein Facebook-Konto überhaupt zum Erbe gehört. Von Timo Conraths, ARD-Rechtsredaktion Im Dezember 2012 wurde eine 15-Jährige in einem Berliner U-Bahnhof von einem einfahrenden Zug erfasst und starb wenig später im Krankenhaus. Die genauen Umstände des Vorfalls sind bis heute nicht geklärt. Die Eltern beschäftigt vor allem eine Frage: Hat ihre Tochter Suizid begangen? Möglich ist, dass der Teenager zuvor gemobbt worden war. Antworten darauf könnte der Facebook-Account der 15-Jährigen geben. Vor allem von den Chat-Nachrichten ihrer Tochter erhoffen sich die Eltern Rückschlüsse auf die Todesumstände. Doch die Eltern haben trotz Zugangsdaten keinen Zugriff auf das Konto. Der Grund: Ein Nutzer meldete dem sozialen Netzwerk den Tod der 15-Jährigen. Facebook versetzte das Konto daraufhin gemäß seiner Nutzungsbedingungen in den sogenannten ""Gedenkzustand"". Dieser führt dazu, dass der Account gesperrt wird - für jedermann, also auch für die Eltern. Diese Regelung gilt bis heute, mit der Ausnahme, dass Nutzer mittlerweile zu Lebzeiten einen Nachlasskontakt angeben können. Dieser darf nach dem Tod des Nutzers dessen Profilfoto ändern oder auf Freundschaftsanfragen reagieren. Alte Chats lesen kann aber auch er nicht. Am ""Gedenkzustand"" selbst sei nicht zu rütteln, so Facebook. Die Mutter klagte vor dem Landgericht Berlin. Als Erbin habe sie das Recht, auf das Konto ihrer verstorbenen Tochter zuzugreifen. Facebook hingegen ist der Ansicht, dass das Konto eng an die Person des jeweiligen Nutzers gebunden sei und daher nicht vererbt werden könne. Außerdem wären von der Offenlegung der Nachrichten nicht nur die Verstorbene selbst, sondern auch andere Nutzer betroffen, die damals mit der 15-Jährigen gechattet haben. Grundsätzlich tritt der Erbe in alle Rechtspositionen des Verstorbenen ein, erbt also alles. Eine Ausnahme gilt dann, wenn das Rechtsverhältnis so eng mit der Person des Verstorbenen zusammenhängt, dass es nicht vererblich ist. Es erlischt mit dem Tod und kann deshalb auch nicht mehr in den Nachlass fallen. Mit Blick auf das Facebook-Konto ist daher maßgeblich, wie die Richter den Facebook-Nutzungsvertrag beurteilen: Ist der Zugang zu dem Netzwerk so eng mit der Person des Nutzers verbunden, dass die Zugangsberechtigung mit dem Tod des Nutzers endet? Dann würde das Konto nicht zum Nachlass gehören. Daneben kann die Zugangsgewährung die Rechte anderer Nutzer tangieren, etwa das Fernmeldegeheimnis, welches die Kommunikation zwischen Gesprächspartnern schützt. Zwar gilt das Geheimnis in erster Linie für Telefon- oder Voice-over-IP-Gespräche. Unter gewissen Umständen kann es aber auch den Verkehr mit elektronischen Nachrichten wie E-Mails schützen, so das Bundesverfassungsgericht. Auch datenschutzrechtliche Belange können durch die Zugangsgewährung betroffen sein. Facebook argumentiert, dass Nutzer grundsätzlich darauf vertrauen können sollen, dass ihre Daten und Nachrichten privat bleiben und nicht von anderen Personen eingesehen werden können. Das Landgericht Berlin gab der Mutter Recht: Der Vertrag mit Facebook sei Teil des Erbes, deshalb habe sie einen Anspruch auf Zugang zu dem Konto ihrer verstorbenen Tochter. Zur Begründung führten die Richter einen Vergleich an: Wenn auch Briefe oder Tagebücher nach dem Gesetz (§ 2047 Abs. 2 BGB) zum Erbe gehörten, müsse das auch für persönliche Chat-Nachrichten in sozialen Netzwerken gelten. Der digitale Nachlass könne insofern nicht anders behandelt werden als der analoge. Die schlichte Gewährung des Zugangs zum sozialen Netzwerk sei weder dem höchstpersönlichen Bereich des Nutzers zuzuordnen noch weise sie einen besonderen Personenbezug zu ihm auf. Außerdem, so das Landgericht, stünden auch Rechte anderer Nutzer, wie das Fernmeldegeheimnis oder der Datenschutz, der Zugangsgewährung nicht entgegen. Diese könnten wegen der Stellung des Erben als Rechtsnachfolger des Verstorbenen in diesem Fall eingeschränkt werden. Facebook legte gegen das Urteil des Landgerichts Berufung ein. Nun liegt die Entscheidung beim Kammergericht, Berlins höchstem Zivilgericht. Eine Tendenz, wie die Richter urteilen könnten, gibt es nicht. ""Ich weiß schlichtweg nicht, was hier herauskommt"", sagte der Vorsitzende Richter Björn Retzlaff noch in der mündlichen Verhandlung Ende April. Eine zwischenzeitlich vom Gericht angeregte Einigung kam nicht zustande. Deshalb wird das Kammergericht heute eine Entscheidung treffen. Wie auch immer das Urteil aussehen wird - erledigt ist der Fall noch nicht. Beide Parteien haben sich für den Fall einer Niederlage vorbehalten, vor den Bundesgerichtshof nach Karlsruhe zu ziehen. Experten zufolge ist es das erste Verfahren, das sich mit der Vererbbarkeit eines Facebook-Kontos beschäftigt. Es dürfte wegweisend sein für rechtliche Fragen rund um den digitalen Nachlass einer Person. "
