date,topline,headline,content
31.05.2010 16:04 Uhr,Interview zum Köhler-Rücktritt,"""Das hat es noch nicht gegeben""","Der Rücktritt von Bundespräsident Köhler ist ein einmaliger Fall in der Geschichte der Bundesrepublik. ""Das hat es noch nicht gegeben"", sagte der Verfassungsrechtler Ulrich Battis im Gespräch mit tagesschau.de. ""Weder in der Geschichte der Bundesrepublik ist je ein Bundespräsident zurückgetreten, noch - wenn man weiter in der deutschen Geschichte zurückschaut - ein Reichspräsident in der Weimarer Republik,"" so Battis. tagesschau.de: Ist der Rücktritt eines Bundespräsidenten durch das Grundgesetz geregelt? Ulrich Battis: Es gibt in der Verfassung keine ausdrückliche Regelung, aber natürlich kann jeder Amtsinhaber jederzeit zurücktreten. Das ist ganz selbstverständlich. tagesschau.de: Aber wie geht es denn jetzt weiter? Battis: Jetzt tritt zunächst die Vertretungsregelung in Kraft. Die Amtspflichten, die der Bundespräsident persönlich wahrzunehmen hat, werden nun von seinem Vertreter übernommen. Das Amt gibt es natürlich weiter. Auch alle Aufgaben, wie zum Beispiel die Ernennung von Generälen oder von Bundesrichtern, werden weiter ausgeübt. Aber natürlich muss dann bald ein neuer Bundespräsident oder eine neue Bundespräsidentin gewählt werden. tagesschau.de: Wer übernimmt denn jetzt die Vertretung des Bundespräsidenten? Battis: Kraft der Verfassung übernimmt der Präsident des Bundesrates die Vertretung des Bundespräsidenten - im Moment ist dies der Bremer Bürgermeister Jens Böhrnsen. Damit ist er natürlich nicht Bundespräsident. Die Vertretungs-Regelung greift auch bei einer Krankheit des Bundespräsidenten oder bei einer längeren Auslandsreise. tagesschau.de: Soweit die Vertretungsregelung. Aber wie und wann kann wird denn nun ein neuer Bundespräsident gewählt werden? Battis: Der Bundespräsident wird von der Bundesversammlung gewählt, diese muss nun bis Ende des Monats vom Bundestagspräsidenten einberufen werden. Die Bundesversammlung besteht aus Mitgliedern des Bundestages und Vertretern der Bundesländer. Die Landesparlamente müssen nun also ihre Vertreter bestimmen, das dauert alles seine Zeit. tagesschau.de: Wann könnte die Wahl des Bundespräsidenten also stattfinden? Battis: Die Bundesversammlung einzuberufen ist nicht das Problem. Aber man muss ja nun erst einmal einen Kandidaten oder eine Kandidatin haben. Das ist das entscheidende Problem und auch die interessante Frage: Wer wird der Nachfolger oder die Nachfolgerin? Das ist noch völlig unklar. tagesschau.de: Mit dem Amt des Bundespräsidenten verbindet sich eine hohe moralische Bedeutung. Was bedeutet der Rücktritt von Köhler für Deutschland? Battis: Der Schritt von Köhler ist wohl ein Zeichen von Amtsmüdigkeit. Damit ist er ein ähnlicher Fall wie der hessische Ministerpräsident Koch. Der allerdings hat dies positiver formuliert. Ob der Rücktritt von Köhler allerdings wirklich notwendig war und ob seine Gründe berechtigt sind, dazu möchte ich nichts sagen. Das Interview führte Rike Woelk, tagesschau.de "
31.05.2010 12:24 Uhr,Höchster Stand seit Ende 2008 erreicht,Verbraucherpreise in der Euro-Zone ziehen an,"Die Teuerung im Eurogebiet zieht weiter an. Die jährliche Inflationsrate betrug im Mai 1,6 Prozent, 0,1 Punkte mehr als im Vormonat, wie die Europäische Statistikbehörde Eurostat in Luxemburg in einer ersten Schätzung mitteilte. Das ist der höchste Stand seit Ende 2008. Trotzdem herrscht nach Definition der Europäischen Zentralbank weiter Preisstabilität. Diese sieht die EZB mittelfristig bei Teuerungsraten von knapp unter zwei Prozent gewährleistet. In Deutschland liegt die Teuerungsrate mit 1,2 Prozent noch deutlicher unter dieser Schwelle, aber so hoch wie zuletzt im November 2008. Nähere Details zum Mai wird Eurostat Mitte Juni mitteilen. Im April war die Rate unter anderem wegen steigender Benzin- und Heizölpreise angestiegen. "
31.05.2010 12:09 Uhr,Radikaler Sparkurs in Rumänien,Streik gegen Lohnkürzungen im öffentlichen Dienst,"Mit Krediten des IWF hält sich Rumänien über Wasser - zu knallharten Bedingungen. Die Regierung sieht sich zu radikalen Lohnkürzungen im öffentlichen Dienst gezwungen. Deshalb traten viele Staatsbedienstete in den Streik. Von Jörg Paas, ARD-Hörfunkstudio Südosteuropa Maria Magureanu ist Pflegerin in einem Zentrum für Behinderte in Bukarest. Dort verdient sie 620 Lei, das sind rund 150 Euro. Ihr Mann ist Fahrkartenkontrolleur. Viel mehr bekommt er auch nicht für seine Arbeit. Und künftig werden beide wahrscheinlich sogar noch deutlich weniger im Geldbeutel haben. Denn ab Ende Juni sollen alle Gehälter im öffentlichen Dienst in Rumänien um 25 Prozent gekürzt werden – egal ob jemand bisher 600 oder 6000 Lei im Monat verdient hat. Maria hat noch ein paar Nebenjobs. Sie versorgt privat fünf pflegebedürftige alte Menschen. Ohne das zusätzliche Geld wäre es unmöglich zu überleben, sagt sie. Aber wenn jetzt das Haupteinkommen vom Staat um ein Viertel gekürzt wird, dann ist es ihr schon zeitlich nicht mehr möglich, den finanziellen Verlust durch andere Tätigkeiten auszugleichen. ""Zusätzlich Geld zu verdienen, ist einfach nicht mehr drin. Wir haben schon bisher auf vieles verzichtet, keinen Urlaub gemacht zum Beispiel. Künftig müssen wir halt noch mehr beim Essen sparen. Und ich werde die Medikamente weglassen, die ich eigentlich dringend einnehmen soll."" Maria Magureanu findet das kurzsichtig: Wer nur an heute denke vergesse, dass die massiven Lohnkürzungen viele Menschen in die Armut treiben werden. ""Die Schwächsten in der Gesellschaft wehren sich nicht. Bevor sie gar nichts mehr haben, begnügen sie sich lieber mit immer weniger. Aber das ist keine Lösung. Die Zukunft wird dadurch immer schwerer."" Der Chef des größten rumänischen Gewerkschafts-Dachverbandes, Bogdan Hossu, fürchtet, dass die Entwicklung in Rumänien zum Präzedenzfall auch für andere Länder in Europa werden könnte. Geldgeber wie der Internationale Währungsfonds würden den Staaten zwar helfen, aber die Bedingungen dafür seien eben knallhart. ""Der Preis, den die Gesellschaft dafür zahlen muss, ist so hoch, dass er den Sozialstaat nach europäischem Muster in Frage stellt. Wenn von Rumänien verlangt wird, solche Ungerechtigkeiten zu akzeptieren, dann könnte das ein Modell für die ganze EU werden"", meint Hossu. ""So gesehen ist das, was bei uns passiert, eine Bedrohung für ganz Europa."" Die Unterhändler im Auftrag des Internationalen Währungsfonds sehen das anders. Sie geben vor, das Schlimmste doch gerade verhindern zu wollen. Wenn das Sparprogramm, das sie der Regierung in Bukarest verordnet haben, allerdings nicht reicht, dann müssten wohl außerdem auch noch rund 250.000 Jobs im öffentlichen Dienst abgebaut werden. Sonst droht Rumänien irgendwann das gleiche Schicksal wie Griechenland. "
29.05.2010 13:14 Uhr,Angebot aus Russland,Vierter Bieter für Karstadt,"Im Ringen um die Zukunft des zahlungsunfähigen Warenhauskonzerns Karstadt gibt es einen vierten Kaufinteressenten: Ein russisches Konsortium hat gestern laut ""Spiegel"" bei Arcandor-Insolvenzverwalter Klaus Hubert Görg ein offizielles Angebot abgegeben. Bislang lagen drei Kaufangebote vor, über die am 7. Juni entschieden werden soll. Dem ""Spiegel"" zufolge will die Gruppe unter Führung des St. Petersburger Unternehmers Artur Pachomow 100 Prozent der Geschäftsanteile für einen mittleren zweistelligen Millionenbetrag erwerben. In dem Angebotsschreiben heiße es, das Konsortium beabsichtige ""der Karstadt Warenhaus AG nach Übernahme der Geschäftsanteile liquide Mittel"" für die Finanzierung des Weihnachtsgeschäfts 2010 zur Verfügung zu stellen. Darüber hinaus solle, ""beginnend in 2011, durch Investitionen in einer jährlichen Größenordnung von 80 Millionen Euro die Karstadt Warenhaus AG langfristig gesichert werden"". Strategisches Ziel sei es, die wirtschaftliche Basis des Unternehmens ""durch punktuelle Internationalisierung des Warenhausgeschäftes an attraktiven Standorten außerhalb Deutschlands zu verbreitern"". In St. Petersburg stehe bereits eine geeignete Immobilie zur Verfügung, heißt es laut ""Spiegel"" weiter. Zu den Beratern der Investoren gehörten mehrere ehemalige Karstadt-Manager, darunter der frühere Vorstandschef der Karstadt Warenhaus AG, Helmut Merkel. Der Karstadt-Gläubigerausschuss hatte gestern die Entscheidung über die drei vorliegenden Kaufangebote auf den 7. Juni vertagt. Görg sagte, die Angebote der Investmentfirma Triton, des Investors Nicolas Berggruen und des Vermieterkonsortiums Highstreet müssten zunächst gründlich geprüft werden - es seien drei ""seriöse Angebote"" vorgelegt worden. Für den Vorsitzenden des Karstadt-Gesamtbetriebsrats, Hellmut Patzelt, gibt es noch keinen Favoriten unter den Bietern. Die Angebote müssten erst genau prüft werden, sagte Patzelt, der als Vertreter der Belegschaft auch im Gläubigerausschuss sitzt, im Deutschlandradio Kultur: ""Der Investor, der Karstadt mittel- bis langfristig nachhaltig eine Zukunft bietet, und insbesondere natürlich den Arbeitsplätzen - ich glaube, das wird dann derjenige sein, der auch Karstadt haben soll."" Nach dem Gläubigerbeschluss muss das zuständige Amtsgericht in Essen noch grünes Licht für eine Rettung von Karstadt geben. Es muss entscheiden, ob der Karstadt-Insolvenzplan in Kraft treten kann. Bedingungen dafür ist unter anderem ein Kaufvertrag mit einem neuen Eigner und ein Verzicht von Kommunen mit Karstadt-Standorten auf Steuerzahlungen. Scheitert der Insolvenzplan, würde Karstadt mit seinen 120 Warenhäusern zerschlagen, zahlreiche Arbeitsplätze gingen verloren. "
29.05.2010 05:43 Uhr,Agentur Fitch stuft Rating herunter,Spaniens Kreditwürdigkeit nur noch AA+,"Die Ratingagentur Fitch hat Spaniens Kreditwürdigkeit herabgestuft. Das Rating wurde vom Bestwert AAA um eine Stufe auf AA+ zurückgenommen. Zur Begründung erklärte das Unternehmen, die Sparanstrengungen der spanischen Regierung zur Senkung des Haushaltsdefizits würden das Wirtschaftswachstum in den kommenden Monaten belasten. Die Einstufung von Ratingagenturen entscheidet darüber, zu welchen Konditionen Konzerne, Banken und auch Länder auf den Kapitalmärkten Geld leihen können - je besser das Rating, desto niedriger die Zinsen. Eine Herabstufung, wie sie seit einiger Zeit bei Griechenland stattgefunden und jetzt bei Spanien für Aufsehen sorgt, bedeutet für den Kreditnehmer höhere Zinsen. Die Herabstufung durch Finch spiegelt aber auf der anderen Seite die Besorgnis von Ökonomen wider, dass die Ausgabenkürzungen das Wachstum hemmen. Ein geringeres Wachstum wiederum führt zu niedrigeren Steuereinnahmen. Den wirtschaftlichen Ausblick Spaniens schätzt Fitch aber weiter stabil ein. Der Euro fiel nach der Bekanntgabe der Herabstufung auf ein Tagestief von 1,2283 Dollar. Die Europäische Zentralbank (EZB) hatte den Referenzkurs gegen Mittag noch auf 1,2384 Dollar festgesetzt. Das in den vergangenen Jahren erfolgsverwöhnte Spanien wurde von der Wirtschaftskrise besonders hart erwischt, weil ähnlich wie in den USA eine Immobilienblase platzte. 2009 stieg die Neuverschuldung auf 11,2 Prozent. Die Gesamtverschuldung lag mit 53,2 Prozent aber weit unter dem EU-Durchschnitt. Die Arbeitslosenquote liegt aktuell bei rund 20 Prozent. Fitch hatte im Frühjahr bereits die Ratings für Griechenland und Portugal gesenkt und damit die Sorgen vor einer Ausweitung der Schuldenkrise in Europa geschürt. "
28.05.2010 19:15 Uhr,Frist für Kaufvertrag erneut verlängert,Karstadts Zukunft weiter ungewiss,"Der Gläubigerausschuss der insolventen Kaufhauskette Karstadt hat die Frist zur Unterzeichnung eines Angebots erneut verlängert. Bis zum 7. Juni werde sich das Gremium definitiv für einen der drei Bieter entscheiden, kündigte Insolvenzverwalter Klaus Hubert Görg an. Am 9. Juni soll dann der Kaufvertrag unterschrieben werden. Nach ursprünglicher Planung wollten die Gläubiger bereits am Freitag einen Bieter auswählen. Kurz vor Ablauf der Frist hatte das Konsortium Highstreet ebenfalls ein Angebot für Karstadt vorgelegt. Über einen Einstieg des Vermieters von mehr als zwei Dritteln der 120 Karstadt-Warenhäuser war bereits am Wochenende spekuliert worden. Hinter dem Highstreet-Gremium steht die Investmentbank Goldman Sachs. Weitere Partner sind die Deutsche Bank und die italienischen Unternehmen Borletti, Generali und Pirelli. Borletti hat bereits Warenhaus-Erfahrung mit der italienischen Kette La Rinascente und dem französischen Kaufhaus Printemps gesammelt. "
28.05.2010 12:24 Uhr,Dritter Interessent für insolvente Warenhauskette,Auch Highstreet will Karstadt übernehmen,"Kurz vor Ablauf der Frist hat das Konsortium Highstreet ein Angebot für die insolvente Kaufhauskette Karstadt vorgelegt. Dies gab ein Sprecher des Konsortiums bekannt. Details wollte er nicht nennen. Über einen Einstieg des Vermieters von mehr als zwei Dritteln der 120 Karstadt-Warenhäuser war bereits am Wochenende spekuliert worden. Der Insolvenzverwalter Klaus Hubert Görg bestätigte, dass es drei Bieter gibt. Er nannte aber keine Namen. Neben Highstreet haben der deutsch-schwedische Investor Triton sowie die Berggruen Holding eine Offerte für das Unternehmen die Warenhaus-Kette mit derzeit rund 25.000 Beschäftigten vorgelegt. Der Gläubigerausschuss trat am Vormittag zusammen, um die Gebote zu prüfen und über einen Käufer zu entscheiden. ""Wir werden heute einen Schritt weiter gehen"", sagte Görg vor Beginn der Sitzung in Essen. Er erwarte eine ""Vorentscheidung"". Eigentlich will das Amtsgericht Essen am Montag über den Insolvenzplan entscheiden. Sollte der Gläubigerausschuss die Frist erneut verlängern, würde dieser Termin nach Informationen der ""Financial Times Deutschland"" aber verschoben. Hinter dem Highstreet-Gremium steht die Investmentbank Goldman Sachs. Weitere Partner sind die Deutsche Bank und die italienischen Unternehmen Borletti, Generali und Pirelli. Borletti hat bereits Warenhaus-Erfahrung mit der italienischen Kette La Rinascente und dem französischen Kaufhaus Printemps gesammelt. "
27.05.2010 22:33 Uhr,ARD-DeutschlandTrend,Die Krisenangst greift um sich,"Schlechte Noten bekommt die schwarz-gelbe Regierung für ihren Umgang mit der europäischen Schuldenkrise. So das Stimmungsbild im aktuellen DeutschlandTrend. Inzwischen machen sich die Befragten auch Sorgen um die eigenen Ersparnisse - und trauen der Politik nicht mehr zu, die Finanzmärkte in den Griff zu bekommen. Von Jörg Schönenborn, WDR Weit mehr als die Finanzkrise im Herbst 2008 macht die aktuelle Schuldenkrise den Deutschen große persönliche Sorgen. 54 Prozent der Befragten im aktuellen ARD-DeutschlandTrend rechnen damit, dass ihr Lebensstandard in den nächsten Jahren sinkt. Ganze neun Prozent glauben, dass er steigen wird. Dies ist das erste Mal überhaupt im ARD-DeutschlandTrend, dass mehr als die Hälfte der Befragten die eigene wirtschaftliche Zukunft pessimistisch beurteilen. Der Grund liegt nicht nur in der ungewissen Zukunft unserer Währung, des Euro. Hinzu kommt eine regelrechte Erosion des Vertrauens in die Bundesregierung, deren Krisenmanagement überwiegend negativ beurteilt wird. Das führt zu neuen Tiefpunkten in der Bewertung von Kanzlerin und Koalition. In unserer Umfrage, durchgeführt von Infratest dimap am Dienstag und Mittwoch dieser Woche, sank die Zustimmung zur Arbeit der Bundesregierung auf 20 Prozent ab, sechs Punkte weniger als im Vormonat. Schon der erste gemessene Wert nach Antritt der neuen Regierung Anfang Dezember war mit 33 Prozent eher bescheiden. Seitdem geht es fast ungebremst nach unten. Seit November 2006 ist eine Bundesregierung nicht mehr so schlecht beurteilt worden. Die Krise der Koalition ist zugleich die Krise der Kanzlerin. Ganze zehn Punkte an Zustimmung verliert sie diesen Monat für ihre Arbeit – nur noch 48 Prozent sind zufrieden mit der Arbeit von Bundeskanzlerin Angela Merkel. Auch für sie ist das der schlechteste Wert seit Herbst 2006. Damit rutscht sie in der Politiker-Rangliste auf Platz 3 hinter Verteidigungsminister Karl-Theodor zu Guttenberg (61 Prozent unverändert) und Arbeitsministerin Ursula von der Leyen (50 Prozent, -4). Merkel ist nun auf Augenhöhe mit Finanzminister Wolfgang Schäuble, der nur noch einen Punkt hinter ihr liegt bei 47 Prozent (-4). Weiter am Ende der Tabelle steht unter 13 abgefragten Spitzenpolitikern FDP-Parteichef Guido Westerwelle mit unverändert 24 Prozent Zustimmung. Seit Anfang Mai wird in Berliner Regierungskreisen hinter vorgehaltener Hand immer offener über Alternativen zur jetzigen Koalition gesprochen. Für die meisten Deutschen ist Schwarz-Gelb schon fast abgehakt. 58 Prozent der Befragten sind der Ansicht, dass angesichts der Schuldenkrise eine Große Koalition besser für die Bundesrepublik wäre. Nur noch eine Minderheit von 22 Prozent ist stattdessen der Ansicht, Schwarz-Gelb solle die Arbeit fortsetzen. Wie tief der Unmut unter Unionswählern über die Berliner Verhältnisse mittlerweile ist, zeigt deren Haltung zu dieser Frage: Auch hier ist eine Mehrheit von 55 Prozent der Wechsel in eine Große Koalition lieber als ein Weiter so. Natürlich hinterlassen diese Werte Spuren in der Sonntagsfrage. Union und FDP kommen zusammengerechnet gerade noch auf 40 Prozent - weit entfernt von einer Regierungsmehrheit. CDU/CSU stehen aktuell bei 33 Prozent - nach 35 Prozent vor einem Monat und 32 Prozent Mitte Mai, in der Woche nach der Landtagswahl in NRW. Die SPD kann von der Schwäche der Bundesregierung weiterhin kaum profitieren: Sie rangiert bei 27 Prozent (+1 gegenüber dem Vormonat, -1 gegenüber der Monatsmitte). Dafür schweben die Grünen mit 16 Prozent weiterhin auf der Stimmungswolke (+-0 bzw. -1) und auch die Linke liegt mit 11 Prozent (+1 bzw. +-0) gut im Feld. So richtig in der Krise stecken dagegen die Freien Demokraten - nicht nur in der Sonntagsfrage, sondern auch mit ihrem Image. Schon in der Monatsmitte waren sie von acht auf sieben Prozent weiter abgerutscht. Dort verharren sie jetzt - der schwächste Wert seit Januar 2006 und weniger als die Hälfte des Bundestagswahlergebnisses vom September. Wie tief die Partei in der Krise steckt, zeigt der Blick auf die Wählerpotenziale der einzelnen Parteien. Damit ist der Anteil der Wahlberechtigten gemeint, der sich unabhängig von der aktuellen politischen Situation in den nächsten Jahren durchaus vorstellen könnte, eine Partei zu wählen. Dieses Potenzial lag für die FDP im Januar 2009 nach vielen Landtagswahlerfolgen bei 41 Prozent. Anfang dieses Jahres, kurz nach dem Start der Koalition, war es bereits auf 35 Prozent gesunken. Jetzt ist es auf nur noch 26 Prozent geschrumpft. Die genau gegenteilige Entwicklung gibt es bei den Grünen, deren Potenzial wächst von 39 Prozent Anfang 2009 auf heute 46 Prozent. Keine großen Veränderungen gibt es hingegen bei den anderen Parteien. Das Potenzial der SPD liegt bei 57 Prozent, das der Union bei 51 Prozent und das der Linken bei 22 Prozent. In der Sache hat der breite Vertrauensverlust der FDP vor allem mit dem monatelangen Festhalten an Steuersenkungen zu tun. Selbst im harten Kern der jetzt noch verbliebenen FDP-Anhänger sind 76 Prozent der Ansicht, die FDP habe da etwas gefordert, was nicht zu finanzieren sei. Die Zahl für die Befragten insgesamt liegt bei 77 Prozent. Andere Urteile der Deutschen über die FDP: 73 Prozent glauben, Guido Westerwelle habe seiner Partei in letzter Zeit ""mehr geschadet als genutzt"", 69 Prozent kritisieren, die FDP kümmere sich ""zu stark um die Interessen bestimmter Wählergruppen"". Und nur 26 Prozent finden, die FDP habe ""trotz aller Kritik in der Regierung gute Arbeit gemacht"". Wenigstens in diesem Punkt sind die treu verbliebenen FDP-Wähler anderer Ansicht: Sie bewerten die Arbeit der eigenen Partei immerhin zu 81 Prozent positiv. Das entscheidende Thema der letzten Wochen und der wichtigste Grund für die Vertrauenskrise der Bundesregierung sind die europäischen Staatsschulden und die Rettungsbemühungen für den Euro. Bis zum Nachmittag des 9. Mai, des Wahltags in NRW, rechnete die Öffentlichkeit mit gut 20 Milliarden Euro Bürgschaften für die griechischen Staatsschulden. Seither ist von einem gesamteuropäischen Rettungsschirm die Rede, an dem sich allein Deutschland mit Bürgschaften in Höhe von 120 bis 150 Milliarden Euro beteiligen muss. Fast zwei Drittel der Deutschen, 64 Prozent, halten diesen neuen großen Rettungsschirm für falsch. Allein unter den Grünen-Anhängern überwiegt die Zustimmung, in allen anderen Partei-Lagern wird das entsprechende Gesetz abgelehnt. Und vor allem daraus leitet sich die Beurteilung der Regierungsarbeit in der Krise ab: Nur 34 Prozent sind der Ansicht, die Bundesregierung habe bislang ""die richtigen Entscheidungen getroffen"". Und 47 Prozent attestieren der Bundesregierung, sie habe ""in der Euro-Krise schnell und entschlossen gehandelt"". Allerdings: Bei genau der gleichen Frage stellten im November 2008 bezogen auf die Finanzkrise immerhin 75 Prozent der damaligen Regierung ein positives Attest aus. Zugespitzt heißt das Urteil der Wähler also: Die Finanzkrise hat die Regierung noch ganz gut gemanagt, bei der Euro-Krise aber nicht die richtigen Entscheidungen getroffen. Stattdessen wird im ARD-DeutschlandTrend regelrecht die Hilflosigkeit deutlich, die die Deutschen gegenüber der neuen Krise empfinden: ""Die Politik kann sich gegenüber den Finanzmärkten ohnehin nicht mehr durchsetzen"", meinen 74 Prozent. Und genau an dieser Stelle entwickelt sich aus dem Urteil über die Politik eine ganz persönliche Sorge: Zwei Drittel der Befragten, 67 Prozent, machen sich Sorgen um die eigenen Ersparnisse. Diese Frage stellen wir seit Beginn der Finanzkrise im Herbst 2008 und es ist mit Abstand der höchste gemessene Wert. 40 Prozent erklären, sie fühlen sich mittlerweile auch persönlich von der Krise betroffen – auch dies etwas mehr als in der Finanzkrise. Und für die Stimmung im Land ganz entscheidend: 75 Prozent rechnen damit, dass der ""schlimmste Teil der Krise"" noch bevorsteht. Und Hoffnung ist weit und breit nicht in Sicht – schon gar nicht mit Blick auf die politische Opposition. Denn nur ganze 19 Prozent glauben, dass ""eine SPD-geführte Regierung die Dinge jetzt in der Krise besser machen würde"". Verglichen mit diesen Sorgen ist das monatelange Thema Steuern fast in den Hintergrund getreten, und dies, obwohl Anfang Juni die Regierungskoalition ein Sparpaket auf den Weg bringen muss, um die Vorgaben der Schuldenbremse im Haushalt 2011 einzuhalten. Die Befragten machen sich wenig Illusionen über das, was bevorsteht. Ganze 29 Prozent glauben, dass der erforderliche Betrag von zehn bis fünfzehn Milliarden allein durch Einsparungen aufzubringen sei. Die ganz große Mehrheit, 64 Prozent, kommt zu der Einschätzung, dass Steuererhöhungen notwendig sein werden. Diese Ansicht zieht sich durch die Anhängerschaften aller Parteien. Selbst FDP-Wähler glauben mehrheitlich, dass Steuererhöhungen nötig sind. Trotzdem kommt es darauf an, dass an der richtigen Stelle gespart bzw. nicht gespart wird. In einer offenen Frage wollten wir wissen, welche gesellschaftlichen Bereiche von den Sparmaßnahmen auszuklammern sind. 59 Prozent nennen dabei die Ausgaben für Schulen, Hochschulen und Bildung. Mit weitem Abstand folgt das Gesundheitswesen (20 Prozent). Es ist Frühling im Kalender, aber die politische Stimmung fühlt sich an wie im Herbst. Und angesichts der notwendigen finanzpolitischen Entscheidungen ist eine Trendwende nicht in Sicht. "
27.05.2010 14:04 Uhr,Mit einer Stimme Mehrheit,Spaniens Parlament beschließt Rekord-Sparplan,"Mit nur einer Stimme Mehrheit hat Spaniens Parlament den härtesten Sparplan in der jüngeren Geschichte des Landes verabschiedet. Das umstrittene Paket der sozialistischen Regierung wurde mit 169 zu 168 Stimmen bei 13 Enthaltungen angenommen. Dafür votierten nur die Sozialisten von Ministerpräsident José Luis Rodríguez Zapatero. ""Die Einschnitte sind schmerzhaft, aber unvermeidlich"", sagte Wirtschafts- und Finanzministerin Elena Salgado. Die Opposition forderte Neuwahlen. Bereits im Januar hatte das Land ein umfassendes Sparpaket in Höhe von 50 Milliarden Euro aufgelegt. Mit den Einschnitten will Spanien seine enorme Neuverschuldung von zuletzt 11,2 Prozent des Bruttoinlandsprodukts bis Ende nächsten Jahres zunächst auf 6,0 und bis 2013 auf den zulässigen Höchstwert von 3,0 Prozent drücken. "
27.05.2010 11:48 Uhr,Überblick über Beschlüsse zum Schuldenabbau,Mit Sparpaketen gegen die Defizite,"Die EU hat die Staaten der Eurozone aufgefordert, möglichst bald ihre teilweise dramatischen Schulden abzubauen. Neben Deutschland haben unter anderem folgende sechs EU-Staaten ihre Sparpakete bereits geschnürt: Außerdem soll die Steuerhinterziehung verstärkt bekämpft werden. Vorgesehen ist unter anderem, dass die Gehälter im öffentlichen Dienst für drei Jahre eingefroren werden. Bei den Spitzenbesoldungen sind Kürzungen geplant. Ein weiterer Schwerpunkt ist die Eindämmung der Bürokratie. Zudem hat die Regierung ein Rentenprogramm beschlossen. Ab 2010 müssen die Italiener mindestens bis zum 61. Lebensjahr arbeiten oder 40 Jahre lang Beiträge geleistet haben, um die volle Rente zu erhalten. Die britische Regierung will ihr Haushaltsdefizit mit Einsparungen in Höhe von 6,24 Milliarden Pfund (etwa 7,17 Milliarden Euro) eindämmen. Das Finanzministerium kündigte einen weitgehenden Einstellungsstopp im Öffentlichen Dienst an. Zudem sollen die Ausgaben für IT-Programme und Reisen von Regierungsmitgliedern gekürzt werden. So sollen die Minister künftig keine eigenen Dienstwagen und Fahrer mehr haben. Die Neuverschuldung Großbritanniens belief sich im zurückliegenden Haushaltsjahr auf 145 Milliarden Pfund, das entsprach nach Angaben der EU-Kommission 11,5 Prozent des BIP. Auch die Bevölkerung wurde auf Einschnitte vorbereitet. Zudem steigt die Mehrwertsteuer auf 23 Prozent. Das Renteneintrittsalter für Frauen soll auf 65 Jahre angehoben werden. Wer besonders anstrengende Arbeit verrichtet, soll frühestens mit 60 statt bislang mit 55 in den Ruhestand gehen dürfen. Die Zahl der für eine volle Rente erforderlichen Beitragsjahre soll von 37 auf 40 Jahre angehoben werden. Die Neuverschuldung des griechischen Staats war im vergangenen Jahr auf 13,6 Prozent geklettert. Die Regierung in Lissabon hat sich Ende März mit der wichtigsten Oppositionspartei auf ein Sparprogramm geeinigt. In den kommenden vier Jahren sollen Sozial- und Militärausgaben gekürzt, Steuererleichterungen für bestimmte Gruppen abgeschafft und die jährlichen Gehaltserhöhungen im Öffentlichen Dienst unter der Inflationsrate gehalten werden. Zudem will das Finanzministerium durch Privatisierung von Staatseigentum sechs Milliarden Euro Schulden abbauen. Die Regierung kündigte an, das Haushaltsdefizit statt der prognostizierten 8,4 Prozent für 2010 auf 7,3 Prozent zu drücken. Nach EU-Schätzungen hat Portugal im vergangenen Jahr eine Neuverschuldung von 9,4 Prozent angehäuft. Als erste konkrete Maßnahme kündigte die Regierung im März an, die Neueinstellungen im Öffentlichen Dienst um 90 Prozent zurückzufahren. Spanien wurde von der Wirtschaftskrise besonders hart erwischt, weil ähnlich wie in den USA eine Immobilienblase platzte. 2009 stieg die Neuverschuldung auf 11,2 Prozent. Die Gesamtverschuldung lag mit 53,2 Prozent aber weit unter dem EU-Durchschnitt. Auch die irische Regierung hat ein radikales Sparpaket geschnürt. Die Bezüge der Beschäftigten im Öffentlichen Dienst wurden bis zu 15 Prozent gekürzt, auch bei den Sozialausgaben und im Gesundheitssystem will die Regierung sparen. Geplant sind zudem die Einführung einer CO2-Steuer und die Erhöhung des Rentenalters, das bis 2028 von derzeit 65 auf 68 Jahre steigen soll. Die Neuverschuldung Irlands erreichte 2009 nach jüngsten Berechnungen 14,3 Prozent des Bruttoinlandsprodukts. Damit war Irland im vergangenen Jahr EU-weit der größte Haushaltssünder. In den Vorjahren hatte der Inselstaat aber noch deutlich sparsamer gewirtschaftet als Griechenland oder Italien. Die Gesamtverschuldung Irlands liegt derzeit bei 64 Prozent des BIP. "
